setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium acetate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
ePOeR,298.15,0,100,1154.3,Nduli and Deenadayalu (2017),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,
ePOeR,298.15,0.052,100,1168.5,Nduli and Deenadayalu (2017),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,
ePOeR,298.15,0.1009,100,1187.1,Nduli and Deenadayalu (2017),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,
ePOeR,298.15,0.1513,100,1209.5,Nduli and Deenadayalu (2017),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,
ePOeR,298.15,0.3506,100,1213.5,Nduli and Deenadayalu (2017),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,
ePOeR,298.15,0.4459,100,1188.4,Nduli and Deenadayalu (2017),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,
ePOeR,298.15,0.5515,100,1165.9,Nduli and Deenadayalu (2017),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,
ePOeR,298.15,0.6515,100,1149.8,Nduli and Deenadayalu (2017),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,
ePOeR,298.15,0.7515,100,1135.8,Nduli and Deenadayalu (2017),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,
ePOeR,298.15,0.8504,100,1120.9,Nduli and Deenadayalu (2017),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,
ePOeR,298.15,0.8957,100,1113,Nduli and Deenadayalu (2017),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,
ePOeR,298.15,0.951,100,1105.2,Nduli and Deenadayalu (2017),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,
