setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium chloride,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
hueeg,298.15,0,101,1026,Kavitha et al. (2014),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
hueeg,298.15,0.0138,101,1028,Kavitha et al. (2014),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
hueeg,298.15,0.0279,101,1030,Kavitha et al. (2014),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
hueeg,298.15,0.0746,101,1037,Kavitha et al. (2014),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
hueeg,298.15,0.1061,101,1041,Kavitha et al. (2014),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
hueeg,298.15,0.1585,101,1047,Kavitha et al. (2014),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
hueeg,298.15,0.2534,101,1055,Kavitha et al. (2014),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
hueeg,298.15,0.296,101,1058,Kavitha et al. (2014),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
hueeg,298.15,0.3633,101,1062,Kavitha et al. (2014),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
hueeg,298.15,0.4875,101,1067,Kavitha et al. (2014),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
hueeg,298.15,0.6317,101,1070,Kavitha et al. (2014),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
hueeg,298.15,0.8014,101,1071,Kavitha et al. (2014),Density,Liquid,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAherF,CCCC[n+]1ccn(C)c1.[Cl-],1-butyl-3-methylimidazolium chloride,,,
