setid,"Temperature, K","Pressure, kPa",Mole fraction of 1-butyl-1-methylpyrrolidinium (fluorosulfonyl)((trifluoromethyl)sulfonyl)amide,"Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
nwdhg,323,100,0.2,1404,Yamamoto et al. (2020b),Density,Liquid,ABTfSv,FS(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C,1-butyl-1-methylpyrrolidinium (fluorosulfonyl)((trifluoromethyl)sulfonyl)amide,AAwjfY,O=S(=O)(F)[N-]S(=O)(=O)C(F)(F)F.[Na+],sodium (fluorosulfonyl)(trifluoromethanesulfonyl)imide,,,
nwdhg,328,100,0.2,1400,Yamamoto et al. (2020b),Density,Liquid,ABTfSv,FS(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C,1-butyl-1-methylpyrrolidinium (fluorosulfonyl)((trifluoromethyl)sulfonyl)amide,AAwjfY,O=S(=O)(F)[N-]S(=O)(=O)C(F)(F)F.[Na+],sodium (fluorosulfonyl)(trifluoromethanesulfonyl)imide,,,
nwdhg,333,100,0.2,1396,Yamamoto et al. (2020b),Density,Liquid,ABTfSv,FS(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C,1-butyl-1-methylpyrrolidinium (fluorosulfonyl)((trifluoromethyl)sulfonyl)amide,AAwjfY,O=S(=O)(F)[N-]S(=O)(=O)C(F)(F)F.[Na+],sodium (fluorosulfonyl)(trifluoromethanesulfonyl)imide,,,
nwdhg,338,100,0.2,1391,Yamamoto et al. (2020b),Density,Liquid,ABTfSv,FS(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C,1-butyl-1-methylpyrrolidinium (fluorosulfonyl)((trifluoromethyl)sulfonyl)amide,AAwjfY,O=S(=O)(F)[N-]S(=O)(=O)C(F)(F)F.[Na+],sodium (fluorosulfonyl)(trifluoromethanesulfonyl)imide,,,
nwdhg,343,100,0.2,1387,Yamamoto et al. (2020b),Density,Liquid,ABTfSv,FS(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C,1-butyl-1-methylpyrrolidinium (fluorosulfonyl)((trifluoromethyl)sulfonyl)amide,AAwjfY,O=S(=O)(F)[N-]S(=O)(=O)C(F)(F)F.[Na+],sodium (fluorosulfonyl)(trifluoromethanesulfonyl)imide,,,
nwdhg,348,100,0.2,1383,Yamamoto et al. (2020b),Density,Liquid,ABTfSv,FS(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C,1-butyl-1-methylpyrrolidinium (fluorosulfonyl)((trifluoromethyl)sulfonyl)amide,AAwjfY,O=S(=O)(F)[N-]S(=O)(=O)C(F)(F)F.[Na+],sodium (fluorosulfonyl)(trifluoromethanesulfonyl)imide,,,
nwdhg,353,100,0.2,1378,Yamamoto et al. (2020b),Density,Liquid,ABTfSv,FS(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C,1-butyl-1-methylpyrrolidinium (fluorosulfonyl)((trifluoromethyl)sulfonyl)amide,AAwjfY,O=S(=O)(F)[N-]S(=O)(=O)C(F)(F)F.[Na+],sodium (fluorosulfonyl)(trifluoromethanesulfonyl)imide,,,
nwdhg,358,100,0.2,1374,Yamamoto et al. (2020b),Density,Liquid,ABTfSv,FS(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C,1-butyl-1-methylpyrrolidinium (fluorosulfonyl)((trifluoromethyl)sulfonyl)amide,AAwjfY,O=S(=O)(F)[N-]S(=O)(=O)C(F)(F)F.[Na+],sodium (fluorosulfonyl)(trifluoromethanesulfonyl)imide,,,
nwdhg,363,100,0.2,1370,Yamamoto et al. (2020b),Density,Liquid,ABTfSv,FS(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C,1-butyl-1-methylpyrrolidinium (fluorosulfonyl)((trifluoromethyl)sulfonyl)amide,AAwjfY,O=S(=O)(F)[N-]S(=O)(=O)C(F)(F)F.[Na+],sodium (fluorosulfonyl)(trifluoromethanesulfonyl)imide,,,
nwdhg,368,100,0.2,1366,Yamamoto et al. (2020b),Density,Liquid,ABTfSv,FS(=O)(=O)[N-]S(=O)(=O)C(F)(F)F.C(CCC)[N+]1(CCCC1)C,1-butyl-1-methylpyrrolidinium (fluorosulfonyl)((trifluoromethyl)sulfonyl)amide,AAwjfY,O=S(=O)(F)[N-]S(=O)(=O)C(F)(F)F.[Na+],sodium (fluorosulfonyl)(trifluoromethanesulfonyl)imide,,,
