setid,"MolaLity of L-valine, mol/kg","Temperature, K","Solvent: MolaLity of 1-dodecyl-3-methylimidazolium bromide, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
yjzjq,0.0103,288.15,0.06,100,1001.5,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.0103,293.15,0.06,100,1000.3,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.0103,298.15,0.06,100,999,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.0103,303.15,0.06,100,997.6,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.0103,308.15,0.06,100,995.9,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.0298,288.15,0.005,100,1000.1,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.0298,293.15,0.005,100,999.2,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.0298,298.15,0.005,100,998,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.0298,303.15,0.005,100,996.6,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.0298,308.15,0.005,100,995,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.0302,288.15,0.06,100,1002,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.0302,293.15,0.06,100,1000.8,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.0302,298.15,0.06,100,999.6,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.0302,303.15,0.06,100,998.2,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.0302,308.15,0.06,100,996.4,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.0308,288.15,0.04,100,1001.3,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.0308,293.15,0.04,100,1000.3,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.0308,298.15,0.04,100,999,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.0308,303.15,0.04,100,997.6,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.0308,308.15,0.04,100,995.9,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.0315,288.15,0.02,100,1000.7,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.0315,293.15,0.02,100,999.7,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.0315,298.15,0.02,100,998.5,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.0315,303.15,0.02,100,997.1,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.0315,308.15,0.02,100,995.4,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.0489,288.15,0.005,100,1000.7,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.0489,293.15,0.005,100,999.7,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.0489,298.15,0.005,100,998.6,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.0489,303.15,0.005,100,997.2,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.0489,308.15,0.005,100,995.5,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.05,288.15,0.06,100,1002.6,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.05,293.15,0.06,100,1001.4,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.05,298.15,0.06,100,1000.1,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.05,303.15,0.06,100,998.7,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.05,308.15,0.06,100,997,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.0501,288.15,0.02,100,1001.2,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.0501,293.15,0.02,100,1000.2,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.0501,298.15,0.02,100,999,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.0501,303.15,0.02,100,997.6,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.0501,308.15,0.02,100,996,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.0511,288.15,0.04,100,1001.9,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.0511,293.15,0.04,100,1000.8,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.0511,298.15,0.04,100,999.6,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.0511,303.15,0.04,100,998.2,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.0511,308.15,0.04,100,996.5,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.0689,288.15,0.005,100,1001.2,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.0689,293.15,0.005,100,1000.3,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.0689,298.15,0.005,100,999.1,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.0689,303.15,0.005,100,997.7,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.0689,308.15,0.005,100,996.1,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.0696,288.15,0.06,100,1003.1,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.0696,293.15,0.06,100,1001.9,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.0696,298.15,0.06,100,1000.7,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.0696,303.15,0.06,100,999.3,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.0696,308.15,0.06,100,997.5,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.0697,288.15,0.02,100,1001.8,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.0697,293.15,0.02,100,1000.8,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.0697,298.15,0.02,100,999.6,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
yjzjq,0.0697,303.15,0.02,100,998.2,Kumar et al. (2021a),Density,Liquid,AAWbiv,CC(C)[C@H](N)C(=O)O,L-valine,ABLlfj,CCCCCCCCCCCC[n+]1ccn(C)c1.[Br-],1-dodecyl-3-methylimidazolium bromide,AADYJk,O,water
