setid,"Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
ZCLsr,100,293.15,1013.3,Makarov and Safonova (2019),Density,Liquid,AAfApq,CC(=O)[O-].CC[NH+](CC)CC,triethylammonium acetate,,,,,,
ZCLsr,100,298.15,1009.6,Makarov and Safonova (2019),Density,Liquid,AAfApq,CC(=O)[O-].CC[NH+](CC)CC,triethylammonium acetate,,,,,,
ZCLsr,100,303.15,1005.9,Makarov and Safonova (2019),Density,Liquid,AAfApq,CC(=O)[O-].CC[NH+](CC)CC,triethylammonium acetate,,,,,,
ZCLsr,100,308.15,1002.1,Makarov and Safonova (2019),Density,Liquid,AAfApq,CC(=O)[O-].CC[NH+](CC)CC,triethylammonium acetate,,,,,,
ZCLsr,100,313.15,998.3,Makarov and Safonova (2019),Density,Liquid,AAfApq,CC(=O)[O-].CC[NH+](CC)CC,triethylammonium acetate,,,,,,
ZCLsr,100,318.15,994.5,Makarov and Safonova (2019),Density,Liquid,AAfApq,CC(=O)[O-].CC[NH+](CC)CC,triethylammonium acetate,,,,,,
ZCLsr,100,323.15,990.8,Makarov and Safonova (2019),Density,Liquid,AAfApq,CC(=O)[O-].CC[NH+](CC)CC,triethylammonium acetate,,,,,,
ZCLsr,100,328.15,987,Makarov and Safonova (2019),Density,Liquid,AAfApq,CC(=O)[O-].CC[NH+](CC)CC,triethylammonium acetate,,,,,,
ZCLsr,100,333.15,983.1,Makarov and Safonova (2019),Density,Liquid,AAfApq,CC(=O)[O-].CC[NH+](CC)CC,triethylammonium acetate,,,,,,
ZCLsr,100,338.15,979.3,Makarov and Safonova (2019),Density,Liquid,AAfApq,CC(=O)[O-].CC[NH+](CC)CC,triethylammonium acetate,,,,,,
ZCLsr,100,343.15,975.5,Makarov and Safonova (2019),Density,Liquid,AAfApq,CC(=O)[O-].CC[NH+](CC)CC,triethylammonium acetate,,,,,,
ZCLsr,100,348.15,971.6,Makarov and Safonova (2019),Density,Liquid,AAfApq,CC(=O)[O-].CC[NH+](CC)CC,triethylammonium acetate,,,,,,
ZCLsr,100,353.15,967.7,Makarov and Safonova (2019),Density,Liquid,AAfApq,CC(=O)[O-].CC[NH+](CC)CC,triethylammonium acetate,,,,,,
