setid,Mole fraction of 1-octylpyridinium nitrate,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
OBfpi,0,298.15,101,805.6,Jiang et al. (2012),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAwvAU,CCCCCCCC[n+]1ccccc1.O=[N+]([O-])[O-],1-octylpyridinium nitrate,,,
OBfpi,0.1245,298.15,101,875.3,Jiang et al. (2012),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAwvAU,CCCCCCCC[n+]1ccccc1.O=[N+]([O-])[O-],1-octylpyridinium nitrate,,,
OBfpi,0.2008,298.15,101,910,Jiang et al. (2012),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAwvAU,CCCCCCCC[n+]1ccccc1.O=[N+]([O-])[O-],1-octylpyridinium nitrate,,,
OBfpi,0.3038,298.15,101,948.6,Jiang et al. (2012),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAwvAU,CCCCCCCC[n+]1ccccc1.O=[N+]([O-])[O-],1-octylpyridinium nitrate,,,
OBfpi,0.4019,298.15,101,978.1,Jiang et al. (2012),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAwvAU,CCCCCCCC[n+]1ccccc1.O=[N+]([O-])[O-],1-octylpyridinium nitrate,,,
OBfpi,0.5012,298.15,101,1002,Jiang et al. (2012),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAwvAU,CCCCCCCC[n+]1ccccc1.O=[N+]([O-])[O-],1-octylpyridinium nitrate,,,
OBfpi,0.6025,298.15,101,1023,Jiang et al. (2012),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAwvAU,CCCCCCCC[n+]1ccccc1.O=[N+]([O-])[O-],1-octylpyridinium nitrate,,,
OBfpi,0.701,298.15,101,1041.7,Jiang et al. (2012),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAwvAU,CCCCCCCC[n+]1ccccc1.O=[N+]([O-])[O-],1-octylpyridinium nitrate,,,
OBfpi,0.8005,298.15,101,1059,Jiang et al. (2012),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAwvAU,CCCCCCCC[n+]1ccccc1.O=[N+]([O-])[O-],1-octylpyridinium nitrate,,,
OBfpi,0.899,298.15,101,1074.9,Jiang et al. (2012),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAwvAU,CCCCCCCC[n+]1ccccc1.O=[N+]([O-])[O-],1-octylpyridinium nitrate,,,
OBfpi,1,298.15,101,1089.5,Jiang et al. (2012),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAwvAU,CCCCCCCC[n+]1ccccc1.O=[N+]([O-])[O-],1-octylpyridinium nitrate,,,
