setid,"Temperature, K","MolaRity of 1-dodecyl-3-methylimidazolium chloride, mol/dm3","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
MFqCn,313.2,0.005,101,993.14,Saien and Kharazi (2016),Density,Liquid mixture 1,Liquid mixture 2,,48,AAWRvN,CCCCOC(C)=O,butyl ethanoate,AADYJk,O,water
MFqCn,313.2,0.01,101,993.44,Saien and Kharazi (2016),Density,Liquid mixture 1,Liquid mixture 2,,48,AAWRvN,CCCCOC(C)=O,butyl ethanoate,AADYJk,O,water
MFqCn,318.2,1e-05,101,991.04,Saien and Kharazi (2016),Density,Liquid mixture 1,Liquid mixture 2,,48,AAWRvN,CCCCOC(C)=O,butyl ethanoate,AADYJk,O,water
MFqCn,318.2,0.0001,101,991.05,Saien and Kharazi (2016),Density,Liquid mixture 1,Liquid mixture 2,,48,AAWRvN,CCCCOC(C)=O,butyl ethanoate,AADYJk,O,water
MFqCn,318.2,0.00025,101,991.15,Saien and Kharazi (2016),Density,Liquid mixture 1,Liquid mixture 2,,48,AAWRvN,CCCCOC(C)=O,butyl ethanoate,AADYJk,O,water
MFqCn,318.2,0.0005,101,991.2,Saien and Kharazi (2016),Density,Liquid mixture 1,Liquid mixture 2,,48,AAWRvN,CCCCOC(C)=O,butyl ethanoate,AADYJk,O,water
MFqCn,318.2,0.001,101,991.28,Saien and Kharazi (2016),Density,Liquid mixture 1,Liquid mixture 2,,48,AAWRvN,CCCCOC(C)=O,butyl ethanoate,AADYJk,O,water
MFqCn,318.2,0.0025,101,991.56,Saien and Kharazi (2016),Density,Liquid mixture 1,Liquid mixture 2,,48,AAWRvN,CCCCOC(C)=O,butyl ethanoate,AADYJk,O,water
MFqCn,318.2,0.005,101,991.76,Saien and Kharazi (2016),Density,Liquid mixture 1,Liquid mixture 2,,48,AAWRvN,CCCCOC(C)=O,butyl ethanoate,AADYJk,O,water
MFqCn,318.2,0.01,101,991.9,Saien and Kharazi (2016),Density,Liquid mixture 1,Liquid mixture 2,,48,AAWRvN,CCCCOC(C)=O,butyl ethanoate,AADYJk,O,water
