setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium acetate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
uhStN,303.15,0,96.7,939.24,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
uhStN,303.15,0.155,96.7,988.5,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
uhStN,303.15,0.3,96.7,1020.2,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
uhStN,303.15,0.391,96.7,1036,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
uhStN,303.15,0.5,96.7,1051.1,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
uhStN,303.15,0.632,96.7,1066.4,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
uhStN,303.15,0.793,96.7,1081.7,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
uhStN,303.15,0.87,96.7,1088.2,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
uhStN,303.15,1,96.7,1097.2,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
uhStN,308.15,0,96.7,934.48,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
uhStN,308.15,0.155,96.7,984.3,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
uhStN,308.15,0.3,96.7,1016.4,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
uhStN,308.15,0.391,96.7,1032.3,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
uhStN,308.15,0.5,96.7,1047.7,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
uhStN,308.15,0.632,96.7,1063.1,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
uhStN,308.15,0.793,96.7,1078.6,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
uhStN,308.15,0.87,96.7,1085.1,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
uhStN,308.15,1,96.7,1094.2,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
uhStN,313.15,0,96.7,929.71,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
uhStN,313.15,0.155,96.7,980.2,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
uhStN,313.15,0.3,96.7,1012.6,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
uhStN,313.15,0.391,96.7,1028.7,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
uhStN,313.15,0.5,96.7,1044.2,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
uhStN,313.15,0.632,96.7,1059.8,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
uhStN,313.15,0.793,96.7,1075.4,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
uhStN,313.15,0.87,96.7,1082,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
uhStN,313.15,1,96.7,1091.2,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
uhStN,318.15,0,96.7,924.93,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
uhStN,318.15,0.155,96.7,976,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
uhStN,318.15,0.3,96.7,1008.8,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
uhStN,318.15,0.391,96.7,1025,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
uhStN,318.15,0.5,96.7,1040.7,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
uhStN,318.15,0.632,96.7,1056.4,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
uhStN,318.15,0.793,96.7,1072.3,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
uhStN,318.15,0.87,96.7,1078.9,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
uhStN,318.15,1,96.7,1088.2,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
uhStN,323.15,0,96.7,920.13,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
uhStN,323.15,0.155,96.7,971.8,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
uhStN,323.15,0.3,96.7,1005,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
uhStN,323.15,0.391,96.7,1021.4,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
uhStN,323.15,0.5,96.7,1037.3,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
uhStN,323.15,0.632,96.7,1053.2,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
uhStN,323.15,0.793,96.7,1069.1,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
uhStN,323.15,0.87,96.7,1075.8,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
uhStN,323.15,1,96.7,1085.2,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
uhStN,328.15,0,96.7,915.33,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
uhStN,328.15,0.155,96.7,967.6,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
uhStN,328.15,0.3,96.7,1001.2,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
uhStN,328.15,0.391,96.7,1017.8,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
uhStN,328.15,0.5,96.7,1033.8,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
uhStN,328.15,0.632,96.7,1049.9,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
uhStN,328.15,0.793,96.7,1066,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
uhStN,328.15,0.87,96.7,1072.8,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
uhStN,328.15,1,96.7,1082.2,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
uhStN,333.15,0,96.7,910.5,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
uhStN,333.15,0.155,96.7,963.5,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
uhStN,333.15,0.3,96.7,997.4,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
uhStN,333.15,0.391,96.7,1014.2,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
uhStN,333.15,0.5,96.7,1030.4,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
uhStN,333.15,0.632,96.7,1046.6,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
uhStN,333.15,0.793,96.7,1062.9,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
uhStN,333.15,0.87,96.7,1069.7,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
uhStN,333.15,1,96.7,1079.3,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
uhStN,338.15,0,96.7,905.67,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
uhStN,338.15,0.155,96.7,959.3,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
uhStN,338.15,0.3,96.7,993.6,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
uhStN,338.15,0.391,96.7,1010.5,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
uhStN,338.15,0.5,96.7,1026.9,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
uhStN,338.15,0.632,96.7,1043.3,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
uhStN,338.15,0.793,96.7,1059.8,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
uhStN,338.15,0.87,96.7,1066.7,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
uhStN,338.15,1,96.7,1076.3,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
uhStN,343.15,0,96.7,900.81,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
uhStN,343.15,0.155,96.7,955.1,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
uhStN,343.15,0.3,96.7,989.8,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
uhStN,343.15,0.391,96.7,1007,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
uhStN,343.15,0.5,96.7,1023.5,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
uhStN,343.15,0.632,96.7,1040.1,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
uhStN,343.15,0.793,96.7,1056.8,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
uhStN,343.15,0.87,96.7,1063.7,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
uhStN,343.15,1,96.7,1073.4,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
uhStN,348.15,0,96.7,895.94,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
uhStN,348.15,0.155,96.7,950.9,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
uhStN,348.15,0.3,96.7,986,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
uhStN,348.15,0.391,96.7,1003.4,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAOCWD,CN(C)C=O,dimethylformamide,,,
