setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium acetate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
yCWWW,303.15,0,96.7,973.02,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAPLMm,c1ccncc1,pyridine,,,
yCWWW,303.15,0.166,96.7,1015.5,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAPLMm,c1ccncc1,pyridine,,,
yCWWW,303.15,0.318,96.7,1040.8,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAPLMm,c1ccncc1,pyridine,,,
yCWWW,303.15,0.411,96.7,1052.7,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAPLMm,c1ccncc1,pyridine,,,
yCWWW,303.15,0.52,96.7,1064.5,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAPLMm,c1ccncc1,pyridine,,,
yCWWW,303.15,0.649,96.7,1075.4,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAPLMm,c1ccncc1,pyridine,,,
yCWWW,303.15,0.806,96.7,1086.3,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAPLMm,c1ccncc1,pyridine,,,
yCWWW,303.15,0.898,96.7,1091.8,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAPLMm,c1ccncc1,pyridine,,,
yCWWW,303.15,1,96.7,1097.2,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAPLMm,c1ccncc1,pyridine,,,
yCWWW,308.15,0,96.7,968,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAPLMm,c1ccncc1,pyridine,,,
yCWWW,308.15,0.166,96.7,1011.2,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAPLMm,c1ccncc1,pyridine,,,
yCWWW,308.15,0.318,96.7,1037,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAPLMm,c1ccncc1,pyridine,,,
yCWWW,308.15,0.411,96.7,1049.1,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAPLMm,c1ccncc1,pyridine,,,
yCWWW,308.15,0.52,96.7,1061.1,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAPLMm,c1ccncc1,pyridine,,,
yCWWW,308.15,0.649,96.7,1072.2,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAPLMm,c1ccncc1,pyridine,,,
yCWWW,308.15,0.806,96.7,1083.2,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAPLMm,c1ccncc1,pyridine,,,
yCWWW,308.15,0.898,96.7,1088.7,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAPLMm,c1ccncc1,pyridine,,,
yCWWW,308.15,1,96.7,1094.2,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAPLMm,c1ccncc1,pyridine,,,
yCWWW,313.15,0,96.7,962.96,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAPLMm,c1ccncc1,pyridine,,,
