setid,"Temperature, K","Mole fraction of 1-butyl-2,3-dimethylimidazolium tetrafluoroborate","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
vWcUN,293.15,0.0698,100,1129.31,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AAQTZI,O=C1CCCN1,2-pyrrolidinone,,,
vWcUN,293.15,0.1052,100,1136.64,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AAQTZI,O=C1CCCN1,2-pyrrolidinone,,,
vWcUN,293.15,0.1469,100,1144.34,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AAQTZI,O=C1CCCN1,2-pyrrolidinone,,,
vWcUN,293.15,0.1948,100,1151.8,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AAQTZI,O=C1CCCN1,2-pyrrolidinone,,,
vWcUN,293.15,0.2495,100,1158.97,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AAQTZI,O=C1CCCN1,2-pyrrolidinone,,,
vWcUN,293.15,0.2945,100,1163.96,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AAQTZI,O=C1CCCN1,2-pyrrolidinone,,,
vWcUN,293.15,0.3428,100,1168.54,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AAQTZI,O=C1CCCN1,2-pyrrolidinone,,,
vWcUN,293.15,0.3964,100,1172.84,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AAQTZI,O=C1CCCN1,2-pyrrolidinone,,,
vWcUN,293.15,0.4419,100,1175.94,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AAQTZI,O=C1CCCN1,2-pyrrolidinone,,,
vWcUN,293.15,0.5004,100,1179.32,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AAQTZI,O=C1CCCN1,2-pyrrolidinone,,,
vWcUN,293.15,0.5563,100,1182,Darolia et al. (2021),Density,Liquid,AAuItX,CCCC[n+]1ccn(C)c1C.F[B-](F)(F)F,"1-butyl-2,3-dimethylimidazolium tetrafluoroborate",AAQTZI,O=C1CCCN1,2-pyrrolidinone,,,
