setid,Mole fraction of 1-butyl-3-methylimidazolium methyl sulfate,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
CwPFS,0.0745,298.15,101,871.1,Domanska et al. (2006b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
CwPFS,0.1581,298.15,101,929.3,Domanska et al. (2006b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
CwPFS,0.2683,298.15,101,992.1,Domanska et al. (2006b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
CwPFS,0.3641,298.15,101,1036.9,Domanska et al. (2006b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
CwPFS,0.4366,298.15,101,1066.3,Domanska et al. (2006b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
CwPFS,0.5603,298.15,101,1109.1,Domanska et al. (2006b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
CwPFS,0.6663,298.15,101,1139.9,Domanska et al. (2006b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
CwPFS,0.7635,298.15,101,1164.4,Domanska et al. (2006b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
CwPFS,0.8625,298.15,101,1186.4,Domanska et al. (2006b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
CwPFS,0.9622,298.15,101,1205.8,Domanska et al. (2006b),Density,Liquid,AAONVE,CCCCO,butan-1-ol,AAwHNg,CCCC[n+]1ccn(C)c1.COS(=O)(=O)[O-],1-butyl-3-methylimidazolium methyl sulfate,,,
