setid,"Solvent: MolaLity of 1-octylpyridinium bromide, mol/kg","MolaLity of L-leucine, mol/kg","Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
UnZvh,0.03,0.01,303.15,100,997.1,Yan et al. (2020),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
UnZvh,0.03,0.0203,278.15,100,1002,Yan et al. (2020),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
UnZvh,0.03,0.0203,283.15,100,1001.7,Yan et al. (2020),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
UnZvh,0.03,0.0203,288.15,100,1001,Yan et al. (2020),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
UnZvh,0.03,0.0203,293.15,100,1000,Yan et al. (2020),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
UnZvh,0.03,0.0203,298.15,100,998.9,Yan et al. (2020),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
UnZvh,0.03,0.0203,303.15,100,997.4,Yan et al. (2020),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
UnZvh,0.03,0.0303,278.15,100,1002.3,Yan et al. (2020),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
UnZvh,0.03,0.0303,283.15,100,1002,Yan et al. (2020),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
UnZvh,0.03,0.0303,288.15,100,1001.2,Yan et al. (2020),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
UnZvh,0.03,0.0303,293.15,100,1000.3,Yan et al. (2020),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
UnZvh,0.03,0.0303,298.15,100,999.1,Yan et al. (2020),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
UnZvh,0.03,0.0303,303.15,100,997.6,Yan et al. (2020),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
UnZvh,0.03,0.0403,278.15,100,1002.5,Yan et al. (2020),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
UnZvh,0.03,0.0403,283.15,100,1002.2,Yan et al. (2020),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
UnZvh,0.03,0.0403,288.15,100,1001.5,Yan et al. (2020),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
UnZvh,0.03,0.0403,293.15,100,1000.5,Yan et al. (2020),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
UnZvh,0.03,0.0403,298.15,100,999.4,Yan et al. (2020),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
UnZvh,0.03,0.0403,303.15,100,997.9,Yan et al. (2020),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
UnZvh,0.03,0.0505,278.15,100,1002.8,Yan et al. (2020),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
UnZvh,0.03,0.0505,283.15,100,1002.5,Yan et al. (2020),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
UnZvh,0.03,0.0505,288.15,100,1001.8,Yan et al. (2020),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
UnZvh,0.03,0.0505,293.15,100,1000.8,Yan et al. (2020),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
UnZvh,0.03,0.0505,298.15,100,999.6,Yan et al. (2020),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
UnZvh,0.03,0.0505,303.15,100,998.1,Yan et al. (2020),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
UnZvh,0.03,0.0607,278.15,100,1003,Yan et al. (2020),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
UnZvh,0.03,0.0607,283.15,100,1002.7,Yan et al. (2020),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
UnZvh,0.03,0.0607,288.15,100,1002,Yan et al. (2020),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
UnZvh,0.03,0.0607,293.15,100,1001.1,Yan et al. (2020),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
UnZvh,0.03,0.0607,298.15,100,999.9,Yan et al. (2020),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
UnZvh,0.03,0.0607,303.15,100,998.4,Yan et al. (2020),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
UnZvh,0.03,0.0705,278.15,100,1003.3,Yan et al. (2020),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
UnZvh,0.03,0.0705,283.15,100,1003,Yan et al. (2020),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
UnZvh,0.03,0.0705,288.15,100,1002.3,Yan et al. (2020),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
UnZvh,0.03,0.0705,293.15,100,1001.3,Yan et al. (2020),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
UnZvh,0.03,0.0705,298.15,100,1000.1,Yan et al. (2020),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
UnZvh,0.03,0.0705,303.15,100,998.6,Yan et al. (2020),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
UnZvh,0.03,0.0805,278.15,100,1003.6,Yan et al. (2020),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
UnZvh,0.03,0.0805,283.15,100,1003.3,Yan et al. (2020),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
UnZvh,0.03,0.0805,288.15,100,1002.5,Yan et al. (2020),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
UnZvh,0.03,0.0805,293.15,100,1001.6,Yan et al. (2020),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
UnZvh,0.03,0.0805,298.15,100,1000.4,Yan et al. (2020),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
UnZvh,0.03,0.0805,303.15,100,998.9,Yan et al. (2020),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
UnZvh,0.03,0.0906,278.15,100,1003.9,Yan et al. (2020),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
UnZvh,0.03,0.0906,283.15,100,1003.5,Yan et al. (2020),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
UnZvh,0.03,0.0906,288.15,100,1002.8,Yan et al. (2020),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
UnZvh,0.03,0.0906,293.15,100,1001.8,Yan et al. (2020),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
UnZvh,0.03,0.0906,298.15,100,1000.7,Yan et al. (2020),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
UnZvh,0.03,0.0906,303.15,100,999.2,Yan et al. (2020),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
UnZvh,0.03,0.1013,278.15,100,1004.2,Yan et al. (2020),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
UnZvh,0.03,0.1013,283.15,100,1003.8,Yan et al. (2020),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
UnZvh,0.03,0.1013,288.15,100,1003.1,Yan et al. (2020),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
UnZvh,0.03,0.1013,293.15,100,1002.1,Yan et al. (2020),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
UnZvh,0.03,0.1013,298.15,100,1000.9,Yan et al. (2020),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
UnZvh,0.03,0.1013,303.15,100,999.4,Yan et al. (2020),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
UnZvh,0.05,0,278.15,100,1002.5,Yan et al. (2020),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
UnZvh,0.05,0,283.15,100,1002.2,Yan et al. (2020),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
UnZvh,0.05,0,288.15,100,1001.5,Yan et al. (2020),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
UnZvh,0.05,0,293.15,100,1000.5,Yan et al. (2020),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
UnZvh,0.05,0,298.15,100,999.4,Yan et al. (2020),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
UnZvh,0.05,0,303.15,100,997.8,Yan et al. (2020),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
UnZvh,0.05,0.0103,283.15,100,1002.5,Yan et al. (2020),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
UnZvh,0.05,0.0103,288.15,100,1001.7,Yan et al. (2020),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
UnZvh,0.05,0.0201,278.15,100,1003,Yan et al. (2020),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
UnZvh,0.05,0.0201,288.15,100,1002,Yan et al. (2020),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
UnZvh,0.05,0.0201,293.15,100,1001,Yan et al. (2020),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
UnZvh,0.05,0.0201,298.15,100,999.9,Yan et al. (2020),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
UnZvh,0.05,0.0201,303.15,100,998.3,Yan et al. (2020),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
UnZvh,0.05,0.0304,278.15,100,1003.3,Yan et al. (2020),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
UnZvh,0.05,0.0304,283.15,100,1003,Yan et al. (2020),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
UnZvh,0.05,0.0304,288.15,100,1002.2,Yan et al. (2020),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
UnZvh,0.05,0.0304,293.15,100,1001.2,Yan et al. (2020),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
UnZvh,0.05,0.0304,298.15,100,1000.1,Yan et al. (2020),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
UnZvh,0.05,0.0304,303.15,100,998.5,Yan et al. (2020),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
UnZvh,0.05,0.0397,278.15,100,1003.5,Yan et al. (2020),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
UnZvh,0.05,0.0397,283.15,100,1003.2,Yan et al. (2020),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
UnZvh,0.05,0.0397,293.15,100,1001.5,Yan et al. (2020),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
UnZvh,0.05,0.0397,298.15,100,1000.3,Yan et al. (2020),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
UnZvh,0.05,0.0397,303.15,100,998.7,Yan et al. (2020),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
UnZvh,0.05,0.0503,278.15,100,1003.8,Yan et al. (2020),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
UnZvh,0.05,0.0503,283.15,100,1003.5,Yan et al. (2020),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
UnZvh,0.05,0.0503,288.15,100,1002.7,Yan et al. (2020),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
UnZvh,0.05,0.0503,293.15,100,1001.7,Yan et al. (2020),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
UnZvh,0.05,0.0503,298.15,100,1000.5,Yan et al. (2020),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
UnZvh,0.05,0.0503,303.15,100,999,Yan et al. (2020),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
UnZvh,0.05,0.0602,278.15,100,1004,Yan et al. (2020),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
UnZvh,0.05,0.0602,283.15,100,1003.7,Yan et al. (2020),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
UnZvh,0.05,0.0602,288.15,100,1002.9,Yan et al. (2020),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
UnZvh,0.05,0.0602,293.15,100,1002,Yan et al. (2020),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
UnZvh,0.05,0.0602,298.15,100,1000.8,Yan et al. (2020),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
UnZvh,0.05,0.0602,303.15,100,999.2,Yan et al. (2020),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
UnZvh,0.05,0.0705,278.15,100,1004.3,Yan et al. (2020),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
UnZvh,0.05,0.0705,283.15,100,1004,Yan et al. (2020),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
UnZvh,0.05,0.0705,288.15,100,1003.2,Yan et al. (2020),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
UnZvh,0.05,0.0705,293.15,100,1002.2,Yan et al. (2020),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
UnZvh,0.05,0.0705,298.15,100,1001,Yan et al. (2020),Density,Liquid,AAZLwl,CC(C)C[C@H](N)C(=O)O,L-leucine,ABASUY,CCCCCCCC[n+]1ccccc1.[Br-],1-octylpyridinium bromide,AADYJk,O,water
