setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium tetrafluoroborate,Mole fraction of 2-pyrrolidinone,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
Ygfbl,293.15,0.1797,0.7437,101,1159.6,Sharma et al. (2013c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAQTZI,O=C1CCCN1,2-pyrrolidinone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
Ygfbl,293.15,0.1952,0.7087,101,1161.4,Sharma et al. (2013c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAQTZI,O=C1CCCN1,2-pyrrolidinone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
Ygfbl,293.15,0.2041,0.6838,101,1162,Sharma et al. (2013c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAQTZI,O=C1CCCN1,2-pyrrolidinone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
Ygfbl,293.15,0.2181,0.6798,101,1167.1,Sharma et al. (2013c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAQTZI,O=C1CCCN1,2-pyrrolidinone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
Ygfbl,293.15,0.2381,0.6106,101,1167.1,Sharma et al. (2013c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAQTZI,O=C1CCCN1,2-pyrrolidinone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
Ygfbl,293.15,0.2598,0.5748,101,1171.4,Sharma et al. (2013c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAQTZI,O=C1CCCN1,2-pyrrolidinone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
Ygfbl,293.15,0.2831,0.5407,101,1176.3,Sharma et al. (2013c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAQTZI,O=C1CCCN1,2-pyrrolidinone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
Ygfbl,293.15,0.3001,0.5184,101,1180,Sharma et al. (2013c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAQTZI,O=C1CCCN1,2-pyrrolidinone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
Ygfbl,293.15,0.3255,0.4879,101,1185.6,Sharma et al. (2013c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAQTZI,O=C1CCCN1,2-pyrrolidinone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
Ygfbl,293.15,0.3471,0.4642,101,1190.4,Sharma et al. (2013c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAQTZI,O=C1CCCN1,2-pyrrolidinone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
Ygfbl,293.15,0.3637,0.4468,101,1194.1,Sharma et al. (2013c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAQTZI,O=C1CCCN1,2-pyrrolidinone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
Ygfbl,293.15,0.3897,0.4212,101,1199.7,Sharma et al. (2013c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAQTZI,O=C1CCCN1,2-pyrrolidinone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
Ygfbl,293.15,0.4036,0.4081,101,1202.7,Sharma et al. (2013c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAQTZI,O=C1CCCN1,2-pyrrolidinone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
Ygfbl,293.15,0.4131,0.3993,101,1204.7,Sharma et al. (2013c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAQTZI,O=C1CCCN1,2-pyrrolidinone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
Ygfbl,293.15,0.4355,0.3793,101,1209.3,Sharma et al. (2013c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAQTZI,O=C1CCCN1,2-pyrrolidinone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
Ygfbl,293.15,0.4487,0.3679,101,1212,Sharma et al. (2013c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAQTZI,O=C1CCCN1,2-pyrrolidinone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
Ygfbl,293.15,0.4731,0.3472,101,1216.8,Sharma et al. (2013c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAQTZI,O=C1CCCN1,2-pyrrolidinone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
Ygfbl,293.15,0.4865,0.3358,101,1219.4,Sharma et al. (2013c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAQTZI,O=C1CCCN1,2-pyrrolidinone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
Ygfbl,293.15,0.5025,0.3226,101,1222.4,Sharma et al. (2013c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAQTZI,O=C1CCCN1,2-pyrrolidinone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
Ygfbl,293.15,0.5285,0.3013,101,1227.1,Sharma et al. (2013c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAQTZI,O=C1CCCN1,2-pyrrolidinone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
Ygfbl,293.15,0.5465,0.2867,101,1230.2,Sharma et al. (2013c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAQTZI,O=C1CCCN1,2-pyrrolidinone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
Ygfbl,293.15,0.5587,0.2767,101,1232.3,Sharma et al. (2013c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAQTZI,O=C1CCCN1,2-pyrrolidinone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
Ygfbl,293.15,0.5789,0.2602,101,1235.5,Sharma et al. (2013c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAQTZI,O=C1CCCN1,2-pyrrolidinone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
Ygfbl,293.15,0.5835,0.2563,101,1236.2,Sharma et al. (2013c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAQTZI,O=C1CCCN1,2-pyrrolidinone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
Ygfbl,293.15,0.5979,0.2444,101,1238.4,Sharma et al. (2013c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AAQTZI,O=C1CCCN1,2-pyrrolidinone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
