setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium ethyl sulfate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
cNPRh,288.15,0,101.3,952.8,Oriyomi et al. (2020),Density,Liquid,AAQxQx,CC(C)C(=O)O,2-methylpropanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cNPRh,288.15,0.0424,101.3,979.5,Oriyomi et al. (2020),Density,Liquid,AAQxQx,CC(C)C(=O)O,2-methylpropanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cNPRh,288.15,0.0664,101.3,994.1,Oriyomi et al. (2020),Density,Liquid,AAQxQx,CC(C)C(=O)O,2-methylpropanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cNPRh,288.15,0.0927,101.3,1009.5,Oriyomi et al. (2020),Density,Liquid,AAQxQx,CC(C)C(=O)O,2-methylpropanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cNPRh,288.15,0.1873,101.3,1054.6,Oriyomi et al. (2020),Density,Liquid,AAQxQx,CC(C)C(=O)O,2-methylpropanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cNPRh,288.15,0.272,101.3,1086.4,Oriyomi et al. (2020),Density,Liquid,AAQxQx,CC(C)C(=O)O,2-methylpropanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cNPRh,288.15,0.3588,101.3,1113.7,Oriyomi et al. (2020),Density,Liquid,AAQxQx,CC(C)C(=O)O,2-methylpropanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cNPRh,288.15,0.4536,101.3,1139.1,Oriyomi et al. (2020),Density,Liquid,AAQxQx,CC(C)C(=O)O,2-methylpropanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cNPRh,288.15,0.5695,101.3,1166,Oriyomi et al. (2020),Density,Liquid,AAQxQx,CC(C)C(=O)O,2-methylpropanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cNPRh,288.15,0.6703,101.3,1186.2,Oriyomi et al. (2020),Density,Liquid,AAQxQx,CC(C)C(=O)O,2-methylpropanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cNPRh,288.15,0.7705,101.3,1203.7,Oriyomi et al. (2020),Density,Liquid,AAQxQx,CC(C)C(=O)O,2-methylpropanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cNPRh,288.15,0.8878,101.3,1221.5,Oriyomi et al. (2020),Density,Liquid,AAQxQx,CC(C)C(=O)O,2-methylpropanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cNPRh,288.15,1,101.3,1236.3,Oriyomi et al. (2020),Density,Liquid,AAQxQx,CC(C)C(=O)O,2-methylpropanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cNPRh,293.15,0,101.3,947.8,Oriyomi et al. (2020),Density,Liquid,AAQxQx,CC(C)C(=O)O,2-methylpropanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cNPRh,293.15,0.0424,101.3,974.9,Oriyomi et al. (2020),Density,Liquid,AAQxQx,CC(C)C(=O)O,2-methylpropanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cNPRh,293.15,0.0664,101.3,989.8,Oriyomi et al. (2020),Density,Liquid,AAQxQx,CC(C)C(=O)O,2-methylpropanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cNPRh,293.15,0.0927,101.3,1005.2,Oriyomi et al. (2020),Density,Liquid,AAQxQx,CC(C)C(=O)O,2-methylpropanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cNPRh,293.15,0.1873,101.3,1050.6,Oriyomi et al. (2020),Density,Liquid,AAQxQx,CC(C)C(=O)O,2-methylpropanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cNPRh,293.15,0.272,101.3,1082.3,Oriyomi et al. (2020),Density,Liquid,AAQxQx,CC(C)C(=O)O,2-methylpropanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cNPRh,293.15,0.3588,101.3,1109.9,Oriyomi et al. (2020),Density,Liquid,AAQxQx,CC(C)C(=O)O,2-methylpropanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cNPRh,293.15,0.4536,101.3,1135.4,Oriyomi et al. (2020),Density,Liquid,AAQxQx,CC(C)C(=O)O,2-methylpropanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cNPRh,293.15,0.5695,101.3,1162.3,Oriyomi et al. (2020),Density,Liquid,AAQxQx,CC(C)C(=O)O,2-methylpropanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cNPRh,293.15,0.6703,101.3,1182.5,Oriyomi et al. (2020),Density,Liquid,AAQxQx,CC(C)C(=O)O,2-methylpropanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cNPRh,293.15,0.7705,101.3,1200.1,Oriyomi et al. (2020),Density,Liquid,AAQxQx,CC(C)C(=O)O,2-methylpropanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
cNPRh,293.15,0.8878,101.3,1217.9,Oriyomi et al. (2020),Density,Liquid,AAQxQx,CC(C)C(=O)O,2-methylpropanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
