setid,"Temperature, K","MolaLity of N-octylpyridinium ((4-acetamidophenyl)sulfonyl)(acetyl)amide, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
jJyFg,293.15,0,101,998.28,Zhang et al. (2021b),Density,Liquid,ABiDTs,C(C)(=O)NC1=CC=C(C=C1)S(=O)(=O)[N-]C(C)=O.C(CCCCCCC)[N+]1=CC=CC=C1,N-octylpyridinium ((4-acetamidophenyl)sulfonyl)(acetyl)amide,AADYJk,O,water,,,
jJyFg,293.15,0.0289,101,1000.32,Zhang et al. (2021b),Density,Liquid,ABiDTs,C(C)(=O)NC1=CC=C(C=C1)S(=O)(=O)[N-]C(C)=O.C(CCCCCCC)[N+]1=CC=CC=C1,N-octylpyridinium ((4-acetamidophenyl)sulfonyl)(acetyl)amide,AADYJk,O,water,,,
jJyFg,293.15,0.03921,101,1001.04,Zhang et al. (2021b),Density,Liquid,ABiDTs,C(C)(=O)NC1=CC=C(C=C1)S(=O)(=O)[N-]C(C)=O.C(CCCCCCC)[N+]1=CC=CC=C1,N-octylpyridinium ((4-acetamidophenyl)sulfonyl)(acetyl)amide,AADYJk,O,water,,,
jJyFg,293.15,0.04897,101,1001.72,Zhang et al. (2021b),Density,Liquid,ABiDTs,C(C)(=O)NC1=CC=C(C=C1)S(=O)(=O)[N-]C(C)=O.C(CCCCCCC)[N+]1=CC=CC=C1,N-octylpyridinium ((4-acetamidophenyl)sulfonyl)(acetyl)amide,AADYJk,O,water,,,
jJyFg,293.15,0.0588,101,1002.4,Zhang et al. (2021b),Density,Liquid,ABiDTs,C(C)(=O)NC1=CC=C(C=C1)S(=O)(=O)[N-]C(C)=O.C(CCCCCCC)[N+]1=CC=CC=C1,N-octylpyridinium ((4-acetamidophenyl)sulfonyl)(acetyl)amide,AADYJk,O,water,,,
jJyFg,293.15,0.069,101,1003.11,Zhang et al. (2021b),Density,Liquid,ABiDTs,C(C)(=O)NC1=CC=C(C=C1)S(=O)(=O)[N-]C(C)=O.C(CCCCCCC)[N+]1=CC=CC=C1,N-octylpyridinium ((4-acetamidophenyl)sulfonyl)(acetyl)amide,AADYJk,O,water,,,
jJyFg,293.15,0.0791,101,1003.8,Zhang et al. (2021b),Density,Liquid,ABiDTs,C(C)(=O)NC1=CC=C(C=C1)S(=O)(=O)[N-]C(C)=O.C(CCCCCCC)[N+]1=CC=CC=C1,N-octylpyridinium ((4-acetamidophenyl)sulfonyl)(acetyl)amide,AADYJk,O,water,,,
jJyFg,293.15,0.089,101,1004.48,Zhang et al. (2021b),Density,Liquid,ABiDTs,C(C)(=O)NC1=CC=C(C=C1)S(=O)(=O)[N-]C(C)=O.C(CCCCCCC)[N+]1=CC=CC=C1,N-octylpyridinium ((4-acetamidophenyl)sulfonyl)(acetyl)amide,AADYJk,O,water,,,
jJyFg,293.15,0.1,101,1005.23,Zhang et al. (2021b),Density,Liquid,ABiDTs,C(C)(=O)NC1=CC=C(C=C1)S(=O)(=O)[N-]C(C)=O.C(CCCCCCC)[N+]1=CC=CC=C1,N-octylpyridinium ((4-acetamidophenyl)sulfonyl)(acetyl)amide,AADYJk,O,water,,,
jJyFg,298.15,0,101,997.1,Zhang et al. (2021b),Density,Liquid,ABiDTs,C(C)(=O)NC1=CC=C(C=C1)S(=O)(=O)[N-]C(C)=O.C(CCCCCCC)[N+]1=CC=CC=C1,N-octylpyridinium ((4-acetamidophenyl)sulfonyl)(acetyl)amide,AADYJk,O,water,,,
jJyFg,298.15,0.01958,101,998.45,Zhang et al. (2021b),Density,Liquid,ABiDTs,C(C)(=O)NC1=CC=C(C=C1)S(=O)(=O)[N-]C(C)=O.C(CCCCCCC)[N+]1=CC=CC=C1,N-octylpyridinium ((4-acetamidophenyl)sulfonyl)(acetyl)amide,AADYJk,O,water,,,
jJyFg,298.15,0.0289,101,999.09,Zhang et al. (2021b),Density,Liquid,ABiDTs,C(C)(=O)NC1=CC=C(C=C1)S(=O)(=O)[N-]C(C)=O.C(CCCCCCC)[N+]1=CC=CC=C1,N-octylpyridinium ((4-acetamidophenyl)sulfonyl)(acetyl)amide,AADYJk,O,water,,,
jJyFg,298.15,0.03921,101,999.8,Zhang et al. (2021b),Density,Liquid,ABiDTs,C(C)(=O)NC1=CC=C(C=C1)S(=O)(=O)[N-]C(C)=O.C(CCCCCCC)[N+]1=CC=CC=C1,N-octylpyridinium ((4-acetamidophenyl)sulfonyl)(acetyl)amide,AADYJk,O,water,,,
jJyFg,298.15,0.04897,101,1000.46,Zhang et al. (2021b),Density,Liquid,ABiDTs,C(C)(=O)NC1=CC=C(C=C1)S(=O)(=O)[N-]C(C)=O.C(CCCCCCC)[N+]1=CC=CC=C1,N-octylpyridinium ((4-acetamidophenyl)sulfonyl)(acetyl)amide,AADYJk,O,water,,,
jJyFg,298.15,0.0588,101,1001.13,Zhang et al. (2021b),Density,Liquid,ABiDTs,C(C)(=O)NC1=CC=C(C=C1)S(=O)(=O)[N-]C(C)=O.C(CCCCCCC)[N+]1=CC=CC=C1,N-octylpyridinium ((4-acetamidophenyl)sulfonyl)(acetyl)amide,AADYJk,O,water,,,
jJyFg,298.15,0.069,101,1001.83,Zhang et al. (2021b),Density,Liquid,ABiDTs,C(C)(=O)NC1=CC=C(C=C1)S(=O)(=O)[N-]C(C)=O.C(CCCCCCC)[N+]1=CC=CC=C1,N-octylpyridinium ((4-acetamidophenyl)sulfonyl)(acetyl)amide,AADYJk,O,water,,,
jJyFg,298.15,0.0791,101,1002.51,Zhang et al. (2021b),Density,Liquid,ABiDTs,C(C)(=O)NC1=CC=C(C=C1)S(=O)(=O)[N-]C(C)=O.C(CCCCCCC)[N+]1=CC=CC=C1,N-octylpyridinium ((4-acetamidophenyl)sulfonyl)(acetyl)amide,AADYJk,O,water,,,
jJyFg,298.15,0.089,101,1003.18,Zhang et al. (2021b),Density,Liquid,ABiDTs,C(C)(=O)NC1=CC=C(C=C1)S(=O)(=O)[N-]C(C)=O.C(CCCCCCC)[N+]1=CC=CC=C1,N-octylpyridinium ((4-acetamidophenyl)sulfonyl)(acetyl)amide,AADYJk,O,water,,,
jJyFg,298.15,0.1,101,1003.92,Zhang et al. (2021b),Density,Liquid,ABiDTs,C(C)(=O)NC1=CC=C(C=C1)S(=O)(=O)[N-]C(C)=O.C(CCCCCCC)[N+]1=CC=CC=C1,N-octylpyridinium ((4-acetamidophenyl)sulfonyl)(acetyl)amide,AADYJk,O,water,,,
jJyFg,303.15,0,101,995.67,Zhang et al. (2021b),Density,Liquid,ABiDTs,C(C)(=O)NC1=CC=C(C=C1)S(=O)(=O)[N-]C(C)=O.C(CCCCCCC)[N+]1=CC=CC=C1,N-octylpyridinium ((4-acetamidophenyl)sulfonyl)(acetyl)amide,AADYJk,O,water,,,
jJyFg,303.15,0.0289,101,997.61,Zhang et al. (2021b),Density,Liquid,ABiDTs,C(C)(=O)NC1=CC=C(C=C1)S(=O)(=O)[N-]C(C)=O.C(CCCCCCC)[N+]1=CC=CC=C1,N-octylpyridinium ((4-acetamidophenyl)sulfonyl)(acetyl)amide,AADYJk,O,water,,,
jJyFg,303.15,0.03921,101,998.3,Zhang et al. (2021b),Density,Liquid,ABiDTs,C(C)(=O)NC1=CC=C(C=C1)S(=O)(=O)[N-]C(C)=O.C(CCCCCCC)[N+]1=CC=CC=C1,N-octylpyridinium ((4-acetamidophenyl)sulfonyl)(acetyl)amide,AADYJk,O,water,,,
jJyFg,303.15,0.04897,101,998.95,Zhang et al. (2021b),Density,Liquid,ABiDTs,C(C)(=O)NC1=CC=C(C=C1)S(=O)(=O)[N-]C(C)=O.C(CCCCCCC)[N+]1=CC=CC=C1,N-octylpyridinium ((4-acetamidophenyl)sulfonyl)(acetyl)amide,AADYJk,O,water,,,
jJyFg,303.15,0.0588,101,999.6,Zhang et al. (2021b),Density,Liquid,ABiDTs,C(C)(=O)NC1=CC=C(C=C1)S(=O)(=O)[N-]C(C)=O.C(CCCCCCC)[N+]1=CC=CC=C1,N-octylpyridinium ((4-acetamidophenyl)sulfonyl)(acetyl)amide,AADYJk,O,water,,,
jJyFg,303.15,0.069,101,1000.27,Zhang et al. (2021b),Density,Liquid,ABiDTs,C(C)(=O)NC1=CC=C(C=C1)S(=O)(=O)[N-]C(C)=O.C(CCCCCCC)[N+]1=CC=CC=C1,N-octylpyridinium ((4-acetamidophenyl)sulfonyl)(acetyl)amide,AADYJk,O,water,,,
jJyFg,303.15,0.0791,101,1000.94,Zhang et al. (2021b),Density,Liquid,ABiDTs,C(C)(=O)NC1=CC=C(C=C1)S(=O)(=O)[N-]C(C)=O.C(CCCCCCC)[N+]1=CC=CC=C1,N-octylpyridinium ((4-acetamidophenyl)sulfonyl)(acetyl)amide,AADYJk,O,water,,,
