setid,"Temperature, K",Mole fraction of 1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
vRbvi,278.15,0,101,797.5,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
vRbvi,278.15,0.0506,101,865.1,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
vRbvi,278.15,0.1019,101,921,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
vRbvi,278.15,0.1505,101,965.2,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
vRbvi,278.15,0.2002,101,1004,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
vRbvi,278.15,0.3002,101,1066.6,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
vRbvi,278.15,0.3997,101,1114.7,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
vRbvi,278.15,0.4996,101,1153,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
vRbvi,278.15,0.6001,101,1184.3,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
vRbvi,278.15,0.6999,101,1210.1,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
vRbvi,278.15,0.8015,101,1232.3,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
vRbvi,278.15,0.8501,101,1241.8,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
vRbvi,278.15,0.8993,101,1250.7,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
vRbvi,278.15,0.9482,101,1258.9,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
vRbvi,278.15,1,101,1267.1,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
vRbvi,288.15,0,101,789.4,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
vRbvi,288.15,0.0506,101,857,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
vRbvi,288.15,0.1019,101,912.9,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
vRbvi,288.15,0.1505,101,957.2,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
vRbvi,288.15,0.2002,101,996.1,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
vRbvi,288.15,0.3002,101,1058.7,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
vRbvi,288.15,0.3997,101,1106.9,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
vRbvi,288.15,0.4996,101,1145.3,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
vRbvi,288.15,0.6001,101,1176.8,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
vRbvi,288.15,0.6999,101,1202.6,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
vRbvi,288.15,0.8015,101,1224.9,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
vRbvi,288.15,0.8501,101,1234.2,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
vRbvi,288.15,0.8993,101,1243.1,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
vRbvi,288.15,0.9482,101,1251.3,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
vRbvi,288.15,1,101,1259.6,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
vRbvi,298.15,0,101,781,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
vRbvi,298.15,0.0506,101,848.8,Vercher et al. (2018),Density,Liquid,ABEBwg,CCCC[N+]1(C)CCCC1.O=S(=O)([O-])C(F)(F)F,1-butyl-1-methylpyrrolidinium trifluoromethanesulfonate,AALcwx,CC(C)O,propan-2-ol,,,
