setid,"Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
GIkTg,100,293.15,1042.8,Chennuri et al. (2017),Density,Liquid,AAuBDS,CCCCC(=O)[O-].OCC[NH2+]c1ccccc1,N-(2-hydroxyethyl)benzenaminium pentanoate,,,,,,
GIkTg,100,298.15,1038.8,Chennuri et al. (2017),Density,Liquid,AAuBDS,CCCCC(=O)[O-].OCC[NH2+]c1ccccc1,N-(2-hydroxyethyl)benzenaminium pentanoate,,,,,,
GIkTg,100,303.15,1034.9,Chennuri et al. (2017),Density,Liquid,AAuBDS,CCCCC(=O)[O-].OCC[NH2+]c1ccccc1,N-(2-hydroxyethyl)benzenaminium pentanoate,,,,,,
GIkTg,100,308.15,1031,Chennuri et al. (2017),Density,Liquid,AAuBDS,CCCCC(=O)[O-].OCC[NH2+]c1ccccc1,N-(2-hydroxyethyl)benzenaminium pentanoate,,,,,,
GIkTg,100,313.15,1027,Chennuri et al. (2017),Density,Liquid,AAuBDS,CCCCC(=O)[O-].OCC[NH2+]c1ccccc1,N-(2-hydroxyethyl)benzenaminium pentanoate,,,,,,
GIkTg,100,318.15,1023.1,Chennuri et al. (2017),Density,Liquid,AAuBDS,CCCCC(=O)[O-].OCC[NH2+]c1ccccc1,N-(2-hydroxyethyl)benzenaminium pentanoate,,,,,,
GIkTg,100,323.15,1019.2,Chennuri et al. (2017),Density,Liquid,AAuBDS,CCCCC(=O)[O-].OCC[NH2+]c1ccccc1,N-(2-hydroxyethyl)benzenaminium pentanoate,,,,,,
GIkTg,100,328.15,1015.2,Chennuri et al. (2017),Density,Liquid,AAuBDS,CCCCC(=O)[O-].OCC[NH2+]c1ccccc1,N-(2-hydroxyethyl)benzenaminium pentanoate,,,,,,
GIkTg,100,333.15,1011.3,Chennuri et al. (2017),Density,Liquid,AAuBDS,CCCCC(=O)[O-].OCC[NH2+]c1ccccc1,N-(2-hydroxyethyl)benzenaminium pentanoate,,,,,,
GIkTg,100,338.15,1007.4,Chennuri et al. (2017),Density,Liquid,AAuBDS,CCCCC(=O)[O-].OCC[NH2+]c1ccccc1,N-(2-hydroxyethyl)benzenaminium pentanoate,,,,,,
GIkTg,100,343.15,1003.5,Chennuri et al. (2017),Density,Liquid,AAuBDS,CCCCC(=O)[O-].OCC[NH2+]c1ccccc1,N-(2-hydroxyethyl)benzenaminium pentanoate,,,,,,
