setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium hexafluorophosphate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
NUsrn,303.15,0,101.3,1103.1,Rao et al. (2018),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAQTZI,O=C1CCCN1,2-pyrrolidinone,,,
NUsrn,303.15,0.0494,101.3,1134.2,Rao et al. (2018),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAQTZI,O=C1CCCN1,2-pyrrolidinone,,,
NUsrn,303.15,0.1025,101.3,1161.5,Rao et al. (2018),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAQTZI,O=C1CCCN1,2-pyrrolidinone,,,
NUsrn,303.15,0.1503,101.3,1182.2,Rao et al. (2018),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAQTZI,O=C1CCCN1,2-pyrrolidinone,,,
NUsrn,303.15,0.2215,101.3,1209,Rao et al. (2018),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAQTZI,O=C1CCCN1,2-pyrrolidinone,,,
NUsrn,303.15,0.3376,101.3,1249.1,Rao et al. (2018),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAQTZI,O=C1CCCN1,2-pyrrolidinone,,,
NUsrn,303.15,0.4502,101.3,1281.9,Rao et al. (2018),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAQTZI,O=C1CCCN1,2-pyrrolidinone,,,
NUsrn,303.15,0.5654,101.3,1309.4,Rao et al. (2018),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAQTZI,O=C1CCCN1,2-pyrrolidinone,,,
NUsrn,303.15,0.6527,101.3,1326.1,Rao et al. (2018),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAQTZI,O=C1CCCN1,2-pyrrolidinone,,,
NUsrn,303.15,0.7421,101.3,1339.5,Rao et al. (2018),Density,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAQTZI,O=C1CCCN1,2-pyrrolidinone,,,
