setid,"Temperature, K",Mole fraction of 1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
FSbGd,283.15,0.6,101.3,1310,Seki et al. (2019),Density,Liquid,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,ABLPzJ,CCCC[N+]1(C)CCCC1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,1-butyl-1-methylpyrrolidinium bis(oxalato)borate,,,
FSbGd,283.15,0.8,101.3,1321,Seki et al. (2019),Density,Liquid,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,ABLPzJ,CCCC[N+]1(C)CCCC1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,1-butyl-1-methylpyrrolidinium bis(oxalato)borate,,,
FSbGd,283.15,1,101.3,1331,Seki et al. (2019),Density,Liquid,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,ABLPzJ,CCCC[N+]1(C)CCCC1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,1-butyl-1-methylpyrrolidinium bis(oxalato)borate,,,
FSbGd,288.15,0.6,101.3,1305,Seki et al. (2019),Density,Liquid,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,ABLPzJ,CCCC[N+]1(C)CCCC1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,1-butyl-1-methylpyrrolidinium bis(oxalato)borate,,,
FSbGd,288.15,0.8,101.3,1317,Seki et al. (2019),Density,Liquid,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,ABLPzJ,CCCC[N+]1(C)CCCC1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,1-butyl-1-methylpyrrolidinium bis(oxalato)borate,,,
FSbGd,288.15,1,101.3,1327,Seki et al. (2019),Density,Liquid,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,ABLPzJ,CCCC[N+]1(C)CCCC1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,1-butyl-1-methylpyrrolidinium bis(oxalato)borate,,,
FSbGd,293.15,0.4,101.3,1289,Seki et al. (2019),Density,Liquid,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,ABLPzJ,CCCC[N+]1(C)CCCC1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,1-butyl-1-methylpyrrolidinium bis(oxalato)borate,,,
FSbGd,293.15,0.6,101.3,1301,Seki et al. (2019),Density,Liquid,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,ABLPzJ,CCCC[N+]1(C)CCCC1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,1-butyl-1-methylpyrrolidinium bis(oxalato)borate,,,
FSbGd,293.15,0.8,101.3,1313,Seki et al. (2019),Density,Liquid,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,ABLPzJ,CCCC[N+]1(C)CCCC1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,1-butyl-1-methylpyrrolidinium bis(oxalato)borate,,,
FSbGd,293.15,1,101.3,1323,Seki et al. (2019),Density,Liquid,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,ABLPzJ,CCCC[N+]1(C)CCCC1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,1-butyl-1-methylpyrrolidinium bis(oxalato)borate,,,
FSbGd,298.15,0.2,101.3,1271,Seki et al. (2019),Density,Liquid,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,ABLPzJ,CCCC[N+]1(C)CCCC1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,1-butyl-1-methylpyrrolidinium bis(oxalato)borate,,,
FSbGd,298.15,0.4,101.3,1285,Seki et al. (2019),Density,Liquid,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,ABLPzJ,CCCC[N+]1(C)CCCC1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,1-butyl-1-methylpyrrolidinium bis(oxalato)borate,,,
FSbGd,298.15,0.6,101.3,1297,Seki et al. (2019),Density,Liquid,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,ABLPzJ,CCCC[N+]1(C)CCCC1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,1-butyl-1-methylpyrrolidinium bis(oxalato)borate,,,
FSbGd,298.15,0.8,101.3,1309,Seki et al. (2019),Density,Liquid,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,ABLPzJ,CCCC[N+]1(C)CCCC1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,1-butyl-1-methylpyrrolidinium bis(oxalato)borate,,,
FSbGd,298.15,1,101.3,1319,Seki et al. (2019),Density,Liquid,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,ABLPzJ,CCCC[N+]1(C)CCCC1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,1-butyl-1-methylpyrrolidinium bis(oxalato)borate,,,
FSbGd,303.15,0,101.3,1255,Seki et al. (2019),Density,Liquid,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,ABLPzJ,CCCC[N+]1(C)CCCC1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,1-butyl-1-methylpyrrolidinium bis(oxalato)borate,,,
FSbGd,303.15,0.2,101.3,1267,Seki et al. (2019),Density,Liquid,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,ABLPzJ,CCCC[N+]1(C)CCCC1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,1-butyl-1-methylpyrrolidinium bis(oxalato)borate,,,
FSbGd,303.15,0.4,101.3,1280,Seki et al. (2019),Density,Liquid,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,ABLPzJ,CCCC[N+]1(C)CCCC1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,1-butyl-1-methylpyrrolidinium bis(oxalato)borate,,,
FSbGd,303.15,0.6,101.3,1293,Seki et al. (2019),Density,Liquid,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,ABLPzJ,CCCC[N+]1(C)CCCC1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,1-butyl-1-methylpyrrolidinium bis(oxalato)borate,,,
FSbGd,303.15,0.8,101.3,1305,Seki et al. (2019),Density,Liquid,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,ABLPzJ,CCCC[N+]1(C)CCCC1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,1-butyl-1-methylpyrrolidinium bis(oxalato)borate,,,
FSbGd,303.15,1,101.3,1316,Seki et al. (2019),Density,Liquid,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,ABLPzJ,CCCC[N+]1(C)CCCC1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,1-butyl-1-methylpyrrolidinium bis(oxalato)borate,,,
FSbGd,308.15,0,101.3,1251,Seki et al. (2019),Density,Liquid,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,ABLPzJ,CCCC[N+]1(C)CCCC1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,1-butyl-1-methylpyrrolidinium bis(oxalato)borate,,,
FSbGd,308.15,0.2,101.3,1263,Seki et al. (2019),Density,Liquid,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,ABLPzJ,CCCC[N+]1(C)CCCC1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,1-butyl-1-methylpyrrolidinium bis(oxalato)borate,,,
FSbGd,308.15,0.4,101.3,1276,Seki et al. (2019),Density,Liquid,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,ABLPzJ,CCCC[N+]1(C)CCCC1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,1-butyl-1-methylpyrrolidinium bis(oxalato)borate,,,
FSbGd,308.15,0.6,101.3,1289,Seki et al. (2019),Density,Liquid,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,ABLPzJ,CCCC[N+]1(C)CCCC1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,1-butyl-1-methylpyrrolidinium bis(oxalato)borate,,,
FSbGd,308.15,0.8,101.3,1301,Seki et al. (2019),Density,Liquid,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,ABLPzJ,CCCC[N+]1(C)CCCC1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,1-butyl-1-methylpyrrolidinium bis(oxalato)borate,,,
FSbGd,308.15,1,101.3,1312,Seki et al. (2019),Density,Liquid,ABJzqe,CCCC[N+]1(C)CCCC1.O=S(=O)(F)[N-]S(=O)(=O)F,1-butyl-1-methylpyrrolidinium bis(fluorosulfonyl)amide,ABLPzJ,CCCC[N+]1(C)CCCC1.O=C1O[B-]2(OC1=O)OC(=O)C(=O)O2,1-butyl-1-methylpyrrolidinium bis(oxalato)borate,,,
