setid,Mole fraction of 2-ethoxy-2-methylpropane,Mole fraction of ethanol,"Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
srMtR,0,0.8666,101,298.15,943.32,Arce et al. (2006a),Density,Liquid,AAIsrh,CCO,ethanol,AAThrn,CCOC(C)(C)C,2-ethoxy-2-methylpropane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
srMtR,0,0.9026,101,298.15,908.92,Arce et al. (2006a),Density,Liquid,AAIsrh,CCO,ethanol,AAThrn,CCOC(C)(C)C,2-ethoxy-2-methylpropane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
srMtR,0,0.9062,101,298.15,905.03,Arce et al. (2006a),Density,Liquid,AAIsrh,CCO,ethanol,AAThrn,CCOC(C)(C)C,2-ethoxy-2-methylpropane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
srMtR,0,0.9504,101,298.15,854.74,Arce et al. (2006a),Density,Liquid,AAIsrh,CCO,ethanol,AAThrn,CCOC(C)(C)C,2-ethoxy-2-methylpropane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
srMtR,0,0.9522,101,298.15,852.34,Arce et al. (2006a),Density,Liquid,AAIsrh,CCO,ethanol,AAThrn,CCOC(C)(C)C,2-ethoxy-2-methylpropane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
srMtR,0,1,101,298.15,785.22,Arce et al. (2006a),Density,Liquid,AAIsrh,CCO,ethanol,AAThrn,CCOC(C)(C)C,2-ethoxy-2-methylpropane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
srMtR,0.0174,0.1248,101,298.15,1215.7,Arce et al. (2006a),Density,Liquid,AAIsrh,CCO,ethanol,AAThrn,CCOC(C)(C)C,2-ethoxy-2-methylpropane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
srMtR,0.029,0.3162,101,298.15,1173.9,Arce et al. (2006a),Density,Liquid,AAIsrh,CCO,ethanol,AAThrn,CCOC(C)(C)C,2-ethoxy-2-methylpropane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
srMtR,0.0324,0.1973,101,298.15,1197.8,Arce et al. (2006a),Density,Liquid,AAIsrh,CCO,ethanol,AAThrn,CCOC(C)(C)C,2-ethoxy-2-methylpropane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
srMtR,0.0338,0.7254,101,298.15,1015.18,Arce et al. (2006a),Density,Liquid,AAIsrh,CCO,ethanol,AAThrn,CCOC(C)(C)C,2-ethoxy-2-methylpropane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
srMtR,0.035,0.6923,101,298.15,1033.75,Arce et al. (2006a),Density,Liquid,AAIsrh,CCO,ethanol,AAThrn,CCOC(C)(C)C,2-ethoxy-2-methylpropane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
srMtR,0.0465,0.4866,101,298.15,1117,Arce et al. (2006a),Density,Liquid,AAIsrh,CCO,ethanol,AAThrn,CCOC(C)(C)C,2-ethoxy-2-methylpropane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
srMtR,0.0475,0.395,101,298.15,1145.9,Arce et al. (2006a),Density,Liquid,AAIsrh,CCO,ethanol,AAThrn,CCOC(C)(C)C,2-ethoxy-2-methylpropane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
srMtR,0.0501,0.5653,101,298.15,1084.8,Arce et al. (2006a),Density,Liquid,AAIsrh,CCO,ethanol,AAThrn,CCOC(C)(C)C,2-ethoxy-2-methylpropane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
srMtR,0.0527,0.902,101,298.15,841.87,Arce et al. (2006a),Density,Liquid,AAIsrh,CCO,ethanol,AAThrn,CCOC(C)(C)C,2-ethoxy-2-methylpropane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
srMtR,0.0564,0.7605,101,298.15,971.35,Arce et al. (2006a),Density,Liquid,AAIsrh,CCO,ethanol,AAThrn,CCOC(C)(C)C,2-ethoxy-2-methylpropane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
srMtR,0.072,0.841,101,298.15,885.24,Arce et al. (2006a),Density,Liquid,AAIsrh,CCO,ethanol,AAThrn,CCOC(C)(C)C,2-ethoxy-2-methylpropane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
srMtR,0.077,0.7999,101,298.15,918.73,Arce et al. (2006a),Density,Liquid,AAIsrh,CCO,ethanol,AAThrn,CCOC(C)(C)C,2-ethoxy-2-methylpropane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
srMtR,0.0845,0.6567,101,298.15,1014.34,Arce et al. (2006a),Density,Liquid,AAIsrh,CCO,ethanol,AAThrn,CCOC(C)(C)C,2-ethoxy-2-methylpropane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
srMtR,0.0848,0.6872,101,298.15,995.72,Arce et al. (2006a),Density,Liquid,AAIsrh,CCO,ethanol,AAThrn,CCOC(C)(C)C,2-ethoxy-2-methylpropane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
srMtR,0.1236,0.7064,101,298.15,947.64,Arce et al. (2006a),Density,Liquid,AAIsrh,CCO,ethanol,AAThrn,CCOC(C)(C)C,2-ethoxy-2-methylpropane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
srMtR,0.1407,0.8182,101,298.15,826.09,Arce et al. (2006a),Density,Liquid,AAIsrh,CCO,ethanol,AAThrn,CCOC(C)(C)C,2-ethoxy-2-methylpropane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
srMtR,0.1589,0.7622,101,298.15,863.65,Arce et al. (2006a),Density,Liquid,AAIsrh,CCO,ethanol,AAThrn,CCOC(C)(C)C,2-ethoxy-2-methylpropane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
srMtR,0.1736,0.7162,101,298.15,889.91,Arce et al. (2006a),Density,Liquid,AAIsrh,CCO,ethanol,AAThrn,CCOC(C)(C)C,2-ethoxy-2-methylpropane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
srMtR,0.2368,0.6916,101,298.15,846.3,Arce et al. (2006a),Density,Liquid,AAIsrh,CCO,ethanol,AAThrn,CCOC(C)(C)C,2-ethoxy-2-methylpropane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
srMtR,0.2556,0.7089,101,298.15,808.27,Arce et al. (2006a),Density,Liquid,AAIsrh,CCO,ethanol,AAThrn,CCOC(C)(C)C,2-ethoxy-2-methylpropane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
srMtR,0.3132,0.6539,101,298.15,800.17,Arce et al. (2006a),Density,Liquid,AAIsrh,CCO,ethanol,AAThrn,CCOC(C)(C)C,2-ethoxy-2-methylpropane,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate
