setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium trifluoromethanesulfonate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
dQmpe,298.15,0.1068,100,1168.8,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
dQmpe,298.15,0.2015,100,1216.2,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
dQmpe,298.15,0.3077,100,1256.6,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
dQmpe,298.15,0.4023,100,1284.8,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
dQmpe,298.15,0.4933,100,1306.5,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
dQmpe,298.15,0.6022,100,1328,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
dQmpe,298.15,0.6993,100,1344,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
dQmpe,298.15,0.7929,100,1357.2,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
dQmpe,298.15,0.9008,100,1370.3,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
dQmpe,298.15,1,100,1379.9,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
dQmpe,303.15,0.1068,100,1164,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
dQmpe,303.15,0.2015,100,1211.8,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
dQmpe,303.15,0.3077,100,1252.3,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
dQmpe,303.15,0.4023,100,1280.5,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
dQmpe,303.15,0.4933,100,1302.3,Anwar and Riyazuddeen (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
