setid,"Temperature, K","Solvent: MolaLity of 1-cetylpyridinium salicylate, mol/kg","MolaLity of glycylglycine, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
LUzwy,293.15,0.01,0,101,998.41,Yan et al. (2021b),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
LUzwy,293.15,0.01,0.02018,101,999.55,Yan et al. (2021b),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
LUzwy,293.15,0.01,0.039,101,1000.61,Yan et al. (2021b),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
LUzwy,293.15,0.01,0.0591,101,1001.73,Yan et al. (2021b),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
LUzwy,293.15,0.01,0.0784,101,1002.81,Yan et al. (2021b),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
LUzwy,293.15,0.01,0.09778,101,1003.88,Yan et al. (2021b),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
LUzwy,293.15,0.01,0.11808,101,1005,Yan et al. (2021b),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
LUzwy,293.15,0.01,0.1383,101,1006.11,Yan et al. (2021b),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
LUzwy,293.15,0.01,0.15969,101,1007.28,Yan et al. (2021b),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
LUzwy,293.15,0.01,0.17916,101,1008.34,Yan et al. (2021b),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
LUzwy,293.15,0.01,0.19982,101,1009.46,Yan et al. (2021b),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
LUzwy,298.15,0.01,0,101,997.22,Yan et al. (2021b),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
LUzwy,298.15,0.01,0.0591,101,1000.52,Yan et al. (2021b),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
LUzwy,298.15,0.01,0.0784,101,1001.59,Yan et al. (2021b),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
LUzwy,298.15,0.01,0.09778,101,1002.65,Yan et al. (2021b),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
LUzwy,298.15,0.01,0.11808,101,1003.76,Yan et al. (2021b),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
LUzwy,298.15,0.01,0.1383,101,1004.86,Yan et al. (2021b),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
LUzwy,298.15,0.01,0.15969,101,1006.02,Yan et al. (2021b),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
LUzwy,298.15,0.01,0.17916,101,1007.07,Yan et al. (2021b),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
LUzwy,298.15,0.01,0.19982,101,1008.19,Yan et al. (2021b),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
LUzwy,303.15,0.01,0,101,995.8,Yan et al. (2021b),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
LUzwy,303.15,0.01,0.039,101,997.96,Yan et al. (2021b),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
LUzwy,303.15,0.01,0.0591,101,999.07,Yan et al. (2021b),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
LUzwy,303.15,0.01,0.0784,101,1000.13,Yan et al. (2021b),Density,Liquid,AAZVtd,NCC(=O)NCC(=O)O,glycylglycine,ABgwPX,CCCCCCCCCCCCCCCC[n+]1ccccc1.O=C([O-])c1ccccc1O,1-cetylpyridinium salicylate,AADYJk,O,water
