setid,Mole fraction of 1-ethyl-3-methylimidazolium ethyl sulfate,"Pressure, kPa","Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
hAMed,0,101.3,298.15,813,Domanska and Laskowska (2008),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
hAMed,0.02,101.3,298.15,833,Domanska and Laskowska (2008),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
hAMed,0.064,101.3,298.15,857,Domanska and Laskowska (2008),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
hAMed,0.1147,101.3,298.15,890,Domanska and Laskowska (2008),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
hAMed,0.1565,101.3,298.15,916,Domanska and Laskowska (2008),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
hAMed,0.22,101.3,298.15,950,Domanska and Laskowska (2008),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
hAMed,0.2795,101.3,298.15,984,Domanska and Laskowska (2008),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
hAMed,0.3568,101.3,298.15,1029,Domanska and Laskowska (2008),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
hAMed,0.4589,101.3,298.15,1066,Domanska and Laskowska (2008),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
hAMed,0.5901,101.3,298.15,1118,Domanska and Laskowska (2008),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
hAMed,0.7138,101.3,298.15,1160,Domanska and Laskowska (2008),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
hAMed,0.8439,101.3,298.15,1198,Domanska and Laskowska (2008),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
hAMed,0.9744,101.3,298.15,1232,Domanska and Laskowska (2008),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
hAMed,1,101.3,298.15,1238,Domanska and Laskowska (2008),Density,Liquid,AAQxal,CCCCCO,pentan-1-ol,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,
