setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium acetate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
koMEs,303.15,0,96.7,1090.2,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
koMEs,303.15,0.165,96.7,1092.6,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
koMEs,303.15,0.315,96.7,1094,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
koMEs,303.15,0.408,96.7,1094.7,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
koMEs,303.15,0.517,96.7,1095.4,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
koMEs,303.15,0.647,96.7,1096,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
koMEs,303.15,0.805,96.7,1096.6,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
koMEs,303.15,0.897,96.7,1096.9,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
koMEs,303.15,1,96.7,1097.2,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
koMEs,308.15,0,96.7,1085.3,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
koMEs,308.15,0.165,96.7,1088.3,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
koMEs,308.15,0.315,96.7,1090.2,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
koMEs,308.15,0.408,96.7,1091,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
koMEs,308.15,0.517,96.7,1091.9,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
koMEs,308.15,0.647,96.7,1092.6,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
koMEs,308.15,0.805,96.7,1093.4,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
koMEs,308.15,0.897,96.7,1093.8,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
koMEs,308.15,1,96.7,1094.2,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
koMEs,313.15,0,96.7,1080.3,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
koMEs,313.15,0.165,96.7,1084,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
koMEs,313.15,0.315,96.7,1086.3,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
koMEs,313.15,0.408,96.7,1087.3,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
koMEs,313.15,0.517,96.7,1088.3,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
koMEs,313.15,0.647,96.7,1089.3,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
koMEs,313.15,0.805,96.7,1090.2,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
koMEs,313.15,0.897,96.7,1090.7,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
koMEs,313.15,1,96.7,1091.2,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
koMEs,318.15,0,96.7,1075.3,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
koMEs,318.15,0.165,96.7,1079.8,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
koMEs,318.15,0.315,96.7,1082.4,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
koMEs,318.15,0.408,96.7,1083.6,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
koMEs,318.15,0.517,96.7,1084.8,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
koMEs,318.15,0.647,96.7,1086,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
koMEs,318.15,0.805,96.7,1087.1,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
koMEs,318.15,0.897,96.7,1087.6,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
koMEs,318.15,1,96.7,1088.2,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
koMEs,323.15,0,96.7,1070.3,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
koMEs,323.15,0.165,96.7,1075.5,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
koMEs,323.15,0.315,96.7,1078.5,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
koMEs,323.15,0.408,96.7,1079.9,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
koMEs,323.15,0.517,96.7,1081.3,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
koMEs,323.15,0.647,96.7,1082.6,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
koMEs,323.15,0.805,96.7,1083.9,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
koMEs,323.15,0.897,96.7,1084.6,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
koMEs,323.15,1,96.7,1085.2,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
koMEs,328.15,0,96.7,1065.4,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
koMEs,328.15,0.165,96.7,1071.2,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
koMEs,328.15,0.315,96.7,1074.7,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
koMEs,328.15,0.408,96.7,1076.3,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
koMEs,328.15,0.517,96.7,1077.9,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
koMEs,328.15,0.647,96.7,1079.3,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
koMEs,328.15,0.805,96.7,1080.8,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
koMEs,328.15,0.897,96.7,1081.5,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
koMEs,328.15,1,96.7,1082.2,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
koMEs,333.15,0,96.7,1060.4,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
koMEs,333.15,0.165,96.7,1066.9,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
koMEs,333.15,0.315,96.7,1070.8,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
koMEs,333.15,0.408,96.7,1072.6,Yang et al. (2019e),Density,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAPByN,CS(C)=O,dimethyl sulfoxide,,,
