setid,Solvent: Weight fraction of trimethylbenzylammonium chloride,"Temperature, K","MolaLity of sodium salicylate, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
AGvJH,0.001,308.15,0.0554,100,995.5,Rajbanshi et al. (2019),Density,Liquid,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AAepyZ,O=C([O-])c1ccccc1O.[Na+],sodium salicylate,AADYJk,O,water
AGvJH,0.001,308.15,0.0705,100,996.7,Rajbanshi et al. (2019),Density,Liquid,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AAepyZ,O=C([O-])c1ccccc1O.[Na+],sodium salicylate,AADYJk,O,water
AGvJH,0.001,308.15,0.0858,100,997.8,Rajbanshi et al. (2019),Density,Liquid,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AAepyZ,O=C([O-])c1ccccc1O.[Na+],sodium salicylate,AADYJk,O,water
AGvJH,0.001,313.15,0.01,100,987.2,Rajbanshi et al. (2019),Density,Liquid,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AAepyZ,O=C([O-])c1ccccc1O.[Na+],sodium salicylate,AADYJk,O,water
AGvJH,0.001,313.15,0.0251,100,987.9,Rajbanshi et al. (2019),Density,Liquid,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AAepyZ,O=C([O-])c1ccccc1O.[Na+],sodium salicylate,AADYJk,O,water
AGvJH,0.001,313.15,0.0402,100,988.9,Rajbanshi et al. (2019),Density,Liquid,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AAepyZ,O=C([O-])c1ccccc1O.[Na+],sodium salicylate,AADYJk,O,water
AGvJH,0.001,313.15,0.0554,100,989.8,Rajbanshi et al. (2019),Density,Liquid,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AAepyZ,O=C([O-])c1ccccc1O.[Na+],sodium salicylate,AADYJk,O,water
AGvJH,0.001,313.15,0.0705,100,991,Rajbanshi et al. (2019),Density,Liquid,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AAepyZ,O=C([O-])c1ccccc1O.[Na+],sodium salicylate,AADYJk,O,water
AGvJH,0.001,313.15,0.0858,100,992.1,Rajbanshi et al. (2019),Density,Liquid,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AAepyZ,O=C([O-])c1ccccc1O.[Na+],sodium salicylate,AADYJk,O,water
AGvJH,0.001,318.15,0.01,100,984.7,Rajbanshi et al. (2019),Density,Liquid,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AAepyZ,O=C([O-])c1ccccc1O.[Na+],sodium salicylate,AADYJk,O,water
AGvJH,0.001,318.15,0.0251,100,985.4,Rajbanshi et al. (2019),Density,Liquid,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AAepyZ,O=C([O-])c1ccccc1O.[Na+],sodium salicylate,AADYJk,O,water
AGvJH,0.001,318.15,0.0402,100,986.4,Rajbanshi et al. (2019),Density,Liquid,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AAepyZ,O=C([O-])c1ccccc1O.[Na+],sodium salicylate,AADYJk,O,water
AGvJH,0.001,318.15,0.0554,100,987.4,Rajbanshi et al. (2019),Density,Liquid,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AAepyZ,O=C([O-])c1ccccc1O.[Na+],sodium salicylate,AADYJk,O,water
AGvJH,0.001,318.15,0.0705,100,988.5,Rajbanshi et al. (2019),Density,Liquid,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AAepyZ,O=C([O-])c1ccccc1O.[Na+],sodium salicylate,AADYJk,O,water
AGvJH,0.001,318.15,0.0858,100,989.5,Rajbanshi et al. (2019),Density,Liquid,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AAepyZ,O=C([O-])c1ccccc1O.[Na+],sodium salicylate,AADYJk,O,water
AGvJH,0.003,298.15,0.01,100,998,Rajbanshi et al. (2019),Density,Liquid,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AAepyZ,O=C([O-])c1ccccc1O.[Na+],sodium salicylate,AADYJk,O,water
AGvJH,0.003,298.15,0.0251,100,998.8,Rajbanshi et al. (2019),Density,Liquid,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AAepyZ,O=C([O-])c1ccccc1O.[Na+],sodium salicylate,AADYJk,O,water
AGvJH,0.003,298.15,0.0402,100,999.7,Rajbanshi et al. (2019),Density,Liquid,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AAepyZ,O=C([O-])c1ccccc1O.[Na+],sodium salicylate,AADYJk,O,water
AGvJH,0.003,298.15,0.0554,100,1000.8,Rajbanshi et al. (2019),Density,Liquid,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AAepyZ,O=C([O-])c1ccccc1O.[Na+],sodium salicylate,AADYJk,O,water
AGvJH,0.003,298.15,0.0705,100,1001.8,Rajbanshi et al. (2019),Density,Liquid,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AAepyZ,O=C([O-])c1ccccc1O.[Na+],sodium salicylate,AADYJk,O,water
AGvJH,0.003,298.15,0.0858,100,1002.9,Rajbanshi et al. (2019),Density,Liquid,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AAepyZ,O=C([O-])c1ccccc1O.[Na+],sodium salicylate,AADYJk,O,water
AGvJH,0.003,303.15,0.01,100,995.6,Rajbanshi et al. (2019),Density,Liquid,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AAepyZ,O=C([O-])c1ccccc1O.[Na+],sodium salicylate,AADYJk,O,water
AGvJH,0.003,303.15,0.0251,100,996.4,Rajbanshi et al. (2019),Density,Liquid,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AAepyZ,O=C([O-])c1ccccc1O.[Na+],sodium salicylate,AADYJk,O,water
AGvJH,0.003,303.15,0.0402,100,997.3,Rajbanshi et al. (2019),Density,Liquid,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AAepyZ,O=C([O-])c1ccccc1O.[Na+],sodium salicylate,AADYJk,O,water
AGvJH,0.003,303.15,0.0554,100,998.3,Rajbanshi et al. (2019),Density,Liquid,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AAepyZ,O=C([O-])c1ccccc1O.[Na+],sodium salicylate,AADYJk,O,water
AGvJH,0.003,303.15,0.0705,100,999.4,Rajbanshi et al. (2019),Density,Liquid,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AAepyZ,O=C([O-])c1ccccc1O.[Na+],sodium salicylate,AADYJk,O,water
AGvJH,0.003,303.15,0.0858,100,1000.5,Rajbanshi et al. (2019),Density,Liquid,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AAepyZ,O=C([O-])c1ccccc1O.[Na+],sodium salicylate,AADYJk,O,water
AGvJH,0.003,308.15,0.01,100,993.1,Rajbanshi et al. (2019),Density,Liquid,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AAepyZ,O=C([O-])c1ccccc1O.[Na+],sodium salicylate,AADYJk,O,water
AGvJH,0.003,308.15,0.0251,100,993.9,Rajbanshi et al. (2019),Density,Liquid,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AAepyZ,O=C([O-])c1ccccc1O.[Na+],sodium salicylate,AADYJk,O,water
AGvJH,0.003,308.15,0.0402,100,994.7,Rajbanshi et al. (2019),Density,Liquid,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AAepyZ,O=C([O-])c1ccccc1O.[Na+],sodium salicylate,AADYJk,O,water
AGvJH,0.003,308.15,0.0554,100,995.7,Rajbanshi et al. (2019),Density,Liquid,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AAepyZ,O=C([O-])c1ccccc1O.[Na+],sodium salicylate,AADYJk,O,water
AGvJH,0.003,308.15,0.0705,100,996.8,Rajbanshi et al. (2019),Density,Liquid,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AAepyZ,O=C([O-])c1ccccc1O.[Na+],sodium salicylate,AADYJk,O,water
AGvJH,0.003,308.15,0.0858,100,997.9,Rajbanshi et al. (2019),Density,Liquid,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AAepyZ,O=C([O-])c1ccccc1O.[Na+],sodium salicylate,AADYJk,O,water
AGvJH,0.003,313.15,0.01,100,984.4,Rajbanshi et al. (2019),Density,Liquid,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AAepyZ,O=C([O-])c1ccccc1O.[Na+],sodium salicylate,AADYJk,O,water
AGvJH,0.003,313.15,0.0251,100,985,Rajbanshi et al. (2019),Density,Liquid,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AAepyZ,O=C([O-])c1ccccc1O.[Na+],sodium salicylate,AADYJk,O,water
AGvJH,0.003,313.15,0.0402,100,985.9,Rajbanshi et al. (2019),Density,Liquid,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AAepyZ,O=C([O-])c1ccccc1O.[Na+],sodium salicylate,AADYJk,O,water
AGvJH,0.003,313.15,0.0554,100,986.9,Rajbanshi et al. (2019),Density,Liquid,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AAepyZ,O=C([O-])c1ccccc1O.[Na+],sodium salicylate,AADYJk,O,water
AGvJH,0.003,313.15,0.0705,100,988,Rajbanshi et al. (2019),Density,Liquid,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AAepyZ,O=C([O-])c1ccccc1O.[Na+],sodium salicylate,AADYJk,O,water
AGvJH,0.003,313.15,0.0858,100,989.1,Rajbanshi et al. (2019),Density,Liquid,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AAepyZ,O=C([O-])c1ccccc1O.[Na+],sodium salicylate,AADYJk,O,water
AGvJH,0.003,318.15,0.01,100,981.8,Rajbanshi et al. (2019),Density,Liquid,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AAepyZ,O=C([O-])c1ccccc1O.[Na+],sodium salicylate,AADYJk,O,water
AGvJH,0.003,318.15,0.0251,100,982.5,Rajbanshi et al. (2019),Density,Liquid,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AAepyZ,O=C([O-])c1ccccc1O.[Na+],sodium salicylate,AADYJk,O,water
AGvJH,0.003,318.15,0.0402,100,983.3,Rajbanshi et al. (2019),Density,Liquid,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AAepyZ,O=C([O-])c1ccccc1O.[Na+],sodium salicylate,AADYJk,O,water
AGvJH,0.003,318.15,0.0554,100,984.3,Rajbanshi et al. (2019),Density,Liquid,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AAepyZ,O=C([O-])c1ccccc1O.[Na+],sodium salicylate,AADYJk,O,water
AGvJH,0.003,318.15,0.0705,100,985.2,Rajbanshi et al. (2019),Density,Liquid,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AAepyZ,O=C([O-])c1ccccc1O.[Na+],sodium salicylate,AADYJk,O,water
AGvJH,0.003,318.15,0.0858,100,986.5,Rajbanshi et al. (2019),Density,Liquid,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AAepyZ,O=C([O-])c1ccccc1O.[Na+],sodium salicylate,AADYJk,O,water
AGvJH,0.005,298.15,0.01,100,997.4,Rajbanshi et al. (2019),Density,Liquid,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AAepyZ,O=C([O-])c1ccccc1O.[Na+],sodium salicylate,AADYJk,O,water
AGvJH,0.005,298.15,0.0251,100,998.2,Rajbanshi et al. (2019),Density,Liquid,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AAepyZ,O=C([O-])c1ccccc1O.[Na+],sodium salicylate,AADYJk,O,water
AGvJH,0.005,298.15,0.0402,100,999.1,Rajbanshi et al. (2019),Density,Liquid,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AAepyZ,O=C([O-])c1ccccc1O.[Na+],sodium salicylate,AADYJk,O,water
AGvJH,0.005,298.15,0.0554,100,1000.1,Rajbanshi et al. (2019),Density,Liquid,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AAepyZ,O=C([O-])c1ccccc1O.[Na+],sodium salicylate,AADYJk,O,water
AGvJH,0.005,298.15,0.0705,100,1001.1,Rajbanshi et al. (2019),Density,Liquid,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AAepyZ,O=C([O-])c1ccccc1O.[Na+],sodium salicylate,AADYJk,O,water
AGvJH,0.005,298.15,0.0858,100,1002.3,Rajbanshi et al. (2019),Density,Liquid,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AAepyZ,O=C([O-])c1ccccc1O.[Na+],sodium salicylate,AADYJk,O,water
AGvJH,0.005,303.15,0.01,100,995.9,Rajbanshi et al. (2019),Density,Liquid,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AAepyZ,O=C([O-])c1ccccc1O.[Na+],sodium salicylate,AADYJk,O,water
AGvJH,0.005,303.15,0.0251,100,996.6,Rajbanshi et al. (2019),Density,Liquid,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AAepyZ,O=C([O-])c1ccccc1O.[Na+],sodium salicylate,AADYJk,O,water
AGvJH,0.005,303.15,0.0402,100,997.5,Rajbanshi et al. (2019),Density,Liquid,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AAepyZ,O=C([O-])c1ccccc1O.[Na+],sodium salicylate,AADYJk,O,water
AGvJH,0.005,303.15,0.0554,100,998.5,Rajbanshi et al. (2019),Density,Liquid,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AAepyZ,O=C([O-])c1ccccc1O.[Na+],sodium salicylate,AADYJk,O,water
AGvJH,0.005,303.15,0.0705,100,999.5,Rajbanshi et al. (2019),Density,Liquid,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AAepyZ,O=C([O-])c1ccccc1O.[Na+],sodium salicylate,AADYJk,O,water
AGvJH,0.005,303.15,0.0858,100,1000.6,Rajbanshi et al. (2019),Density,Liquid,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AAepyZ,O=C([O-])c1ccccc1O.[Na+],sodium salicylate,AADYJk,O,water
AGvJH,0.005,308.15,0.01,100,993.4,Rajbanshi et al. (2019),Density,Liquid,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AAepyZ,O=C([O-])c1ccccc1O.[Na+],sodium salicylate,AADYJk,O,water
AGvJH,0.005,308.15,0.0251,100,994.1,Rajbanshi et al. (2019),Density,Liquid,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AAepyZ,O=C([O-])c1ccccc1O.[Na+],sodium salicylate,AADYJk,O,water
AGvJH,0.005,308.15,0.0402,100,994.9,Rajbanshi et al. (2019),Density,Liquid,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AAepyZ,O=C([O-])c1ccccc1O.[Na+],sodium salicylate,AADYJk,O,water
AGvJH,0.005,308.15,0.0554,100,995.9,Rajbanshi et al. (2019),Density,Liquid,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AAepyZ,O=C([O-])c1ccccc1O.[Na+],sodium salicylate,AADYJk,O,water
AGvJH,0.005,308.15,0.0705,100,996.9,Rajbanshi et al. (2019),Density,Liquid,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AAepyZ,O=C([O-])c1ccccc1O.[Na+],sodium salicylate,AADYJk,O,water
AGvJH,0.005,308.15,0.0858,100,998,Rajbanshi et al. (2019),Density,Liquid,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AAepyZ,O=C([O-])c1ccccc1O.[Na+],sodium salicylate,AADYJk,O,water
AGvJH,0.005,313.15,0.01,100,978.6,Rajbanshi et al. (2019),Density,Liquid,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AAepyZ,O=C([O-])c1ccccc1O.[Na+],sodium salicylate,AADYJk,O,water
AGvJH,0.005,313.15,0.0251,100,979.3,Rajbanshi et al. (2019),Density,Liquid,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AAepyZ,O=C([O-])c1ccccc1O.[Na+],sodium salicylate,AADYJk,O,water
AGvJH,0.005,313.15,0.0402,100,980.1,Rajbanshi et al. (2019),Density,Liquid,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AAepyZ,O=C([O-])c1ccccc1O.[Na+],sodium salicylate,AADYJk,O,water
AGvJH,0.005,313.15,0.0554,100,981,Rajbanshi et al. (2019),Density,Liquid,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AAepyZ,O=C([O-])c1ccccc1O.[Na+],sodium salicylate,AADYJk,O,water
AGvJH,0.005,313.15,0.0705,100,982.2,Rajbanshi et al. (2019),Density,Liquid,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AAepyZ,O=C([O-])c1ccccc1O.[Na+],sodium salicylate,AADYJk,O,water
AGvJH,0.005,313.15,0.0858,100,983.2,Rajbanshi et al. (2019),Density,Liquid,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AAepyZ,O=C([O-])c1ccccc1O.[Na+],sodium salicylate,AADYJk,O,water
AGvJH,0.005,318.15,0.01,100,976.1,Rajbanshi et al. (2019),Density,Liquid,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AAepyZ,O=C([O-])c1ccccc1O.[Na+],sodium salicylate,AADYJk,O,water
AGvJH,0.005,318.15,0.0251,100,976.7,Rajbanshi et al. (2019),Density,Liquid,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AAepyZ,O=C([O-])c1ccccc1O.[Na+],sodium salicylate,AADYJk,O,water
AGvJH,0.005,318.15,0.0402,100,977.5,Rajbanshi et al. (2019),Density,Liquid,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AAepyZ,O=C([O-])c1ccccc1O.[Na+],sodium salicylate,AADYJk,O,water
AGvJH,0.005,318.15,0.0554,100,978.5,Rajbanshi et al. (2019),Density,Liquid,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AAepyZ,O=C([O-])c1ccccc1O.[Na+],sodium salicylate,AADYJk,O,water
AGvJH,0.005,318.15,0.0705,100,979.4,Rajbanshi et al. (2019),Density,Liquid,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AAepyZ,O=C([O-])c1ccccc1O.[Na+],sodium salicylate,AADYJk,O,water
AGvJH,0.005,318.15,0.0858,100,980.6,Rajbanshi et al. (2019),Density,Liquid,AAjkLa,C[N+](C)(C)Cc1ccccc1.[Cl-],trimethylbenzylammonium chloride,AAepyZ,O=C([O-])c1ccccc1O.[Na+],sodium salicylate,AADYJk,O,water
