setid,"Temperature, K",Weight fraction of water,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
PrONH,298.15,0.00489,100,1156.2,Wei et al. (2015a),Density,Liquid,AADYJk,O,water,AAupHc,CCCC[n+]1ccn(C)c1.N[C@@H](CO)C(=O)[O-],1-butyl-3-methylimidazolium L-serinate,,,
PrONH,298.15,0.00632,100,1156.2,Wei et al. (2015a),Density,Liquid,AADYJk,O,water,AAupHc,CCCC[n+]1ccn(C)c1.N[C@@H](CO)C(=O)[O-],1-butyl-3-methylimidazolium L-serinate,,,
PrONH,298.15,0.00783,100,1156.2,Wei et al. (2015a),Density,Liquid,AADYJk,O,water,AAupHc,CCCC[n+]1ccn(C)c1.N[C@@H](CO)C(=O)[O-],1-butyl-3-methylimidazolium L-serinate,,,
PrONH,298.15,0.00933,100,1156.3,Wei et al. (2015a),Density,Liquid,AADYJk,O,water,AAupHc,CCCC[n+]1ccn(C)c1.N[C@@H](CO)C(=O)[O-],1-butyl-3-methylimidazolium L-serinate,,,
PrONH,298.15,0.01094,100,1156.3,Wei et al. (2015a),Density,Liquid,AADYJk,O,water,AAupHc,CCCC[n+]1ccn(C)c1.N[C@@H](CO)C(=O)[O-],1-butyl-3-methylimidazolium L-serinate,,,
PrONH,303.15,0.00489,100,1153,Wei et al. (2015a),Density,Liquid,AADYJk,O,water,AAupHc,CCCC[n+]1ccn(C)c1.N[C@@H](CO)C(=O)[O-],1-butyl-3-methylimidazolium L-serinate,,,
PrONH,303.15,0.00632,100,1153,Wei et al. (2015a),Density,Liquid,AADYJk,O,water,AAupHc,CCCC[n+]1ccn(C)c1.N[C@@H](CO)C(=O)[O-],1-butyl-3-methylimidazolium L-serinate,,,
PrONH,303.15,0.00783,100,1153.1,Wei et al. (2015a),Density,Liquid,AADYJk,O,water,AAupHc,CCCC[n+]1ccn(C)c1.N[C@@H](CO)C(=O)[O-],1-butyl-3-methylimidazolium L-serinate,,,
PrONH,303.15,0.00933,100,1153.1,Wei et al. (2015a),Density,Liquid,AADYJk,O,water,AAupHc,CCCC[n+]1ccn(C)c1.N[C@@H](CO)C(=O)[O-],1-butyl-3-methylimidazolium L-serinate,,,
PrONH,303.15,0.01094,100,1153.2,Wei et al. (2015a),Density,Liquid,AADYJk,O,water,AAupHc,CCCC[n+]1ccn(C)c1.N[C@@H](CO)C(=O)[O-],1-butyl-3-methylimidazolium L-serinate,,,
PrONH,308.15,0.00489,100,1149.8,Wei et al. (2015a),Density,Liquid,AADYJk,O,water,AAupHc,CCCC[n+]1ccn(C)c1.N[C@@H](CO)C(=O)[O-],1-butyl-3-methylimidazolium L-serinate,,,
PrONH,308.15,0.00632,100,1149.8,Wei et al. (2015a),Density,Liquid,AADYJk,O,water,AAupHc,CCCC[n+]1ccn(C)c1.N[C@@H](CO)C(=O)[O-],1-butyl-3-methylimidazolium L-serinate,,,
PrONH,308.15,0.00783,100,1149.9,Wei et al. (2015a),Density,Liquid,AADYJk,O,water,AAupHc,CCCC[n+]1ccn(C)c1.N[C@@H](CO)C(=O)[O-],1-butyl-3-methylimidazolium L-serinate,,,
PrONH,308.15,0.00933,100,1149.9,Wei et al. (2015a),Density,Liquid,AADYJk,O,water,AAupHc,CCCC[n+]1ccn(C)c1.N[C@@H](CO)C(=O)[O-],1-butyl-3-methylimidazolium L-serinate,,,
PrONH,308.15,0.01094,100,1150,Wei et al. (2015a),Density,Liquid,AADYJk,O,water,AAupHc,CCCC[n+]1ccn(C)c1.N[C@@H](CO)C(=O)[O-],1-butyl-3-methylimidazolium L-serinate,,,
PrONH,313.15,0.00489,100,1146.6,Wei et al. (2015a),Density,Liquid,AADYJk,O,water,AAupHc,CCCC[n+]1ccn(C)c1.N[C@@H](CO)C(=O)[O-],1-butyl-3-methylimidazolium L-serinate,,,
PrONH,313.15,0.00632,100,1146.7,Wei et al. (2015a),Density,Liquid,AADYJk,O,water,AAupHc,CCCC[n+]1ccn(C)c1.N[C@@H](CO)C(=O)[O-],1-butyl-3-methylimidazolium L-serinate,,,
PrONH,313.15,0.00783,100,1146.7,Wei et al. (2015a),Density,Liquid,AADYJk,O,water,AAupHc,CCCC[n+]1ccn(C)c1.N[C@@H](CO)C(=O)[O-],1-butyl-3-methylimidazolium L-serinate,,,
PrONH,313.15,0.00933,100,1146.8,Wei et al. (2015a),Density,Liquid,AADYJk,O,water,AAupHc,CCCC[n+]1ccn(C)c1.N[C@@H](CO)C(=O)[O-],1-butyl-3-methylimidazolium L-serinate,,,
PrONH,313.15,0.01094,100,1146.8,Wei et al. (2015a),Density,Liquid,AADYJk,O,water,AAupHc,CCCC[n+]1ccn(C)c1.N[C@@H](CO)C(=O)[O-],1-butyl-3-methylimidazolium L-serinate,,,
