setid,Mole fraction of methyl methacrylate,"Temperature, K","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
jiaiD,0.0986,288.15,1356.4,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.0986,293.15,1352,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.0986,298.15,1347.8,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.0986,303.15,1343.7,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.0986,308.15,1339.5,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.0986,313.15,1335.3,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.0986,318.15,1331.2,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.0986,323.15,1327,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.0986,328.15,1322.8,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.0986,333.15,1318.7,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.0986,343.15,1310.5,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.0986,353.15,1302.2,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.2094,283.15,1335.3,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.2094,288.15,1331,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.2094,293.15,1326.7,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.2094,298.15,1322.4,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.2094,303.15,1318.2,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.2094,308.15,1313.9,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.2094,313.15,1309.7,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.2094,318.15,1305.4,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.2094,323.15,1301.2,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.2094,328.15,1296.9,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.2094,333.15,1292.7,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.2094,343.15,1284.5,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.2094,353.15,1276,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.3073,283.15,1310.4,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.3073,288.15,1306,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.3073,293.15,1301.7,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.3073,298.15,1297.3,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.3073,303.15,1293,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.3073,308.15,1288.6,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.3073,313.15,1284.3,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.3073,318.15,1279.9,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.3073,323.15,1275.6,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.3073,328.15,1271.1,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.3073,333.15,1267.4,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.3073,343.15,1259.3,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.3073,353.15,1250.7,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.4053,283.15,1282.2,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.4053,288.15,1277.7,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.4053,293.15,1273.3,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.4053,298.15,1268.8,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.4053,303.15,1264.4,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.4053,308.15,1259.9,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.4053,313.15,1255.5,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.4053,318.15,1251.1,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.4053,323.15,1246.7,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.4053,328.15,1242.4,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.4053,333.15,1238,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.4053,343.15,1229.3,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.4053,353.15,1220.6,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.4977,283.15,1250.4,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.4977,288.15,1245.9,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.4977,293.15,1241.3,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.4977,298.15,1236.7,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.4977,303.15,1232.2,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.4977,308.15,1227.7,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.4977,313.15,1223.2,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.4977,318.15,1218.6,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.4977,323.15,1214.1,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.4977,328.15,1209.6,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.4977,333.15,1205.2,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.4977,343.15,1196.2,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.4977,353.15,1187.3,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.5993,283.15,1211.2,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.5993,288.15,1206.5,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.5993,293.15,1201.6,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.5993,298.15,1197.1,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.5993,303.15,1192.4,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.5993,308.15,1187.7,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.5993,313.15,1183.1,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.5993,318.15,1178.4,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.5993,323.15,1173.7,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.5993,328.15,1169.1,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.5993,333.15,1164.4,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.5993,343.15,1155.2,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.5993,353.15,1145.91,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.7009,283.15,1164.4,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.7009,288.15,1159.5,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.7009,293.15,1154.1,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.7009,298.15,1149.69,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.7009,303.15,1144.81,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.7009,308.15,1139.93,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
jiaiD,0.7009,313.15,1135.06,Fan et al. (2009),Density,Liquid,Gas,,143,AATNsm,C=C(C)C(=O)OC,methyl methacrylate,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate
