setid,"Temperature, K","MolaLity of 1,3-bis[3-methylimidazolium-1-yl]propane dibromide, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
pFerP,298.15,0.04151,101,1002.9,Kawadkar et al. (2017),Density,Liquid,ABSVgK,Cn1cc[n+](CCC[n+]2ccn(C)c2)c1.[Br-].[Br-],"1,3-bis[3-methylimidazolium-1-yl]propane dibromide",AADYJk,O,water,,,
pFerP,298.15,0.05067,101,1004.19,Kawadkar et al. (2017),Density,Liquid,ABSVgK,Cn1cc[n+](CCC[n+]2ccn(C)c2)c1.[Br-].[Br-],"1,3-bis[3-methylimidazolium-1-yl]propane dibromide",AADYJk,O,water,,,
pFerP,298.15,0.0717,101,1007.09,Kawadkar et al. (2017),Density,Liquid,ABSVgK,Cn1cc[n+](CCC[n+]2ccn(C)c2)c1.[Br-].[Br-],"1,3-bis[3-methylimidazolium-1-yl]propane dibromide",AADYJk,O,water,,,
pFerP,298.15,0.08004,101,1008.26,Kawadkar et al. (2017),Density,Liquid,ABSVgK,Cn1cc[n+](CCC[n+]2ccn(C)c2)c1.[Br-].[Br-],"1,3-bis[3-methylimidazolium-1-yl]propane dibromide",AADYJk,O,water,,,
pFerP,298.15,0.10216,101,1011.27,Kawadkar et al. (2017),Density,Liquid,ABSVgK,Cn1cc[n+](CCC[n+]2ccn(C)c2)c1.[Br-].[Br-],"1,3-bis[3-methylimidazolium-1-yl]propane dibromide",AADYJk,O,water,,,
pFerP,298.15,0.11646,101,1013.24,Kawadkar et al. (2017),Density,Liquid,ABSVgK,Cn1cc[n+](CCC[n+]2ccn(C)c2)c1.[Br-].[Br-],"1,3-bis[3-methylimidazolium-1-yl]propane dibromide",AADYJk,O,water,,,
pFerP,298.15,0.1226,101,1014.07,Kawadkar et al. (2017),Density,Liquid,ABSVgK,Cn1cc[n+](CCC[n+]2ccn(C)c2)c1.[Br-].[Br-],"1,3-bis[3-methylimidazolium-1-yl]propane dibromide",AADYJk,O,water,,,
pFerP,298.15,0.13858,101,1016.12,Kawadkar et al. (2017),Density,Liquid,ABSVgK,Cn1cc[n+](CCC[n+]2ccn(C)c2)c1.[Br-].[Br-],"1,3-bis[3-methylimidazolium-1-yl]propane dibromide",AADYJk,O,water,,,
pFerP,303.15,0.03283,101,1000.25,Kawadkar et al. (2017),Density,Liquid,ABSVgK,Cn1cc[n+](CCC[n+]2ccn(C)c2)c1.[Br-].[Br-],"1,3-bis[3-methylimidazolium-1-yl]propane dibromide",AADYJk,O,water,,,
pFerP,303.15,0.03779,101,1000.95,Kawadkar et al. (2017),Density,Liquid,ABSVgK,Cn1cc[n+](CCC[n+]2ccn(C)c2)c1.[Br-].[Br-],"1,3-bis[3-methylimidazolium-1-yl]propane dibromide",AADYJk,O,water,,,
pFerP,303.15,0.04151,101,1001.47,Kawadkar et al. (2017),Density,Liquid,ABSVgK,Cn1cc[n+](CCC[n+]2ccn(C)c2)c1.[Br-].[Br-],"1,3-bis[3-methylimidazolium-1-yl]propane dibromide",AADYJk,O,water,,,
pFerP,303.15,0.05067,101,1002.75,Kawadkar et al. (2017),Density,Liquid,ABSVgK,Cn1cc[n+](CCC[n+]2ccn(C)c2)c1.[Br-].[Br-],"1,3-bis[3-methylimidazolium-1-yl]propane dibromide",AADYJk,O,water,,,
pFerP,303.15,0.0717,101,1005.63,Kawadkar et al. (2017),Density,Liquid,ABSVgK,Cn1cc[n+](CCC[n+]2ccn(C)c2)c1.[Br-].[Br-],"1,3-bis[3-methylimidazolium-1-yl]propane dibromide",AADYJk,O,water,,,
pFerP,303.15,0.08004,101,1006.78,Kawadkar et al. (2017),Density,Liquid,ABSVgK,Cn1cc[n+](CCC[n+]2ccn(C)c2)c1.[Br-].[Br-],"1,3-bis[3-methylimidazolium-1-yl]propane dibromide",AADYJk,O,water,,,
pFerP,303.15,0.10216,101,1009.8,Kawadkar et al. (2017),Density,Liquid,ABSVgK,Cn1cc[n+](CCC[n+]2ccn(C)c2)c1.[Br-].[Br-],"1,3-bis[3-methylimidazolium-1-yl]propane dibromide",AADYJk,O,water,,,
pFerP,303.15,0.11646,101,1011.7,Kawadkar et al. (2017),Density,Liquid,ABSVgK,Cn1cc[n+](CCC[n+]2ccn(C)c2)c1.[Br-].[Br-],"1,3-bis[3-methylimidazolium-1-yl]propane dibromide",AADYJk,O,water,,,
pFerP,303.15,0.1226,101,1012.52,Kawadkar et al. (2017),Density,Liquid,ABSVgK,Cn1cc[n+](CCC[n+]2ccn(C)c2)c1.[Br-].[Br-],"1,3-bis[3-methylimidazolium-1-yl]propane dibromide",AADYJk,O,water,,,
pFerP,303.15,0.13858,101,1014.61,Kawadkar et al. (2017),Density,Liquid,ABSVgK,Cn1cc[n+](CCC[n+]2ccn(C)c2)c1.[Br-].[Br-],"1,3-bis[3-methylimidazolium-1-yl]propane dibromide",AADYJk,O,water,,,
pFerP,308.15,0.03283,101,998.616,Kawadkar et al. (2017),Density,Liquid,ABSVgK,Cn1cc[n+](CCC[n+]2ccn(C)c2)c1.[Br-].[Br-],"1,3-bis[3-methylimidazolium-1-yl]propane dibromide",AADYJk,O,water,,,
pFerP,308.15,0.03779,101,999.298,Kawadkar et al. (2017),Density,Liquid,ABSVgK,Cn1cc[n+](CCC[n+]2ccn(C)c2)c1.[Br-].[Br-],"1,3-bis[3-methylimidazolium-1-yl]propane dibromide",AADYJk,O,water,,,
pFerP,308.15,0.04151,101,999.811,Kawadkar et al. (2017),Density,Liquid,ABSVgK,Cn1cc[n+](CCC[n+]2ccn(C)c2)c1.[Br-].[Br-],"1,3-bis[3-methylimidazolium-1-yl]propane dibromide",AADYJk,O,water,,,
pFerP,308.15,0.05067,101,1001.09,Kawadkar et al. (2017),Density,Liquid,ABSVgK,Cn1cc[n+](CCC[n+]2ccn(C)c2)c1.[Br-].[Br-],"1,3-bis[3-methylimidazolium-1-yl]propane dibromide",AADYJk,O,water,,,
pFerP,308.15,0.0717,101,1003.97,Kawadkar et al. (2017),Density,Liquid,ABSVgK,Cn1cc[n+](CCC[n+]2ccn(C)c2)c1.[Br-].[Br-],"1,3-bis[3-methylimidazolium-1-yl]propane dibromide",AADYJk,O,water,,,
pFerP,308.15,0.08004,101,1005.11,Kawadkar et al. (2017),Density,Liquid,ABSVgK,Cn1cc[n+](CCC[n+]2ccn(C)c2)c1.[Br-].[Br-],"1,3-bis[3-methylimidazolium-1-yl]propane dibromide",AADYJk,O,water,,,
pFerP,308.15,0.10216,101,1008.11,Kawadkar et al. (2017),Density,Liquid,ABSVgK,Cn1cc[n+](CCC[n+]2ccn(C)c2)c1.[Br-].[Br-],"1,3-bis[3-methylimidazolium-1-yl]propane dibromide",AADYJk,O,water,,,
pFerP,308.15,0.11646,101,1010.03,Kawadkar et al. (2017),Density,Liquid,ABSVgK,Cn1cc[n+](CCC[n+]2ccn(C)c2)c1.[Br-].[Br-],"1,3-bis[3-methylimidazolium-1-yl]propane dibromide",AADYJk,O,water,,,
pFerP,308.15,0.1226,101,1010.83,Kawadkar et al. (2017),Density,Liquid,ABSVgK,Cn1cc[n+](CCC[n+]2ccn(C)c2)c1.[Br-].[Br-],"1,3-bis[3-methylimidazolium-1-yl]propane dibromide",AADYJk,O,water,,,
pFerP,308.15,0.13858,101,1012.9,Kawadkar et al. (2017),Density,Liquid,ABSVgK,Cn1cc[n+](CCC[n+]2ccn(C)c2)c1.[Br-].[Br-],"1,3-bis[3-methylimidazolium-1-yl]propane dibromide",AADYJk,O,water,,,
pFerP,313.15,0.03283,101,996.767,Kawadkar et al. (2017),Density,Liquid,ABSVgK,Cn1cc[n+](CCC[n+]2ccn(C)c2)c1.[Br-].[Br-],"1,3-bis[3-methylimidazolium-1-yl]propane dibromide",AADYJk,O,water,,,
pFerP,313.15,0.03779,101,997.438,Kawadkar et al. (2017),Density,Liquid,ABSVgK,Cn1cc[n+](CCC[n+]2ccn(C)c2)c1.[Br-].[Br-],"1,3-bis[3-methylimidazolium-1-yl]propane dibromide",AADYJk,O,water,,,
pFerP,313.15,0.04151,101,997.953,Kawadkar et al. (2017),Density,Liquid,ABSVgK,Cn1cc[n+](CCC[n+]2ccn(C)c2)c1.[Br-].[Br-],"1,3-bis[3-methylimidazolium-1-yl]propane dibromide",AADYJk,O,water,,,
pFerP,313.15,0.05067,101,999.221,Kawadkar et al. (2017),Density,Liquid,ABSVgK,Cn1cc[n+](CCC[n+]2ccn(C)c2)c1.[Br-].[Br-],"1,3-bis[3-methylimidazolium-1-yl]propane dibromide",AADYJk,O,water,,,
pFerP,313.15,0.0717,101,1002.11,Kawadkar et al. (2017),Density,Liquid,ABSVgK,Cn1cc[n+](CCC[n+]2ccn(C)c2)c1.[Br-].[Br-],"1,3-bis[3-methylimidazolium-1-yl]propane dibromide",AADYJk,O,water,,,
pFerP,313.15,0.08004,101,1003.18,Kawadkar et al. (2017),Density,Liquid,ABSVgK,Cn1cc[n+](CCC[n+]2ccn(C)c2)c1.[Br-].[Br-],"1,3-bis[3-methylimidazolium-1-yl]propane dibromide",AADYJk,O,water,,,
pFerP,313.15,0.10216,101,1006.23,Kawadkar et al. (2017),Density,Liquid,ABSVgK,Cn1cc[n+](CCC[n+]2ccn(C)c2)c1.[Br-].[Br-],"1,3-bis[3-methylimidazolium-1-yl]propane dibromide",AADYJk,O,water,,,
pFerP,313.15,0.11646,101,1008.08,Kawadkar et al. (2017),Density,Liquid,ABSVgK,Cn1cc[n+](CCC[n+]2ccn(C)c2)c1.[Br-].[Br-],"1,3-bis[3-methylimidazolium-1-yl]propane dibromide",AADYJk,O,water,,,
pFerP,313.15,0.1226,101,1008.91,Kawadkar et al. (2017),Density,Liquid,ABSVgK,Cn1cc[n+](CCC[n+]2ccn(C)c2)c1.[Br-].[Br-],"1,3-bis[3-methylimidazolium-1-yl]propane dibromide",AADYJk,O,water,,,
pFerP,313.15,0.13858,101,1011,Kawadkar et al. (2017),Density,Liquid,ABSVgK,Cn1cc[n+](CCC[n+]2ccn(C)c2)c1.[Br-].[Br-],"1,3-bis[3-methylimidazolium-1-yl]propane dibromide",AADYJk,O,water,,,
