setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium trifluoromethanesulfonate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
owwva,298.15,0,101,1027.3,Aangothu et al. (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
owwva,298.15,0.0531,101,1062.2,Aangothu et al. (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
owwva,298.15,0.1044,101,1092.8,Aangothu et al. (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
owwva,298.15,0.2034,101,1142.5,Aangothu et al. (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
owwva,298.15,0.2607,101,1167.1,Aangothu et al. (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
owwva,298.15,0.3155,101,1187.7,Aangothu et al. (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
owwva,298.15,0.4149,101,1219.9,Aangothu et al. (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
owwva,298.15,0.5114,101,1246.4,Aangothu et al. (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
owwva,298.15,0.6058,101,1269.5,Aangothu et al. (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
owwva,298.15,0.6565,101,1281.2,Aangothu et al. (2018),Density,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,
