setid,Mole fraction of water,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
SeCUk,0.1843,298.15,100,1337.3,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ABkmDt,CCCCn1cc[n+](CCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,3-dibutyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide",,,
SeCUk,0.1843,303.15,100,1332.7,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ABkmDt,CCCCn1cc[n+](CCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,3-dibutyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide",,,
SeCUk,0.1843,308.15,100,1328.1,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ABkmDt,CCCCn1cc[n+](CCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,3-dibutyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide",,,
SeCUk,0.1843,313.15,100,1323.6,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ABkmDt,CCCCn1cc[n+](CCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,3-dibutyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide",,,
SeCUk,0.1843,318.15,100,1319,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ABkmDt,CCCCn1cc[n+](CCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,3-dibutyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide",,,
SeCUk,0.1843,323.15,100,1314.5,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ABkmDt,CCCCn1cc[n+](CCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,3-dibutyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide",,,
SeCUk,0.1843,328.15,100,1310,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ABkmDt,CCCCn1cc[n+](CCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,3-dibutyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide",,,
SeCUk,0.1843,333.15,100,1305.5,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ABkmDt,CCCCn1cc[n+](CCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,3-dibutyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide",,,
SeCUk,0.1843,338.15,100,1301,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ABkmDt,CCCCn1cc[n+](CCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,3-dibutyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide",,,
SeCUk,0.1843,343.15,100,1296.6,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ABkmDt,CCCCn1cc[n+](CCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,3-dibutyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide",,,
SeCUk,0.1843,348.15,100,1292.2,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ABkmDt,CCCCn1cc[n+](CCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,3-dibutyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide",,,
SeCUk,0.1843,353.15,100,1287.8,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ABkmDt,CCCCn1cc[n+](CCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,3-dibutyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide",,,
SeCUk,0.1843,358.15,100,1283.4,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ABkmDt,CCCCn1cc[n+](CCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,3-dibutyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide",,,
SeCUk,0.1843,363.15,100,1279,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ABkmDt,CCCCn1cc[n+](CCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,3-dibutyl-1H-imidazolium bis((trifluoromethyl)sulfonyl)amide",,,
