setid,"MolaLity of D-mannitol, mol/kg","Temperature, K","Solvent: MolaLity of N,N,N-trimethyl-1-hexadecanaminium bromide, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
WEqRl,0.0242,308.15,0.005,101,995.7,Roy et al. (2010),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAjBAN,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,D-mannitol,AADYJk,O,water
WEqRl,0.0242,318.15,0.005,101,991.9,Roy et al. (2010),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAjBAN,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,D-mannitol,AADYJk,O,water
WEqRl,0.0243,298.15,0.001,101,998.7,Roy et al. (2010),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAjBAN,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,D-mannitol,AADYJk,O,water
WEqRl,0.0243,308.15,0.001,101,995.6,Roy et al. (2010),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAjBAN,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,D-mannitol,AADYJk,O,water
WEqRl,0.0243,318.15,0.001,101,991.7,Roy et al. (2010),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAjBAN,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,D-mannitol,AADYJk,O,water
WEqRl,0.0403,298.15,0.003,101,999.7,Roy et al. (2010),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAjBAN,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,D-mannitol,AADYJk,O,water
WEqRl,0.0403,298.15,0.005,101,999.8,Roy et al. (2010),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAjBAN,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,D-mannitol,AADYJk,O,water
WEqRl,0.0403,308.15,0.003,101,996.7,Roy et al. (2010),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAjBAN,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,D-mannitol,AADYJk,O,water
WEqRl,0.0403,308.15,0.005,101,996.7,Roy et al. (2010),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAjBAN,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,D-mannitol,AADYJk,O,water
WEqRl,0.0403,318.15,0.003,101,992.8,Roy et al. (2010),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAjBAN,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,D-mannitol,AADYJk,O,water
WEqRl,0.0403,318.15,0.005,101,992.9,Roy et al. (2010),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAjBAN,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,D-mannitol,AADYJk,O,water
WEqRl,0.0405,298.15,0.001,101,999.7,Roy et al. (2010),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAjBAN,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,D-mannitol,AADYJk,O,water
WEqRl,0.0405,308.15,0.001,101,996.6,Roy et al. (2010),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAjBAN,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,D-mannitol,AADYJk,O,water
WEqRl,0.0405,318.15,0.001,101,992.7,Roy et al. (2010),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAjBAN,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,D-mannitol,AADYJk,O,water
WEqRl,0.0566,298.15,0.003,101,1000.8,Roy et al. (2010),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAjBAN,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,D-mannitol,AADYJk,O,water
WEqRl,0.0566,298.15,0.005,101,1000.8,Roy et al. (2010),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAjBAN,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,D-mannitol,AADYJk,O,water
WEqRl,0.0566,308.15,0.003,101,997.7,Roy et al. (2010),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAjBAN,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,D-mannitol,AADYJk,O,water
WEqRl,0.0566,308.15,0.005,101,997.7,Roy et al. (2010),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAjBAN,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,D-mannitol,AADYJk,O,water
WEqRl,0.0566,318.15,0.003,101,993.8,Roy et al. (2010),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAjBAN,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,D-mannitol,AADYJk,O,water
WEqRl,0.0566,318.15,0.005,101,993.9,Roy et al. (2010),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAjBAN,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,D-mannitol,AADYJk,O,water
WEqRl,0.0569,298.15,0.001,101,1000.7,Roy et al. (2010),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAjBAN,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,D-mannitol,AADYJk,O,water
WEqRl,0.0569,308.15,0.001,101,997.6,Roy et al. (2010),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAjBAN,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,D-mannitol,AADYJk,O,water
WEqRl,0.0569,318.15,0.001,101,993.7,Roy et al. (2010),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAjBAN,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,D-mannitol,AADYJk,O,water
WEqRl,0.0729,298.15,0.003,101,1001.8,Roy et al. (2010),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAjBAN,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,D-mannitol,AADYJk,O,water
WEqRl,0.0729,298.15,0.005,101,1001.9,Roy et al. (2010),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAjBAN,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,D-mannitol,AADYJk,O,water
WEqRl,0.0729,308.15,0.003,101,998.7,Roy et al. (2010),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAjBAN,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,D-mannitol,AADYJk,O,water
WEqRl,0.0729,308.15,0.005,101,998.8,Roy et al. (2010),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAjBAN,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,D-mannitol,AADYJk,O,water
WEqRl,0.0729,318.15,0.003,101,994.8,Roy et al. (2010),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAjBAN,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,D-mannitol,AADYJk,O,water
WEqRl,0.0729,318.15,0.005,101,994.9,Roy et al. (2010),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAjBAN,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,D-mannitol,AADYJk,O,water
WEqRl,0.0732,298.15,0.001,101,1001.7,Roy et al. (2010),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAjBAN,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,D-mannitol,AADYJk,O,water
WEqRl,0.0732,308.15,0.001,101,998.6,Roy et al. (2010),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAjBAN,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,D-mannitol,AADYJk,O,water
WEqRl,0.0732,318.15,0.001,101,994.8,Roy et al. (2010),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAjBAN,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,D-mannitol,AADYJk,O,water
WEqRl,0.0851,298.15,0.003,101,1002.6,Roy et al. (2010),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAjBAN,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,D-mannitol,AADYJk,O,water
WEqRl,0.0851,298.15,0.005,101,1002.7,Roy et al. (2010),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAjBAN,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,D-mannitol,AADYJk,O,water
WEqRl,0.0851,308.15,0.003,101,999.5,Roy et al. (2010),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAjBAN,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,D-mannitol,AADYJk,O,water
WEqRl,0.0851,308.15,0.005,101,999.6,Roy et al. (2010),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAjBAN,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,D-mannitol,AADYJk,O,water
WEqRl,0.0851,318.15,0.003,101,995.6,Roy et al. (2010),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAjBAN,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,D-mannitol,AADYJk,O,water
WEqRl,0.0851,318.15,0.005,101,995.7,Roy et al. (2010),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAjBAN,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,D-mannitol,AADYJk,O,water
WEqRl,0.0856,298.15,0.001,101,1002.5,Roy et al. (2010),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAjBAN,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,D-mannitol,AADYJk,O,water
WEqRl,0.0856,308.15,0.001,101,999.4,Roy et al. (2010),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAjBAN,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,D-mannitol,AADYJk,O,water
WEqRl,0.0856,318.15,0.001,101,995.6,Roy et al. (2010),Density,Liquid,ABSElq,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],"N,N,N-trimethyl-1-hexadecanaminium bromide",AAjBAN,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,D-mannitol,AADYJk,O,water
