setid,Mole fraction of water,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
spAJY,0.2772,298.15,100,1462.9,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ABZxxd,CCn1cc[n+](CC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,3-diethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",,,
spAJY,0.2772,303.15,100,1457.8,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ABZxxd,CCn1cc[n+](CC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,3-diethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",,,
spAJY,0.2772,308.15,100,1452.7,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ABZxxd,CCn1cc[n+](CC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,3-diethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",,,
spAJY,0.2772,313.15,100,1447.7,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ABZxxd,CCn1cc[n+](CC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,3-diethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",,,
spAJY,0.2772,318.15,100,1442.6,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ABZxxd,CCn1cc[n+](CC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,3-diethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",,,
spAJY,0.2772,323.15,100,1437.6,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ABZxxd,CCn1cc[n+](CC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,3-diethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",,,
spAJY,0.2772,328.15,100,1432.6,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ABZxxd,CCn1cc[n+](CC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,3-diethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",,,
spAJY,0.2772,333.15,100,1427.6,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ABZxxd,CCn1cc[n+](CC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,3-diethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",,,
spAJY,0.2772,338.15,100,1422.7,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ABZxxd,CCn1cc[n+](CC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,3-diethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",,,
spAJY,0.2772,343.15,100,1417.8,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ABZxxd,CCn1cc[n+](CC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,3-diethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",,,
spAJY,0.2772,348.15,100,1412.8,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ABZxxd,CCn1cc[n+](CC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,3-diethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",,,
spAJY,0.2772,353.15,100,1407.9,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ABZxxd,CCn1cc[n+](CC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,3-diethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",,,
spAJY,0.2772,358.15,100,1403,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ABZxxd,CCn1cc[n+](CC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,3-diethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",,,
spAJY,0.2772,363.15,100,1398.1,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ABZxxd,CCn1cc[n+](CC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,3-diethylimidazolium bis[(trifluoromethyl)sulfonyl]imide",,,
