setid,"Temperature, K","MolaLity of 1-ethyl-3-methylimidazolium chloride, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
epNuO,313.15,0.3601,101,996.08,Rafiee and Frouzesh (2015b),Density,Liquid,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,
epNuO,313.15,0.54,101,997.97,Rafiee and Frouzesh (2015b),Density,Liquid,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,
epNuO,313.15,0.732,101,999.92,Rafiee and Frouzesh (2015b),Density,Liquid,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,
epNuO,313.15,0.922,101,1001.8,Rafiee and Frouzesh (2015b),Density,Liquid,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,
epNuO,313.15,1.0244,101,1002.78,Rafiee and Frouzesh (2015b),Density,Liquid,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,
epNuO,313.15,1.2087,101,1004.5,Rafiee and Frouzesh (2015b),Density,Liquid,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,
epNuO,313.15,1.3605,101,1005.88,Rafiee and Frouzesh (2015b),Density,Liquid,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,
epNuO,318.15,0.1031,101,991.27,Rafiee and Frouzesh (2015b),Density,Liquid,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,
epNuO,318.15,0.3601,101,994.02,Rafiee and Frouzesh (2015b),Density,Liquid,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,
epNuO,318.15,0.54,101,995.9,Rafiee and Frouzesh (2015b),Density,Liquid,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,
epNuO,318.15,0.732,101,997.85,Rafiee and Frouzesh (2015b),Density,Liquid,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,
epNuO,318.15,0.922,101,999.73,Rafiee and Frouzesh (2015b),Density,Liquid,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,
epNuO,318.15,1.0244,101,1000.71,Rafiee and Frouzesh (2015b),Density,Liquid,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,
epNuO,318.15,1.2087,101,1002.43,Rafiee and Frouzesh (2015b),Density,Liquid,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,
epNuO,318.15,1.3605,101,1003.81,Rafiee and Frouzesh (2015b),Density,Liquid,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,,,
