setid,"Solvent: MolaLity of D-ribose, mol/kg","Temperature, K","MolaLity of 1-butyl-3-methylimidazolium bromide, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
iOmuz,0,308.15,0.02656,100,995.334,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
iOmuz,0,308.15,0.03817,100,995.889,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
iOmuz,0,308.15,0.05185,100,996.552,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
iOmuz,0,308.15,0.08181,100,997.976,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
iOmuz,0,308.15,0.10127,100,998.898,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
iOmuz,0,308.15,0.16542,100,1001.92,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
iOmuz,0,318.15,0.02656,100,991.481,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
iOmuz,0,318.15,0.03817,100,992.024,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
iOmuz,0,318.15,0.05185,100,992.659,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
iOmuz,0,318.15,0.08181,100,994.044,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
iOmuz,0,318.15,0.10127,100,994.938,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
iOmuz,0,318.15,0.16542,100,997.851,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
iOmuz,0.1,288.15,0.02396,100,1005.78,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
iOmuz,0.1,288.15,0.03794,100,1006.47,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
iOmuz,0.1,288.15,0.06418,100,1007.75,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
iOmuz,0.1,288.15,0.0805,100,1008.54,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
iOmuz,0.1,288.15,0.09955,100,1009.48,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
iOmuz,0.1,288.15,0.14014,100,1011.42,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
iOmuz,0.1,298.15,0.02396,100,1003.63,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
iOmuz,0.1,298.15,0.03794,100,1004.33,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
iOmuz,0.1,298.15,0.06418,100,1005.6,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
iOmuz,0.1,298.15,0.0805,100,1006.41,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
iOmuz,0.1,298.15,0.09955,100,1007.33,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
iOmuz,0.1,298.15,0.14014,100,1009.29,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
iOmuz,0.1,308.15,0.02396,100,1000.51,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
iOmuz,0.1,308.15,0.03794,100,1001.15,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
iOmuz,0.1,308.15,0.06418,100,1002.36,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
iOmuz,0.1,308.15,0.0805,100,1003.13,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
iOmuz,0.1,308.15,0.09955,100,1004.02,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
iOmuz,0.1,308.15,0.14014,100,1005.88,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
iOmuz,0.1,318.15,0.02396,100,996.62,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
iOmuz,0.1,318.15,0.03794,100,997.26,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
iOmuz,0.1,318.15,0.06418,100,998.464,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
iOmuz,0.1,318.15,0.0805,100,999.199,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
iOmuz,0.1,318.15,0.09955,100,1000.08,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
iOmuz,0.1,318.15,0.14014,100,1001.91,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
iOmuz,0.2,288.15,0.02348,100,1011.17,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
iOmuz,0.2,288.15,0.03506,100,1011.72,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
iOmuz,0.2,288.15,0.05168,100,1012.5,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
iOmuz,0.2,288.15,0.06785,100,1013.26,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
iOmuz,0.2,288.15,0.11989,100,1015.68,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
iOmuz,0.2,288.15,0.21829,100,1020.14,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
iOmuz,0.2,298.15,0.02348,100,1008.95,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
iOmuz,0.2,298.15,0.03506,100,1009.5,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
iOmuz,0.2,298.15,0.05168,100,1010.29,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
iOmuz,0.2,298.15,0.06785,100,1011.06,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
iOmuz,0.2,298.15,0.11989,100,1013.5,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
iOmuz,0.2,298.15,0.21829,100,1018.12,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
iOmuz,0.2,308.15,0.02348,100,1005.79,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
iOmuz,0.2,308.15,0.03506,100,1006.33,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
iOmuz,0.2,308.15,0.05168,100,1007.11,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
iOmuz,0.2,308.15,0.06785,100,1007.87,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
iOmuz,0.2,308.15,0.11989,100,1010.24,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
iOmuz,0.2,308.15,0.21829,100,1014.75,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
iOmuz,0.2,318.15,0.02348,100,1001.85,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
iOmuz,0.2,318.15,0.03506,100,1002.4,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
iOmuz,0.2,318.15,0.05168,100,1003.17,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
iOmuz,0.2,318.15,0.06785,100,1003.93,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
iOmuz,0.2,318.15,0.11989,100,1006.34,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
iOmuz,0.2,318.15,0.21829,100,1010.79,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
iOmuz,0.3,288.15,0.02532,100,1014.94,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
iOmuz,0.3,288.15,0.03995,100,1015.61,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
iOmuz,0.3,288.15,0.05321,100,1016.24,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
iOmuz,0.3,288.15,0.0677,100,1016.92,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
iOmuz,0.3,288.15,0.12757,100,1019.67,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
iOmuz,0.3,288.15,0.14565,100,1020.51,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
iOmuz,0.3,298.15,0.02532,100,1012.68,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
iOmuz,0.3,298.15,0.03995,100,1013.36,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
iOmuz,0.3,298.15,0.05321,100,1013.99,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
iOmuz,0.3,298.15,0.0677,100,1014.68,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
iOmuz,0.3,298.15,0.12757,100,1017.46,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
iOmuz,0.3,298.15,0.14565,100,1018.3,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
iOmuz,0.3,308.15,0.02532,100,1009.41,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
iOmuz,0.3,308.15,0.03995,100,1010.08,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
iOmuz,0.3,308.15,0.05321,100,1010.69,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
iOmuz,0.3,308.15,0.0677,100,1011.35,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
iOmuz,0.3,308.15,0.12757,100,1014.07,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
iOmuz,0.3,308.15,0.14565,100,1014.88,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
iOmuz,0.3,318.15,0.02532,100,1004.03,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
iOmuz,0.3,318.15,0.03995,100,1004.71,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
iOmuz,0.3,318.15,0.05321,100,1005.31,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
iOmuz,0.3,318.15,0.0677,100,1006,Singh et al. (2015c),Density,Liquid,AActIj,OC[C@@H](O)[C@@H](O)[C@@H](O)C=O,D-ribose,AADYJk,O,water,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
