setid,"Temperature, K",Mole fraction of 1-hexyl-3-methylimidazolium nitrate,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
ZVmrr,293.15,0,100,785.4,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
ZVmrr,293.15,0.0817,100,853.6,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
ZVmrr,293.15,0.1594,100,904.9,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
ZVmrr,293.15,0.2402,100,948,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
ZVmrr,293.15,0.3493,100,994.1,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
ZVmrr,293.15,0.4408,100,1024.7,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
ZVmrr,293.15,0.5609,100,1055.9,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
ZVmrr,293.15,0.6502,100,1074.5,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
ZVmrr,293.15,0.7417,100,1090.3,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
ZVmrr,293.15,0.8518,100,1105.5,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
ZVmrr,293.15,0.9396,100,1115,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
ZVmrr,293.15,1,100,1120.3,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
ZVmrr,298.15,0,100,781.1,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
ZVmrr,298.15,0.0817,100,848.8,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
ZVmrr,298.15,0.1594,100,899.9,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
ZVmrr,298.15,0.2402,100,943.1,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
ZVmrr,298.15,0.3493,100,989.1,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
ZVmrr,298.15,0.4408,100,1019.6,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
ZVmrr,298.15,0.5609,100,1051.1,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
ZVmrr,298.15,0.6502,100,1069.8,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
ZVmrr,298.15,0.7417,100,1085.9,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
ZVmrr,298.15,0.8518,100,1101.5,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
ZVmrr,298.15,0.9396,100,1111.6,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
ZVmrr,298.15,1,100,1117.5,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
ZVmrr,303.15,0,100,776.8,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
ZVmrr,303.15,0.0817,100,844.3,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
ZVmrr,303.15,0.1594,100,895.3,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
ZVmrr,303.15,0.2402,100,938.2,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
ZVmrr,303.15,0.3493,100,983.9,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
ZVmrr,303.15,0.4408,100,1014.3,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
ZVmrr,303.15,0.5609,100,1045.9,Rameshi et al. (2020),Density,Liquid,AAsErb,CCCCCC[n+]1ccn(C)c1.O=[N+]([O-])[O-],1-hexyl-3-methylimidazolium nitrate,AALcwx,CC(C)O,propan-2-ol,,,
