setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium tetrafluoroborate,Mole fraction of N-methylpyrrolidone,"Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
BSUDX,293.15,0.1799,0.7366,101,1100.2,Sharma et al. (2013c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
BSUDX,293.15,0.1941,0.7092,101,1103.1,Sharma et al. (2013c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
BSUDX,293.15,0.2044,0.6892,101,1105.2,Sharma et al. (2013c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
BSUDX,293.15,0.2223,0.6252,101,1110.6,Sharma et al. (2013c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
BSUDX,293.15,0.2602,0.5285,101,1126.7,Sharma et al. (2013c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
BSUDX,293.15,0.3018,0.4912,101,1138.5,Sharma et al. (2013c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
BSUDX,293.15,0.3271,0.4723,101,1145.1,Sharma et al. (2013c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
BSUDX,293.15,0.3476,0.4674,101,1148.1,Sharma et al. (2013c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
BSUDX,293.15,0.3645,0.4481,101,1154,Sharma et al. (2013c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
BSUDX,293.15,0.3893,0.4215,101,1162.6,Sharma et al. (2013c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
BSUDX,293.15,0.3947,0.4159,101,1164.5,Sharma et al. (2013c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
BSUDX,293.15,0.4029,0.4076,101,1167.3,Sharma et al. (2013c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
BSUDX,293.15,0.4121,0.3985,101,1170.4,Sharma et al. (2013c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
BSUDX,293.15,0.433,0.3784,101,1177.3,Sharma et al. (2013c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
BSUDX,293.15,0.4454,0.3669,101,1181.4,Sharma et al. (2013c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
BSUDX,293.15,0.4676,0.3469,101,1188.4,Sharma et al. (2013c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
BSUDX,293.15,0.4844,0.3323,101,1193.5,Sharma et al. (2013c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
BSUDX,293.15,0.5024,0.3169,101,1198.9,Sharma et al. (2013c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
BSUDX,293.15,0.5247,0.2985,101,1205.2,Sharma et al. (2013c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
BSUDX,293.15,0.5405,0.2856,101,1209.5,Sharma et al. (2013c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
BSUDX,293.15,0.5531,0.2755,101,1212.8,Sharma et al. (2013c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
BSUDX,293.15,0.5768,0.2567,101,1218.7,Sharma et al. (2013c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
BSUDX,293.15,0.5862,0.2493,101,1221,Sharma et al. (2013c),Density,Liquid,AAPLMm,c1ccncc1,pyridine,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,AAmDom,CC[n+]1ccn(C)c1.F[B-](F)(F)F,1-ethyl-3-methylimidazolium tetrafluoroborate
