setid,Mole fraction of water,"Temperature, K","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
pXQbD,0.1365,298.15,100,1222.8,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ACAwXx,CCCCCCCn1cc[n+](CCCCCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,3-diheptyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide",,,
pXQbD,0.1365,303.15,100,1218.6,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ACAwXx,CCCCCCCn1cc[n+](CCCCCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,3-diheptyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide",,,
pXQbD,0.1365,308.15,100,1214.5,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ACAwXx,CCCCCCCn1cc[n+](CCCCCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,3-diheptyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide",,,
pXQbD,0.1365,313.15,100,1210.3,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ACAwXx,CCCCCCCn1cc[n+](CCCCCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,3-diheptyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide",,,
pXQbD,0.1365,318.15,100,1206.1,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ACAwXx,CCCCCCCn1cc[n+](CCCCCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,3-diheptyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide",,,
pXQbD,0.1365,323.15,100,1202,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ACAwXx,CCCCCCCn1cc[n+](CCCCCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,3-diheptyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide",,,
pXQbD,0.1365,328.15,100,1197.8,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ACAwXx,CCCCCCCn1cc[n+](CCCCCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,3-diheptyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide",,,
pXQbD,0.1365,333.15,100,1193.7,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ACAwXx,CCCCCCCn1cc[n+](CCCCCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,3-diheptyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide",,,
pXQbD,0.1365,338.15,100,1189.6,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ACAwXx,CCCCCCCn1cc[n+](CCCCCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,3-diheptyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide",,,
pXQbD,0.1365,343.15,100,1185.5,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ACAwXx,CCCCCCCn1cc[n+](CCCCCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,3-diheptyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide",,,
pXQbD,0.1365,348.15,100,1181.5,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ACAwXx,CCCCCCCn1cc[n+](CCCCCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,3-diheptyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide",,,
pXQbD,0.1365,353.15,100,1177.4,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ACAwXx,CCCCCCCn1cc[n+](CCCCCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,3-diheptyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide",,,
pXQbD,0.1365,358.15,100,1173.4,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ACAwXx,CCCCCCCn1cc[n+](CCCCCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,3-diheptyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide",,,
pXQbD,0.1365,363.15,100,1169.4,Martins et al. (2016),Density,Liquid,AADYJk,O,water,ACAwXx,CCCCCCCn1cc[n+](CCCCCCC)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,"1,3-diheptyl-1H-imidazol-3-ium bis((trifluoromethyl)sulfonyl)amide",,,
