setid,"Solvent: MolaLity of D-(-)-arabinose, mol/kg","Temperature, K","MolaLity of 1-butyl-3-methylimidazolium bromide, mol/kg","Pressure, kPa","Specific density, kg/m<SUP>3</SUP>",reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3
FQuJP,0.1,308.15,0.02533,100,1000.74,Singh et al. (2015c),Density,Liquid,AADYJk,O,water,AActeZ,O=C[C@@H](O)[C@H](O)[C@H](O)CO,D-(-)-arabinose,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
FQuJP,0.1,308.15,0.04706,100,1001.75,Singh et al. (2015c),Density,Liquid,AADYJk,O,water,AActeZ,O=C[C@@H](O)[C@H](O)[C@H](O)CO,D-(-)-arabinose,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
FQuJP,0.1,308.15,0.06797,100,1002.71,Singh et al. (2015c),Density,Liquid,AADYJk,O,water,AActeZ,O=C[C@@H](O)[C@H](O)[C@H](O)CO,D-(-)-arabinose,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
FQuJP,0.1,308.15,0.09437,100,1003.94,Singh et al. (2015c),Density,Liquid,AADYJk,O,water,AActeZ,O=C[C@@H](O)[C@H](O)[C@H](O)CO,D-(-)-arabinose,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
FQuJP,0.1,308.15,0.10947,100,1004.64,Singh et al. (2015c),Density,Liquid,AADYJk,O,water,AActeZ,O=C[C@@H](O)[C@H](O)[C@H](O)CO,D-(-)-arabinose,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
FQuJP,0.1,308.15,0.11132,100,1004.73,Singh et al. (2015c),Density,Liquid,AADYJk,O,water,AActeZ,O=C[C@@H](O)[C@H](O)[C@H](O)CO,D-(-)-arabinose,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
FQuJP,0.1,318.15,0.02533,100,996.84,Singh et al. (2015c),Density,Liquid,AADYJk,O,water,AActeZ,O=C[C@@H](O)[C@H](O)[C@H](O)CO,D-(-)-arabinose,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
FQuJP,0.1,318.15,0.04706,100,997.839,Singh et al. (2015c),Density,Liquid,AADYJk,O,water,AActeZ,O=C[C@@H](O)[C@H](O)[C@H](O)CO,D-(-)-arabinose,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
FQuJP,0.1,318.15,0.06797,100,998.802,Singh et al. (2015c),Density,Liquid,AADYJk,O,water,AActeZ,O=C[C@@H](O)[C@H](O)[C@H](O)CO,D-(-)-arabinose,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
FQuJP,0.1,318.15,0.09437,100,1000.01,Singh et al. (2015c),Density,Liquid,AADYJk,O,water,AActeZ,O=C[C@@H](O)[C@H](O)[C@H](O)CO,D-(-)-arabinose,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
FQuJP,0.1,318.15,0.10947,100,1000.72,Singh et al. (2015c),Density,Liquid,AADYJk,O,water,AActeZ,O=C[C@@H](O)[C@H](O)[C@H](O)CO,D-(-)-arabinose,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
FQuJP,0.1,318.15,0.11132,100,1000.81,Singh et al. (2015c),Density,Liquid,AADYJk,O,water,AActeZ,O=C[C@@H](O)[C@H](O)[C@H](O)CO,D-(-)-arabinose,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
FQuJP,0.2,288.15,0.02582,100,1011.59,Singh et al. (2015c),Density,Liquid,AADYJk,O,water,AActeZ,O=C[C@@H](O)[C@H](O)[C@H](O)CO,D-(-)-arabinose,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
FQuJP,0.2,288.15,0.03615,100,1012.1,Singh et al. (2015c),Density,Liquid,AADYJk,O,water,AActeZ,O=C[C@@H](O)[C@H](O)[C@H](O)CO,D-(-)-arabinose,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
FQuJP,0.2,288.15,0.05715,100,1013.14,Singh et al. (2015c),Density,Liquid,AADYJk,O,water,AActeZ,O=C[C@@H](O)[C@H](O)[C@H](O)CO,D-(-)-arabinose,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
FQuJP,0.2,288.15,0.08686,100,1014.58,Singh et al. (2015c),Density,Liquid,AADYJk,O,water,AActeZ,O=C[C@@H](O)[C@H](O)[C@H](O)CO,D-(-)-arabinose,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
FQuJP,0.2,288.15,0.09603,100,1015.04,Singh et al. (2015c),Density,Liquid,AADYJk,O,water,AActeZ,O=C[C@@H](O)[C@H](O)[C@H](O)CO,D-(-)-arabinose,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
FQuJP,0.2,288.15,0.12704,100,1016.53,Singh et al. (2015c),Density,Liquid,AADYJk,O,water,AActeZ,O=C[C@@H](O)[C@H](O)[C@H](O)CO,D-(-)-arabinose,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
FQuJP,0.2,298.15,0.02582,100,1009.42,Singh et al. (2015c),Density,Liquid,AADYJk,O,water,AActeZ,O=C[C@@H](O)[C@H](O)[C@H](O)CO,D-(-)-arabinose,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
FQuJP,0.2,298.15,0.03615,100,1009.94,Singh et al. (2015c),Density,Liquid,AADYJk,O,water,AActeZ,O=C[C@@H](O)[C@H](O)[C@H](O)CO,D-(-)-arabinose,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
FQuJP,0.2,298.15,0.05715,100,1010.95,Singh et al. (2015c),Density,Liquid,AADYJk,O,water,AActeZ,O=C[C@@H](O)[C@H](O)[C@H](O)CO,D-(-)-arabinose,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
FQuJP,0.2,298.15,0.08686,100,1012.4,Singh et al. (2015c),Density,Liquid,AADYJk,O,water,AActeZ,O=C[C@@H](O)[C@H](O)[C@H](O)CO,D-(-)-arabinose,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
FQuJP,0.2,298.15,0.09603,100,1012.86,Singh et al. (2015c),Density,Liquid,AADYJk,O,water,AActeZ,O=C[C@@H](O)[C@H](O)[C@H](O)CO,D-(-)-arabinose,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
FQuJP,0.2,298.15,0.12704,100,1014.37,Singh et al. (2015c),Density,Liquid,AADYJk,O,water,AActeZ,O=C[C@@H](O)[C@H](O)[C@H](O)CO,D-(-)-arabinose,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
FQuJP,0.2,308.15,0.02582,100,1006.2,Singh et al. (2015c),Density,Liquid,AADYJk,O,water,AActeZ,O=C[C@@H](O)[C@H](O)[C@H](O)CO,D-(-)-arabinose,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
FQuJP,0.2,308.15,0.03615,100,1006.68,Singh et al. (2015c),Density,Liquid,AADYJk,O,water,AActeZ,O=C[C@@H](O)[C@H](O)[C@H](O)CO,D-(-)-arabinose,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
FQuJP,0.2,308.15,0.05715,100,1007.63,Singh et al. (2015c),Density,Liquid,AADYJk,O,water,AActeZ,O=C[C@@H](O)[C@H](O)[C@H](O)CO,D-(-)-arabinose,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
FQuJP,0.2,308.15,0.08686,100,1008.99,Singh et al. (2015c),Density,Liquid,AADYJk,O,water,AActeZ,O=C[C@@H](O)[C@H](O)[C@H](O)CO,D-(-)-arabinose,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
FQuJP,0.2,308.15,0.09603,100,1009.42,Singh et al. (2015c),Density,Liquid,AADYJk,O,water,AActeZ,O=C[C@@H](O)[C@H](O)[C@H](O)CO,D-(-)-arabinose,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
FQuJP,0.2,308.15,0.12704,100,1010.81,Singh et al. (2015c),Density,Liquid,AADYJk,O,water,AActeZ,O=C[C@@H](O)[C@H](O)[C@H](O)CO,D-(-)-arabinose,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
FQuJP,0.2,318.15,0.02582,100,1002.24,Singh et al. (2015c),Density,Liquid,AADYJk,O,water,AActeZ,O=C[C@@H](O)[C@H](O)[C@H](O)CO,D-(-)-arabinose,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
FQuJP,0.2,318.15,0.03615,100,1002.72,Singh et al. (2015c),Density,Liquid,AADYJk,O,water,AActeZ,O=C[C@@H](O)[C@H](O)[C@H](O)CO,D-(-)-arabinose,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
FQuJP,0.2,318.15,0.05715,100,1003.69,Singh et al. (2015c),Density,Liquid,AADYJk,O,water,AActeZ,O=C[C@@H](O)[C@H](O)[C@H](O)CO,D-(-)-arabinose,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
FQuJP,0.2,318.15,0.08686,100,1005.06,Singh et al. (2015c),Density,Liquid,AADYJk,O,water,AActeZ,O=C[C@@H](O)[C@H](O)[C@H](O)CO,D-(-)-arabinose,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
FQuJP,0.2,318.15,0.09603,100,1005.5,Singh et al. (2015c),Density,Liquid,AADYJk,O,water,AActeZ,O=C[C@@H](O)[C@H](O)[C@H](O)CO,D-(-)-arabinose,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
FQuJP,0.2,318.15,0.12704,100,1006.9,Singh et al. (2015c),Density,Liquid,AADYJk,O,water,AActeZ,O=C[C@@H](O)[C@H](O)[C@H](O)CO,D-(-)-arabinose,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
FQuJP,0.3,288.15,0.02608,100,1017.12,Singh et al. (2015c),Density,Liquid,AADYJk,O,water,AActeZ,O=C[C@@H](O)[C@H](O)[C@H](O)CO,D-(-)-arabinose,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
FQuJP,0.3,288.15,0.03849,100,1017.69,Singh et al. (2015c),Density,Liquid,AADYJk,O,water,AActeZ,O=C[C@@H](O)[C@H](O)[C@H](O)CO,D-(-)-arabinose,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
FQuJP,0.3,288.15,0.06021,100,1018.7,Singh et al. (2015c),Density,Liquid,AADYJk,O,water,AActeZ,O=C[C@@H](O)[C@H](O)[C@H](O)CO,D-(-)-arabinose,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
FQuJP,0.3,288.15,0.07886,100,1019.55,Singh et al. (2015c),Density,Liquid,AADYJk,O,water,AActeZ,O=C[C@@H](O)[C@H](O)[C@H](O)CO,D-(-)-arabinose,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
FQuJP,0.3,288.15,0.10619,100,1020.81,Singh et al. (2015c),Density,Liquid,AADYJk,O,water,AActeZ,O=C[C@@H](O)[C@H](O)[C@H](O)CO,D-(-)-arabinose,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
FQuJP,0.3,288.15,0.13856,100,1022.3,Singh et al. (2015c),Density,Liquid,AADYJk,O,water,AActeZ,O=C[C@@H](O)[C@H](O)[C@H](O)CO,D-(-)-arabinose,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
FQuJP,0.3,298.15,0.02608,100,1014.83,Singh et al. (2015c),Density,Liquid,AADYJk,O,water,AActeZ,O=C[C@@H](O)[C@H](O)[C@H](O)CO,D-(-)-arabinose,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
FQuJP,0.3,298.15,0.03849,100,1015.4,Singh et al. (2015c),Density,Liquid,AADYJk,O,water,AActeZ,O=C[C@@H](O)[C@H](O)[C@H](O)CO,D-(-)-arabinose,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
FQuJP,0.3,298.15,0.06021,100,1016.39,Singh et al. (2015c),Density,Liquid,AADYJk,O,water,AActeZ,O=C[C@@H](O)[C@H](O)[C@H](O)CO,D-(-)-arabinose,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
FQuJP,0.3,298.15,0.07886,100,1017.26,Singh et al. (2015c),Density,Liquid,AADYJk,O,water,AActeZ,O=C[C@@H](O)[C@H](O)[C@H](O)CO,D-(-)-arabinose,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
FQuJP,0.3,298.15,0.10619,100,1018.51,Singh et al. (2015c),Density,Liquid,AADYJk,O,water,AActeZ,O=C[C@@H](O)[C@H](O)[C@H](O)CO,D-(-)-arabinose,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
FQuJP,0.3,298.15,0.13856,100,1019.99,Singh et al. (2015c),Density,Liquid,AADYJk,O,water,AActeZ,O=C[C@@H](O)[C@H](O)[C@H](O)CO,D-(-)-arabinose,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
FQuJP,0.3,308.15,0.02608,100,1011.67,Singh et al. (2015c),Density,Liquid,AADYJk,O,water,AActeZ,O=C[C@@H](O)[C@H](O)[C@H](O)CO,D-(-)-arabinose,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
FQuJP,0.3,308.15,0.03849,100,1012.23,Singh et al. (2015c),Density,Liquid,AADYJk,O,water,AActeZ,O=C[C@@H](O)[C@H](O)[C@H](O)CO,D-(-)-arabinose,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
FQuJP,0.3,308.15,0.06021,100,1013.18,Singh et al. (2015c),Density,Liquid,AADYJk,O,water,AActeZ,O=C[C@@H](O)[C@H](O)[C@H](O)CO,D-(-)-arabinose,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
FQuJP,0.3,308.15,0.07886,100,1014,Singh et al. (2015c),Density,Liquid,AADYJk,O,water,AActeZ,O=C[C@@H](O)[C@H](O)[C@H](O)CO,D-(-)-arabinose,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
FQuJP,0.3,308.15,0.10619,100,1015.21,Singh et al. (2015c),Density,Liquid,AADYJk,O,water,AActeZ,O=C[C@@H](O)[C@H](O)[C@H](O)CO,D-(-)-arabinose,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
FQuJP,0.3,308.15,0.13856,100,1016.62,Singh et al. (2015c),Density,Liquid,AADYJk,O,water,AActeZ,O=C[C@@H](O)[C@H](O)[C@H](O)CO,D-(-)-arabinose,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
FQuJP,0.3,318.15,0.02608,100,1007.56,Singh et al. (2015c),Density,Liquid,AADYJk,O,water,AActeZ,O=C[C@@H](O)[C@H](O)[C@H](O)CO,D-(-)-arabinose,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
FQuJP,0.3,318.15,0.03849,100,1008.1,Singh et al. (2015c),Density,Liquid,AADYJk,O,water,AActeZ,O=C[C@@H](O)[C@H](O)[C@H](O)CO,D-(-)-arabinose,AAqHiH,CCCC[n+]1ccn(C)c1.[Br-],1-butyl-3-methylimidazolium bromide
