setid,"Temperature, K","Pressure, kPa","Wavelength, A",Refractive index,reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
CoKXk,353.15,101,450,1.4899,Chiappe et al. (2017),Refractive index,Liquid,AAtCAT,P(OC)([O-])=O.C(CCC)N1C=[N+](C=C1)C,1-butyl-3-methylimidazolium methyl phosphonate,,,,,,,
CoKXk,353.15,101,532,1.4818,Chiappe et al. (2017),Refractive index,Liquid,AAtCAT,P(OC)([O-])=O.C(CCC)N1C=[N+](C=C1)C,1-butyl-3-methylimidazolium methyl phosphonate,,,,,,,
CoKXk,353.15,101,632.8,1.4792,Chiappe et al. (2017),Refractive index,Liquid,AAtCAT,P(OC)([O-])=O.C(CCC)N1C=[N+](C=C1)C,1-butyl-3-methylimidazolium methyl phosphonate,,,,,,,
CoKXk,353.15,101,964,1.4718,Chiappe et al. (2017),Refractive index,Liquid,AAtCAT,P(OC)([O-])=O.C(CCC)N1C=[N+](C=C1)C,1-butyl-3-methylimidazolium methyl phosphonate,,,,,,,
CoKXk,353.15,101,1551,1.4672,Chiappe et al. (2017),Refractive index,Liquid,AAtCAT,P(OC)([O-])=O.C(CCC)N1C=[N+](C=C1)C,1-butyl-3-methylimidazolium methyl phosphonate,,,,,,,
CoKXk,363.15,101,450,1.4887,Chiappe et al. (2017),Refractive index,Liquid,AAtCAT,P(OC)([O-])=O.C(CCC)N1C=[N+](C=C1)C,1-butyl-3-methylimidazolium methyl phosphonate,,,,,,,
CoKXk,363.15,101,532,1.48,Chiappe et al. (2017),Refractive index,Liquid,AAtCAT,P(OC)([O-])=O.C(CCC)N1C=[N+](C=C1)C,1-butyl-3-methylimidazolium methyl phosphonate,,,,,,,
CoKXk,363.15,101,632.8,1.4776,Chiappe et al. (2017),Refractive index,Liquid,AAtCAT,P(OC)([O-])=O.C(CCC)N1C=[N+](C=C1)C,1-butyl-3-methylimidazolium methyl phosphonate,,,,,,,
CoKXk,363.15,101,964,1.469,Chiappe et al. (2017),Refractive index,Liquid,AAtCAT,P(OC)([O-])=O.C(CCC)N1C=[N+](C=C1)C,1-butyl-3-methylimidazolium methyl phosphonate,,,,,,,
CoKXk,363.15,101,1551,1.4654,Chiappe et al. (2017),Refractive index,Liquid,AAtCAT,P(OC)([O-])=O.C(CCC)N1C=[N+](C=C1)C,1-butyl-3-methylimidazolium methyl phosphonate,,,,,,,
CoKXk,373.15,101,450,1.4849,Chiappe et al. (2017),Refractive index,Liquid,AAtCAT,P(OC)([O-])=O.C(CCC)N1C=[N+](C=C1)C,1-butyl-3-methylimidazolium methyl phosphonate,,,,,,,
CoKXk,373.15,101,532,1.4793,Chiappe et al. (2017),Refractive index,Liquid,AAtCAT,P(OC)([O-])=O.C(CCC)N1C=[N+](C=C1)C,1-butyl-3-methylimidazolium methyl phosphonate,,,,,,,
CoKXk,373.15,101,632.8,1.4749,Chiappe et al. (2017),Refractive index,Liquid,AAtCAT,P(OC)([O-])=O.C(CCC)N1C=[N+](C=C1)C,1-butyl-3-methylimidazolium methyl phosphonate,,,,,,,
CoKXk,373.15,101,964,1.4679,Chiappe et al. (2017),Refractive index,Liquid,AAtCAT,P(OC)([O-])=O.C(CCC)N1C=[N+](C=C1)C,1-butyl-3-methylimidazolium methyl phosphonate,,,,,,,
CoKXk,373.15,101,1551,1.4635,Chiappe et al. (2017),Refractive index,Liquid,AAtCAT,P(OC)([O-])=O.C(CCC)N1C=[N+](C=C1)C,1-butyl-3-methylimidazolium methyl phosphonate,,,,,,,
CoKXk,383.15,101,450,1.483,Chiappe et al. (2017),Refractive index,Liquid,AAtCAT,P(OC)([O-])=O.C(CCC)N1C=[N+](C=C1)C,1-butyl-3-methylimidazolium methyl phosphonate,,,,,,,
CoKXk,383.15,101,532,1.4756,Chiappe et al. (2017),Refractive index,Liquid,AAtCAT,P(OC)([O-])=O.C(CCC)N1C=[N+](C=C1)C,1-butyl-3-methylimidazolium methyl phosphonate,,,,,,,
CoKXk,383.15,101,632.8,1.4719,Chiappe et al. (2017),Refractive index,Liquid,AAtCAT,P(OC)([O-])=O.C(CCC)N1C=[N+](C=C1)C,1-butyl-3-methylimidazolium methyl phosphonate,,,,,,,
CoKXk,383.15,101,964,1.4651,Chiappe et al. (2017),Refractive index,Liquid,AAtCAT,P(OC)([O-])=O.C(CCC)N1C=[N+](C=C1)C,1-butyl-3-methylimidazolium methyl phosphonate,,,,,,,
CoKXk,383.15,101,1551,1.4615,Chiappe et al. (2017),Refractive index,Liquid,AAtCAT,P(OC)([O-])=O.C(CCC)N1C=[N+](C=C1)C,1-butyl-3-methylimidazolium methyl phosphonate,,,,,,,
CoKXk,393.15,101,450,1.4811,Chiappe et al. (2017),Refractive index,Liquid,AAtCAT,P(OC)([O-])=O.C(CCC)N1C=[N+](C=C1)C,1-butyl-3-methylimidazolium methyl phosphonate,,,,,,,
CoKXk,393.15,101,532,1.4743,Chiappe et al. (2017),Refractive index,Liquid,AAtCAT,P(OC)([O-])=O.C(CCC)N1C=[N+](C=C1)C,1-butyl-3-methylimidazolium methyl phosphonate,,,,,,,
CoKXk,393.15,101,632.8,1.4716,Chiappe et al. (2017),Refractive index,Liquid,AAtCAT,P(OC)([O-])=O.C(CCC)N1C=[N+](C=C1)C,1-butyl-3-methylimidazolium methyl phosphonate,,,,,,,
CoKXk,393.15,101,964,1.4636,Chiappe et al. (2017),Refractive index,Liquid,AAtCAT,P(OC)([O-])=O.C(CCC)N1C=[N+](C=C1)C,1-butyl-3-methylimidazolium methyl phosphonate,,,,,,,
CoKXk,393.15,101,1551,1.4595,Chiappe et al. (2017),Refractive index,Liquid,AAtCAT,P(OC)([O-])=O.C(CCC)N1C=[N+](C=C1)C,1-butyl-3-methylimidazolium methyl phosphonate,,,,,,,
CoKXk,403.15,101,450,1.4798,Chiappe et al. (2017),Refractive index,Liquid,AAtCAT,P(OC)([O-])=O.C(CCC)N1C=[N+](C=C1)C,1-butyl-3-methylimidazolium methyl phosphonate,,,,,,,
CoKXk,403.15,101,532,1.4725,Chiappe et al. (2017),Refractive index,Liquid,AAtCAT,P(OC)([O-])=O.C(CCC)N1C=[N+](C=C1)C,1-butyl-3-methylimidazolium methyl phosphonate,,,,,,,
CoKXk,403.15,101,632.8,1.4678,Chiappe et al. (2017),Refractive index,Liquid,AAtCAT,P(OC)([O-])=O.C(CCC)N1C=[N+](C=C1)C,1-butyl-3-methylimidazolium methyl phosphonate,,,,,,,
CoKXk,403.15,101,964,1.4615,Chiappe et al. (2017),Refractive index,Liquid,AAtCAT,P(OC)([O-])=O.C(CCC)N1C=[N+](C=C1)C,1-butyl-3-methylimidazolium methyl phosphonate,,,,,,,
CoKXk,403.15,101,1551,1.4582,Chiappe et al. (2017),Refractive index,Liquid,AAtCAT,P(OC)([O-])=O.C(CCC)N1C=[N+](C=C1)C,1-butyl-3-methylimidazolium methyl phosphonate,,,,,,,
CoKXk,413.15,101,450,1.4783,Chiappe et al. (2017),Refractive index,Liquid,AAtCAT,P(OC)([O-])=O.C(CCC)N1C=[N+](C=C1)C,1-butyl-3-methylimidazolium methyl phosphonate,,,,,,,
CoKXk,413.15,101,532,1.4708,Chiappe et al. (2017),Refractive index,Liquid,AAtCAT,P(OC)([O-])=O.C(CCC)N1C=[N+](C=C1)C,1-butyl-3-methylimidazolium methyl phosphonate,,,,,,,
CoKXk,413.15,101,632.8,1.4672,Chiappe et al. (2017),Refractive index,Liquid,AAtCAT,P(OC)([O-])=O.C(CCC)N1C=[N+](C=C1)C,1-butyl-3-methylimidazolium methyl phosphonate,,,,,,,
CoKXk,413.15,101,964,1.4601,Chiappe et al. (2017),Refractive index,Liquid,AAtCAT,P(OC)([O-])=O.C(CCC)N1C=[N+](C=C1)C,1-butyl-3-methylimidazolium methyl phosphonate,,,,,,,
CoKXk,413.15,101,1551,1.4566,Chiappe et al. (2017),Refractive index,Liquid,AAtCAT,P(OC)([O-])=O.C(CCC)N1C=[N+](C=C1)C,1-butyl-3-methylimidazolium methyl phosphonate,,,,,,,
CoKXk,423.15,101,450,1.4762,Chiappe et al. (2017),Refractive index,Liquid,AAtCAT,P(OC)([O-])=O.C(CCC)N1C=[N+](C=C1)C,1-butyl-3-methylimidazolium methyl phosphonate,,,,,,,
CoKXk,423.15,101,532,1.4699,Chiappe et al. (2017),Refractive index,Liquid,AAtCAT,P(OC)([O-])=O.C(CCC)N1C=[N+](C=C1)C,1-butyl-3-methylimidazolium methyl phosphonate,,,,,,,
CoKXk,423.15,101,632.8,1.4653,Chiappe et al. (2017),Refractive index,Liquid,AAtCAT,P(OC)([O-])=O.C(CCC)N1C=[N+](C=C1)C,1-butyl-3-methylimidazolium methyl phosphonate,,,,,,,
CoKXk,423.15,101,964,1.4598,Chiappe et al. (2017),Refractive index,Liquid,AAtCAT,P(OC)([O-])=O.C(CCC)N1C=[N+](C=C1)C,1-butyl-3-methylimidazolium methyl phosphonate,,,,,,,
CoKXk,423.15,101,1551,1.4549,Chiappe et al. (2017),Refractive index,Liquid,AAtCAT,P(OC)([O-])=O.C(CCC)N1C=[N+](C=C1)C,1-butyl-3-methylimidazolium methyl phosphonate,,,,,,,
CoKXk,433.15,101,450,1.4756,Chiappe et al. (2017),Refractive index,Liquid,AAtCAT,P(OC)([O-])=O.C(CCC)N1C=[N+](C=C1)C,1-butyl-3-methylimidazolium methyl phosphonate,,,,,,,
CoKXk,433.15,101,532,1.4691,Chiappe et al. (2017),Refractive index,Liquid,AAtCAT,P(OC)([O-])=O.C(CCC)N1C=[N+](C=C1)C,1-butyl-3-methylimidazolium methyl phosphonate,,,,,,,
CoKXk,433.15,101,632.8,1.4648,Chiappe et al. (2017),Refractive index,Liquid,AAtCAT,P(OC)([O-])=O.C(CCC)N1C=[N+](C=C1)C,1-butyl-3-methylimidazolium methyl phosphonate,,,,,,,
CoKXk,433.15,101,964,1.4595,Chiappe et al. (2017),Refractive index,Liquid,AAtCAT,P(OC)([O-])=O.C(CCC)N1C=[N+](C=C1)C,1-butyl-3-methylimidazolium methyl phosphonate,,,,,,,
CoKXk,433.15,101,1551,1.4534,Chiappe et al. (2017),Refractive index,Liquid,AAtCAT,P(OC)([O-])=O.C(CCC)N1C=[N+](C=C1)C,1-butyl-3-methylimidazolium methyl phosphonate,,,,,,,
