setid,"Pressure, kPa","Temperature, K",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
ZrNsH,100,293.15,1.536,Ma et al. (2021a),Refractive index,Liquid,ABZyDm,CCn1cc[n+](CCOC)c1.O=[Re](=O)(=O)[O-],1-(2-methoxyethyl)-3-ethylimidazolium perrhenate,,,,,,,
ZrNsH,100,298.15,1.535,Ma et al. (2021a),Refractive index,Liquid,ABZyDm,CCn1cc[n+](CCOC)c1.O=[Re](=O)(=O)[O-],1-(2-methoxyethyl)-3-ethylimidazolium perrhenate,,,,,,,
ZrNsH,100,303.15,1.533,Ma et al. (2021a),Refractive index,Liquid,ABZyDm,CCn1cc[n+](CCOC)c1.O=[Re](=O)(=O)[O-],1-(2-methoxyethyl)-3-ethylimidazolium perrhenate,,,,,,,
ZrNsH,100,308.15,1.531,Ma et al. (2021a),Refractive index,Liquid,ABZyDm,CCn1cc[n+](CCOC)c1.O=[Re](=O)(=O)[O-],1-(2-methoxyethyl)-3-ethylimidazolium perrhenate,,,,,,,
ZrNsH,100,313.15,1.53,Ma et al. (2021a),Refractive index,Liquid,ABZyDm,CCn1cc[n+](CCOC)c1.O=[Re](=O)(=O)[O-],1-(2-methoxyethyl)-3-ethylimidazolium perrhenate,,,,,,,
ZrNsH,100,318.15,1.528,Ma et al. (2021a),Refractive index,Liquid,ABZyDm,CCn1cc[n+](CCOC)c1.O=[Re](=O)(=O)[O-],1-(2-methoxyethyl)-3-ethylimidazolium perrhenate,,,,,,,
ZrNsH,100,323.15,1.527,Ma et al. (2021a),Refractive index,Liquid,ABZyDm,CCn1cc[n+](CCOC)c1.O=[Re](=O)(=O)[O-],1-(2-methoxyethyl)-3-ethylimidazolium perrhenate,,,,,,,
ZrNsH,100,328.15,1.525,Ma et al. (2021a),Refractive index,Liquid,ABZyDm,CCn1cc[n+](CCOC)c1.O=[Re](=O)(=O)[O-],1-(2-methoxyethyl)-3-ethylimidazolium perrhenate,,,,,,,
ZrNsH,100,333.15,1.524,Ma et al. (2021a),Refractive index,Liquid,ABZyDm,CCn1cc[n+](CCOC)c1.O=[Re](=O)(=O)[O-],1-(2-methoxyethyl)-3-ethylimidazolium perrhenate,,,,,,,
ZrNsH,100,338.15,1.522,Ma et al. (2021a),Refractive index,Liquid,ABZyDm,CCn1cc[n+](CCOC)c1.O=[Re](=O)(=O)[O-],1-(2-methoxyethyl)-3-ethylimidazolium perrhenate,,,,,,,
