setid,"Temperature, K","Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
IuWdL,293.15,101.325,1.5147,Gomez et al. (2010c),Refractive index,Liquid,AAqIgw,COS(=O)(=O)[O-].Cc1ccc[n+](C)c1,"1,3-dimethylpyridinium methyl sulfate",,,,,,,
IuWdL,298.15,101.325,1.5133,Gomez et al. (2010c),Refractive index,Liquid,AAqIgw,COS(=O)(=O)[O-].Cc1ccc[n+](C)c1,"1,3-dimethylpyridinium methyl sulfate",,,,,,,
IuWdL,303.15,101.325,1.51184,Gomez et al. (2010c),Refractive index,Liquid,AAqIgw,COS(=O)(=O)[O-].Cc1ccc[n+](C)c1,"1,3-dimethylpyridinium methyl sulfate",,,,,,,
IuWdL,308.15,101.325,1.51051,Gomez et al. (2010c),Refractive index,Liquid,AAqIgw,COS(=O)(=O)[O-].Cc1ccc[n+](C)c1,"1,3-dimethylpyridinium methyl sulfate",,,,,,,
IuWdL,313.15,101.325,1.50911,Gomez et al. (2010c),Refractive index,Liquid,AAqIgw,COS(=O)(=O)[O-].Cc1ccc[n+](C)c1,"1,3-dimethylpyridinium methyl sulfate",,,,,,,
IuWdL,318.15,101.325,1.5077,Gomez et al. (2010c),Refractive index,Liquid,AAqIgw,COS(=O)(=O)[O-].Cc1ccc[n+](C)c1,"1,3-dimethylpyridinium methyl sulfate",,,,,,,
IuWdL,323.15,101.325,1.5062,Gomez et al. (2010c),Refractive index,Liquid,AAqIgw,COS(=O)(=O)[O-].Cc1ccc[n+](C)c1,"1,3-dimethylpyridinium methyl sulfate",,,,,,,
IuWdL,328.15,101.325,1.50472,Gomez et al. (2010c),Refractive index,Liquid,AAqIgw,COS(=O)(=O)[O-].Cc1ccc[n+](C)c1,"1,3-dimethylpyridinium methyl sulfate",,,,,,,
IuWdL,333.15,101.325,1.50331,Gomez et al. (2010c),Refractive index,Liquid,AAqIgw,COS(=O)(=O)[O-].Cc1ccc[n+](C)c1,"1,3-dimethylpyridinium methyl sulfate",,,,,,,
IuWdL,338.15,101.325,1.50193,Gomez et al. (2010c),Refractive index,Liquid,AAqIgw,COS(=O)(=O)[O-].Cc1ccc[n+](C)c1,"1,3-dimethylpyridinium methyl sulfate",,,,,,,
IuWdL,343.15,101.325,1.50046,Gomez et al. (2010c),Refractive index,Liquid,AAqIgw,COS(=O)(=O)[O-].Cc1ccc[n+](C)c1,"1,3-dimethylpyridinium methyl sulfate",,,,,,,
