setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium tetrafluoroborate,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
qZBTF,298.15,0,100,1.51119,Sunkara et al. (2015),Refractive index,Liquid,AAVTDi,C=CN1CCCC1=O,N-vinylpyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
qZBTF,298.15,0.1046,100,1.4987,Sunkara et al. (2015),Refractive index,Liquid,AAVTDi,C=CN1CCCC1=O,N-vinylpyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
qZBTF,298.15,0.2035,100,1.48698,Sunkara et al. (2015),Refractive index,Liquid,AAVTDi,C=CN1CCCC1=O,N-vinylpyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
qZBTF,298.15,0.3042,100,1.47636,Sunkara et al. (2015),Refractive index,Liquid,AAVTDi,C=CN1CCCC1=O,N-vinylpyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
qZBTF,298.15,0.406,100,1.46672,Sunkara et al. (2015),Refractive index,Liquid,AAVTDi,C=CN1CCCC1=O,N-vinylpyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
qZBTF,298.15,0.4945,100,1.45868,Sunkara et al. (2015),Refractive index,Liquid,AAVTDi,C=CN1CCCC1=O,N-vinylpyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
qZBTF,298.15,0.607,100,1.44913,Sunkara et al. (2015),Refractive index,Liquid,AAVTDi,C=CN1CCCC1=O,N-vinylpyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
qZBTF,298.15,0.697,100,1.44241,Sunkara et al. (2015),Refractive index,Liquid,AAVTDi,C=CN1CCCC1=O,N-vinylpyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
qZBTF,298.15,0.7828,100,1.43341,Sunkara et al. (2015),Refractive index,Liquid,AAVTDi,C=CN1CCCC1=O,N-vinylpyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
qZBTF,298.15,0.9104,100,1.42725,Sunkara et al. (2015),Refractive index,Liquid,AAVTDi,C=CN1CCCC1=O,N-vinylpyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
qZBTF,298.15,1,100,1.42058,Sunkara et al. (2015),Refractive index,Liquid,AAVTDi,C=CN1CCCC1=O,N-vinylpyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
qZBTF,303.15,0,100,1.50886,Sunkara et al. (2015),Refractive index,Liquid,AAVTDi,C=CN1CCCC1=O,N-vinylpyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
qZBTF,303.15,0.1046,100,1.49659,Sunkara et al. (2015),Refractive index,Liquid,AAVTDi,C=CN1CCCC1=O,N-vinylpyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
qZBTF,303.15,0.2035,100,1.48494,Sunkara et al. (2015),Refractive index,Liquid,AAVTDi,C=CN1CCCC1=O,N-vinylpyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
qZBTF,303.15,0.3042,100,1.4745,Sunkara et al. (2015),Refractive index,Liquid,AAVTDi,C=CN1CCCC1=O,N-vinylpyrrolidone,AArYBF,CCCC[n+]1ccn(C)c1.F[B-](F)(F)F,1-butyl-3-methylimidazolium tetrafluoroborate,,,,
