setid,"Temperature, K","Pressure, kPa","Wavelength, A",Refractive index,reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
YyBQW,293,100,450,1.5126,Mero et al. (2022),Refractive index,Liquid,AAraev,C(CCC(=O)C)(=O)[O-].C(C)N1C=[N+](C=C1)C,1-ethyl-3-methylimidazolium levulinate,,,,,,,
YyBQW,293,100,532,1.5039,Mero et al. (2022),Refractive index,Liquid,AAraev,C(CCC(=O)C)(=O)[O-].C(C)N1C=[N+](C=C1)C,1-ethyl-3-methylimidazolium levulinate,,,,,,,
YyBQW,293,100,633,1.4977,Mero et al. (2022),Refractive index,Liquid,AAraev,C(CCC(=O)C)(=O)[O-].C(C)N1C=[N+](C=C1)C,1-ethyl-3-methylimidazolium levulinate,,,,,,,
YyBQW,293,100,964,1.4896,Mero et al. (2022),Refractive index,Liquid,AAraev,C(CCC(=O)C)(=O)[O-].C(C)N1C=[N+](C=C1)C,1-ethyl-3-methylimidazolium levulinate,,,,,,,
YyBQW,293,100,1551,1.4862,Mero et al. (2022),Refractive index,Liquid,AAraev,C(CCC(=O)C)(=O)[O-].C(C)N1C=[N+](C=C1)C,1-ethyl-3-methylimidazolium levulinate,,,,,,,
YyBQW,353,100,450,1.4971,Mero et al. (2022),Refractive index,Liquid,AAraev,C(CCC(=O)C)(=O)[O-].C(C)N1C=[N+](C=C1)C,1-ethyl-3-methylimidazolium levulinate,,,,,,,
YyBQW,353,100,532,1.4886,Mero et al. (2022),Refractive index,Liquid,AAraev,C(CCC(=O)C)(=O)[O-].C(C)N1C=[N+](C=C1)C,1-ethyl-3-methylimidazolium levulinate,,,,,,,
YyBQW,353,100,633,1.4826,Mero et al. (2022),Refractive index,Liquid,AAraev,C(CCC(=O)C)(=O)[O-].C(C)N1C=[N+](C=C1)C,1-ethyl-3-methylimidazolium levulinate,,,,,,,
YyBQW,353,100,964,1.4746,Mero et al. (2022),Refractive index,Liquid,AAraev,C(CCC(=O)C)(=O)[O-].C(C)N1C=[N+](C=C1)C,1-ethyl-3-methylimidazolium levulinate,,,,,,,
YyBQW,353,100,1551,1.4713,Mero et al. (2022),Refractive index,Liquid,AAraev,C(CCC(=O)C)(=O)[O-].C(C)N1C=[N+](C=C1)C,1-ethyl-3-methylimidazolium levulinate,,,,,,,
