setid,"Pressure, kPa","Temperature, K",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
Mjmuv,100,283.15,1.45896,Diez et al. (2023),Refractive index,Liquid,ABAIUM,FC(S(=O)(=O)[O-])(F)F.C(CC)[N+]1=CC=CC=C1,"1-propylpyridinium 1,1,1-trifluoromethanesulfonate",,,,,,,
Mjmuv,100,285.65,1.45824,Diez et al. (2023),Refractive index,Liquid,ABAIUM,FC(S(=O)(=O)[O-])(F)F.C(CC)[N+]1=CC=CC=C1,"1-propylpyridinium 1,1,1-trifluoromethanesulfonate",,,,,,,
Mjmuv,100,288.15,1.45752,Diez et al. (2023),Refractive index,Liquid,ABAIUM,FC(S(=O)(=O)[O-])(F)F.C(CC)[N+]1=CC=CC=C1,"1-propylpyridinium 1,1,1-trifluoromethanesulfonate",,,,,,,
Mjmuv,100,290.65,1.4568,Diez et al. (2023),Refractive index,Liquid,ABAIUM,FC(S(=O)(=O)[O-])(F)F.C(CC)[N+]1=CC=CC=C1,"1-propylpyridinium 1,1,1-trifluoromethanesulfonate",,,,,,,
Mjmuv,100,293.15,1.45608,Diez et al. (2023),Refractive index,Liquid,ABAIUM,FC(S(=O)(=O)[O-])(F)F.C(CC)[N+]1=CC=CC=C1,"1-propylpyridinium 1,1,1-trifluoromethanesulfonate",,,,,,,
Mjmuv,100,295.65,1.45535,Diez et al. (2023),Refractive index,Liquid,ABAIUM,FC(S(=O)(=O)[O-])(F)F.C(CC)[N+]1=CC=CC=C1,"1-propylpyridinium 1,1,1-trifluoromethanesulfonate",,,,,,,
Mjmuv,100,298.15,1.45463,Diez et al. (2023),Refractive index,Liquid,ABAIUM,FC(S(=O)(=O)[O-])(F)F.C(CC)[N+]1=CC=CC=C1,"1-propylpyridinium 1,1,1-trifluoromethanesulfonate",,,,,,,
Mjmuv,100,300.65,1.45391,Diez et al. (2023),Refractive index,Liquid,ABAIUM,FC(S(=O)(=O)[O-])(F)F.C(CC)[N+]1=CC=CC=C1,"1-propylpyridinium 1,1,1-trifluoromethanesulfonate",,,,,,,
Mjmuv,100,303.15,1.45319,Diez et al. (2023),Refractive index,Liquid,ABAIUM,FC(S(=O)(=O)[O-])(F)F.C(CC)[N+]1=CC=CC=C1,"1-propylpyridinium 1,1,1-trifluoromethanesulfonate",,,,,,,
Mjmuv,100,305.65,1.45248,Diez et al. (2023),Refractive index,Liquid,ABAIUM,FC(S(=O)(=O)[O-])(F)F.C(CC)[N+]1=CC=CC=C1,"1-propylpyridinium 1,1,1-trifluoromethanesulfonate",,,,,,,
Mjmuv,100,308.15,1.45176,Diez et al. (2023),Refractive index,Liquid,ABAIUM,FC(S(=O)(=O)[O-])(F)F.C(CC)[N+]1=CC=CC=C1,"1-propylpyridinium 1,1,1-trifluoromethanesulfonate",,,,,,,
Mjmuv,100,310.65,1.45104,Diez et al. (2023),Refractive index,Liquid,ABAIUM,FC(S(=O)(=O)[O-])(F)F.C(CC)[N+]1=CC=CC=C1,"1-propylpyridinium 1,1,1-trifluoromethanesulfonate",,,,,,,
Mjmuv,100,313.15,1.45032,Diez et al. (2023),Refractive index,Liquid,ABAIUM,FC(S(=O)(=O)[O-])(F)F.C(CC)[N+]1=CC=CC=C1,"1-propylpyridinium 1,1,1-trifluoromethanesulfonate",,,,,,,
Mjmuv,100,315.65,1.4496,Diez et al. (2023),Refractive index,Liquid,ABAIUM,FC(S(=O)(=O)[O-])(F)F.C(CC)[N+]1=CC=CC=C1,"1-propylpyridinium 1,1,1-trifluoromethanesulfonate",,,,,,,
