setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium hexafluorophosphate,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
rswAW,303.15,0.0531,101.3,1.45941,Prathipati et al. (2023),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAlxOI,CCCCCCCCN1CCCC1=O,N-octyl-2-pyrrolidone,,,,
rswAW,303.15,0.1034,101.3,1.45726,Prathipati et al. (2023),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAlxOI,CCCCCCCCN1CCCC1=O,N-octyl-2-pyrrolidone,,,,
rswAW,303.15,0.1513,101.3,1.45509,Prathipati et al. (2023),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAlxOI,CCCCCCCCN1CCCC1=O,N-octyl-2-pyrrolidone,,,,
rswAW,303.15,0.2034,101.3,1.45262,Prathipati et al. (2023),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAlxOI,CCCCCCCCN1CCCC1=O,N-octyl-2-pyrrolidone,,,,
rswAW,303.15,0.3009,101.3,1.44778,Prathipati et al. (2023),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAlxOI,CCCCCCCCN1CCCC1=O,N-octyl-2-pyrrolidone,,,,
rswAW,303.15,0.405,101.3,1.44239,Prathipati et al. (2023),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAlxOI,CCCCCCCCN1CCCC1=O,N-octyl-2-pyrrolidone,,,,
rswAW,303.15,0.5042,101.3,1.43706,Prathipati et al. (2023),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAlxOI,CCCCCCCCN1CCCC1=O,N-octyl-2-pyrrolidone,,,,
rswAW,303.15,0.5996,101.3,1.43175,Prathipati et al. (2023),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAlxOI,CCCCCCCCN1CCCC1=O,N-octyl-2-pyrrolidone,,,,
rswAW,303.15,0.6991,101.3,1.42601,Prathipati et al. (2023),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAlxOI,CCCCCCCCN1CCCC1=O,N-octyl-2-pyrrolidone,,,,
rswAW,303.15,0.8029,101.3,1.41982,Prathipati et al. (2023),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AAlxOI,CCCCCCCCN1CCCC1=O,N-octyl-2-pyrrolidone,,,,
