setid,"Temperature, K",Mole fraction of 1-butyl-3-methylimidazolium hexafluorophosphate,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
qNEgx,303.15,0,101.3,1.46638,Prathipati et al. (2021),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,,
qNEgx,303.15,0.0513,101.3,1.46171,Prathipati et al. (2021),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,,
qNEgx,303.15,0.1028,101.3,1.45724,Prathipati et al. (2021),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,,
qNEgx,303.15,0.1422,101.3,1.45396,Prathipati et al. (2021),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,,
qNEgx,303.15,0.1894,101.3,1.45018,Prathipati et al. (2021),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,,
qNEgx,303.15,0.2988,101.3,1.44196,Prathipati et al. (2021),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,,
qNEgx,303.15,0.3771,101.3,1.43656,Prathipati et al. (2021),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,,
qNEgx,303.15,0.499,101.3,1.42898,Prathipati et al. (2021),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,,
qNEgx,303.15,0.591,101.3,1.42391,Prathipati et al. (2021),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,,
qNEgx,303.15,0.6991,101.3,1.41867,Prathipati et al. (2021),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,,
qNEgx,303.15,0.812,101.3,1.41403,Prathipati et al. (2021),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,,
qNEgx,303.15,0.8415,101.3,1.41296,Prathipati et al. (2021),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,,
qNEgx,303.15,0.8812,101.3,1.41161,Prathipati et al. (2021),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,,
qNEgx,303.15,0.9423,101.3,1.40974,Prathipati et al. (2021),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,,
qNEgx,303.15,1,101.3,1.40823,Prathipati et al. (2021),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,,
qNEgx,308.15,0,101.3,1.46428,Prathipati et al. (2021),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,,
qNEgx,308.15,0.0513,101.3,1.45966,Prathipati et al. (2021),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,,
qNEgx,308.15,0.1028,101.3,1.45526,Prathipati et al. (2021),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,,
qNEgx,308.15,0.1422,101.3,1.45203,Prathipati et al. (2021),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,,
qNEgx,308.15,0.1894,101.3,1.4483,Prathipati et al. (2021),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,,
qNEgx,308.15,0.2988,101.3,1.4402,Prathipati et al. (2021),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,,
qNEgx,308.15,0.3771,101.3,1.43488,Prathipati et al. (2021),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,,
qNEgx,308.15,0.499,101.3,1.42741,Prathipati et al. (2021),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,,
qNEgx,308.15,0.591,101.3,1.42241,Prathipati et al. (2021),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,,
qNEgx,308.15,0.6991,101.3,1.41723,Prathipati et al. (2021),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,,
qNEgx,308.15,0.812,101.3,1.41265,Prathipati et al. (2021),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,,
qNEgx,308.15,0.8415,101.3,1.41159,Prathipati et al. (2021),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,,
qNEgx,308.15,0.8812,101.3,1.41025,Prathipati et al. (2021),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,,
qNEgx,308.15,0.9423,101.3,1.4084,Prathipati et al. (2021),Refractive index,Liquid,ABChJv,CCCC[n+]1ccn(C)c1.F[P-](F)(F)(F)(F)F,1-butyl-3-methylimidazolium hexafluorophosphate,AATDtI,CN1CCCC1=O,N-methylpyrrolidone,,,,
