setid,"Temperature, K",Weight fraction of 1-ethyl-3-methylimidazolium chloride,Weight fraction of cesium chloride,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
nekbd,298.15,0.0482,0.06,101,1.34566,Tang et al. (2014a),Refractive index,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,
nekbd,298.15,0.0602,0,101,1.34256,Tang et al. (2014a),Refractive index,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,
nekbd,298.15,0.0602,0.03,101,1.34505,Tang et al. (2014a),Refractive index,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,
nekbd,298.15,0.0603,0.06,101,1.34783,Tang et al. (2014a),Refractive index,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,
nekbd,298.15,0.0721,0,101,1.34457,Tang et al. (2014a),Refractive index,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,
nekbd,298.15,0.0722,0.06,101,1.34989,Tang et al. (2014a),Refractive index,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,
nekbd,298.15,0.0723,0.03,101,1.3472,Tang et al. (2014a),Refractive index,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,
nekbd,298.15,0.0843,0.03,101,1.34917,Tang et al. (2014a),Refractive index,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,
nekbd,298.15,0.0844,0,101,1.34646,Tang et al. (2014a),Refractive index,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,
nekbd,298.15,0.0844,0.06,101,1.35196,Tang et al. (2014a),Refractive index,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,
nekbd,298.15,0.0963,0.03,101,1.3513,Tang et al. (2014a),Refractive index,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,
nekbd,298.15,0.0963,0.06,101,1.35407,Tang et al. (2014a),Refractive index,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,
nekbd,298.15,0.0964,0,101,1.34853,Tang et al. (2014a),Refractive index,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,
nekbd,298.15,0.0988,0.5168,101,1.42315,Tang et al. (2014a),Refractive index,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,
nekbd,298.15,0.1084,0,101,1.35055,Tang et al. (2014a),Refractive index,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,
nekbd,298.15,0.1084,0.03,101,1.35333,Tang et al. (2014a),Refractive index,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,
nekbd,298.15,0.1084,0.06,101,1.35655,Tang et al. (2014a),Refractive index,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,
nekbd,298.15,0.1204,0.03,101,1.35545,Tang et al. (2014a),Refractive index,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,
nekbd,298.15,0.1205,0,101,1.35276,Tang et al. (2014a),Refractive index,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,
nekbd,298.15,0.1206,0.06,101,1.35856,Tang et al. (2014a),Refractive index,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,
nekbd,298.15,0.1716,0.4274,101,1.42664,Tang et al. (2014a),Refractive index,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,
nekbd,298.15,0.2656,0.3308,101,1.43209,Tang et al. (2014a),Refractive index,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,
nekbd,298.15,0.3968,0.2284,101,1.44066,Tang et al. (2014a),Refractive index,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,
nekbd,298.15,0.5513,0.1064,101,1.45391,Tang et al. (2014a),Refractive index,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,
nekbd,298.15,0.6951,0.0353,101,1.47257,Tang et al. (2014a),Refractive index,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,
nekbd,298.15,0.8003,0.0067,101,1.49489,Tang et al. (2014a),Refractive index,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,
nekbd,308.15,0,0.6679,101,1.42053,Tang et al. (2014a),Refractive index,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,
nekbd,308.15,0.0395,0.6026,101,1.42187,Tang et al. (2014a),Refractive index,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,
nekbd,308.15,0.0929,0.5319,101,1.42321,Tang et al. (2014a),Refractive index,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,
nekbd,308.15,0.1644,0.4418,101,1.42604,Tang et al. (2014a),Refractive index,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,
nekbd,308.15,0.2622,0.3483,101,1.43023,Tang et al. (2014a),Refractive index,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,
nekbd,308.15,0.3902,0.2393,101,1.44022,Tang et al. (2014a),Refractive index,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,
nekbd,308.15,0.5449,0.1174,101,1.45296,Tang et al. (2014a),Refractive index,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,
nekbd,308.15,0.6875,0.0385,101,1.47093,Tang et al. (2014a),Refractive index,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,
nekbd,308.15,0.7998,0.0072,101,1.49299,Tang et al. (2014a),Refractive index,Liquid,AAgTSO,[Cl-].[Cs+],cesium chloride,AADYJk,O,water,AAcKZa,CC[n+]1ccn(C)c1.[Cl-],1-ethyl-3-methylimidazolium chloride,
