setid,"Temperature, K","Mole fraction of 1,3-dimethylimidazolium methylsulfate","Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
iphaM,298,0,101.3,1.383,Alkhaldi et al. (2017a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
iphaM,298,0.039,101.3,1.389,Alkhaldi et al. (2017a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
iphaM,298,0.208,101.3,1.413,Alkhaldi et al. (2017a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
iphaM,298,0.382,101.3,1.434,Alkhaldi et al. (2017a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
iphaM,298,0.561,101.3,1.452,Alkhaldi et al. (2017a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
iphaM,298,0.702,101.3,1.464,Alkhaldi et al. (2017a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
iphaM,298,0.912,101.3,1.477,Alkhaldi et al. (2017a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
iphaM,298,1,101.3,1.483,Alkhaldi et al. (2017a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
iphaM,303,0,101.3,1.382,Alkhaldi et al. (2017a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
iphaM,303,0.039,101.3,1.387,Alkhaldi et al. (2017a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
iphaM,303,0.208,101.3,1.41,Alkhaldi et al. (2017a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
iphaM,303,0.382,101.3,1.432,Alkhaldi et al. (2017a),Refractive index,Liquid,AALcLI,CCCO,propan-1-ol,AAoCnc,COS(=O)(=O)[O-].Cn1cc[n+](C)c1,"1,3-dimethylimidazolium methylsulfate",,,,
