setid,"Temperature, K","Pressure, kPa","Wavelength, A",Refractive index,reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
zpJYj,298.15,100,430.1,1.4453,Arosa et al. (2018),Refractive index,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,,,,
zpJYj,298.15,100,486.1,1.4399,Arosa et al. (2018),Refractive index,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,,,,
zpJYj,298.15,100,589.6,1.4339,Arosa et al. (2018),Refractive index,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,,,,
zpJYj,298.15,100,656.3,1.4315,Arosa et al. (2018),Refractive index,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,,,,
zpJYj,298.15,100,822.7,1.4278,Arosa et al. (2018),Refractive index,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,,,,
zpJYj,303.15,100,430.1,1.4439,Arosa et al. (2018),Refractive index,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,,,,
zpJYj,303.15,100,486.1,1.4385,Arosa et al. (2018),Refractive index,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,,,,
zpJYj,303.15,100,589.6,1.4326,Arosa et al. (2018),Refractive index,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,,,,
zpJYj,303.15,100,656.3,1.4303,Arosa et al. (2018),Refractive index,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,,,,
zpJYj,303.15,100,822.7,1.4266,Arosa et al. (2018),Refractive index,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,,,,
zpJYj,308.15,100,430.1,1.4423,Arosa et al. (2018),Refractive index,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,,,,
zpJYj,308.15,100,486.1,1.437,Arosa et al. (2018),Refractive index,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,,,,
zpJYj,308.15,100,589.6,1.4311,Arosa et al. (2018),Refractive index,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,,,,
zpJYj,308.15,100,656.3,1.4288,Arosa et al. (2018),Refractive index,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,,,,
zpJYj,308.15,100,822.7,1.4252,Arosa et al. (2018),Refractive index,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,,,,
zpJYj,313.15,100,430.1,1.4408,Arosa et al. (2018),Refractive index,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,,,,
zpJYj,313.15,100,486.1,1.4355,Arosa et al. (2018),Refractive index,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,,,,
zpJYj,313.15,100,589.6,1.4297,Arosa et al. (2018),Refractive index,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,,,,
zpJYj,313.15,100,656.3,1.4274,Arosa et al. (2018),Refractive index,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,,,,
zpJYj,313.15,100,822.7,1.4238,Arosa et al. (2018),Refractive index,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,,,,
zpJYj,318.15,100,430.1,1.4393,Arosa et al. (2018),Refractive index,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,,,,
zpJYj,318.15,100,486.1,1.4341,Arosa et al. (2018),Refractive index,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,,,,
zpJYj,318.15,100,589.6,1.4283,Arosa et al. (2018),Refractive index,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,,,,
zpJYj,318.15,100,656.3,1.426,Arosa et al. (2018),Refractive index,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,,,,
zpJYj,318.15,100,822.7,1.4225,Arosa et al. (2018),Refractive index,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,,,,
zpJYj,323.15,100,430.1,1.4378,Arosa et al. (2018),Refractive index,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,,,,
zpJYj,323.15,100,486.1,1.4326,Arosa et al. (2018),Refractive index,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,,,,
zpJYj,323.15,100,589.6,1.4269,Arosa et al. (2018),Refractive index,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,,,,
zpJYj,323.15,100,656.3,1.4246,Arosa et al. (2018),Refractive index,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,,,,
zpJYj,323.15,100,822.7,1.4212,Arosa et al. (2018),Refractive index,Liquid,AAyCVz,CC[n+]1ccn(C)c1.O=S(=O)([O-])C(F)(F)F,1-ethyl-3-methylimidazolium trifluoromethanesulfonate,,,,,,,
