setid,"Temperature, K","Pressure, kPa","Wavelength, A",Refractive index,reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
FoRje,353.15,101,450,1.4829,Chiappe et al. (2017),Refractive index,Liquid,AAyWcJ,P(OC)([O-])=O.C(CCCCC)N1C=[N+](C=C1)C,1-hexyl-3-methylimidazolium methyl phosphonate,,,,,,,
FoRje,353.15,101,532,1.4759,Chiappe et al. (2017),Refractive index,Liquid,AAyWcJ,P(OC)([O-])=O.C(CCCCC)N1C=[N+](C=C1)C,1-hexyl-3-methylimidazolium methyl phosphonate,,,,,,,
FoRje,353.15,101,632.8,1.4692,Chiappe et al. (2017),Refractive index,Liquid,AAyWcJ,P(OC)([O-])=O.C(CCCCC)N1C=[N+](C=C1)C,1-hexyl-3-methylimidazolium methyl phosphonate,,,,,,,
FoRje,353.15,101,964,1.4625,Chiappe et al. (2017),Refractive index,Liquid,AAyWcJ,P(OC)([O-])=O.C(CCCCC)N1C=[N+](C=C1)C,1-hexyl-3-methylimidazolium methyl phosphonate,,,,,,,
FoRje,353.15,101,1551,1.4567,Chiappe et al. (2017),Refractive index,Liquid,AAyWcJ,P(OC)([O-])=O.C(CCCCC)N1C=[N+](C=C1)C,1-hexyl-3-methylimidazolium methyl phosphonate,,,,,,,
FoRje,363.15,101,450,1.481,Chiappe et al. (2017),Refractive index,Liquid,AAyWcJ,P(OC)([O-])=O.C(CCCCC)N1C=[N+](C=C1)C,1-hexyl-3-methylimidazolium methyl phosphonate,,,,,,,
FoRje,363.15,101,532,1.4734,Chiappe et al. (2017),Refractive index,Liquid,AAyWcJ,P(OC)([O-])=O.C(CCCCC)N1C=[N+](C=C1)C,1-hexyl-3-methylimidazolium methyl phosphonate,,,,,,,
FoRje,363.15,101,632.8,1.4669,Chiappe et al. (2017),Refractive index,Liquid,AAyWcJ,P(OC)([O-])=O.C(CCCCC)N1C=[N+](C=C1)C,1-hexyl-3-methylimidazolium methyl phosphonate,,,,,,,
FoRje,363.15,101,964,1.4606,Chiappe et al. (2017),Refractive index,Liquid,AAyWcJ,P(OC)([O-])=O.C(CCCCC)N1C=[N+](C=C1)C,1-hexyl-3-methylimidazolium methyl phosphonate,,,,,,,
FoRje,363.15,101,1551,1.4543,Chiappe et al. (2017),Refractive index,Liquid,AAyWcJ,P(OC)([O-])=O.C(CCCCC)N1C=[N+](C=C1)C,1-hexyl-3-methylimidazolium methyl phosphonate,,,,,,,
FoRje,373.15,101,450,1.4789,Chiappe et al. (2017),Refractive index,Liquid,AAyWcJ,P(OC)([O-])=O.C(CCCCC)N1C=[N+](C=C1)C,1-hexyl-3-methylimidazolium methyl phosphonate,,,,,,,
FoRje,373.15,101,532,1.4711,Chiappe et al. (2017),Refractive index,Liquid,AAyWcJ,P(OC)([O-])=O.C(CCCCC)N1C=[N+](C=C1)C,1-hexyl-3-methylimidazolium methyl phosphonate,,,,,,,
FoRje,373.15,101,632.8,1.4651,Chiappe et al. (2017),Refractive index,Liquid,AAyWcJ,P(OC)([O-])=O.C(CCCCC)N1C=[N+](C=C1)C,1-hexyl-3-methylimidazolium methyl phosphonate,,,,,,,
FoRje,373.15,101,964,1.4583,Chiappe et al. (2017),Refractive index,Liquid,AAyWcJ,P(OC)([O-])=O.C(CCCCC)N1C=[N+](C=C1)C,1-hexyl-3-methylimidazolium methyl phosphonate,,,,,,,
FoRje,373.15,101,1551,1.4524,Chiappe et al. (2017),Refractive index,Liquid,AAyWcJ,P(OC)([O-])=O.C(CCCCC)N1C=[N+](C=C1)C,1-hexyl-3-methylimidazolium methyl phosphonate,,,,,,,
FoRje,383.15,101,450,1.4768,Chiappe et al. (2017),Refractive index,Liquid,AAyWcJ,P(OC)([O-])=O.C(CCCCC)N1C=[N+](C=C1)C,1-hexyl-3-methylimidazolium methyl phosphonate,,,,,,,
FoRje,383.15,101,532,1.4694,Chiappe et al. (2017),Refractive index,Liquid,AAyWcJ,P(OC)([O-])=O.C(CCCCC)N1C=[N+](C=C1)C,1-hexyl-3-methylimidazolium methyl phosphonate,,,,,,,
FoRje,383.15,101,632.8,1.4631,Chiappe et al. (2017),Refractive index,Liquid,AAyWcJ,P(OC)([O-])=O.C(CCCCC)N1C=[N+](C=C1)C,1-hexyl-3-methylimidazolium methyl phosphonate,,,,,,,
FoRje,383.15,101,964,1.4567,Chiappe et al. (2017),Refractive index,Liquid,AAyWcJ,P(OC)([O-])=O.C(CCCCC)N1C=[N+](C=C1)C,1-hexyl-3-methylimidazolium methyl phosphonate,,,,,,,
