setid,Mole ratio to solvent: tetrapropylammonium bromide,"Temperature, K","Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
PLcrf,0.25,293.2,100,1.4842,Jibril et al. (2014),Refractive index,Liquid,AARkmK,OCC(O)CO,glycerol,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,,,,
PLcrf,0.25,303.2,100,1.4831,Jibril et al. (2014),Refractive index,Liquid,AARkmK,OCC(O)CO,glycerol,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,,,,
PLcrf,0.25,313.1,100,1.4804,Jibril et al. (2014),Refractive index,Liquid,AARkmK,OCC(O)CO,glycerol,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,,,,
PLcrf,0.25,323.1,100,1.4779,Jibril et al. (2014),Refractive index,Liquid,AARkmK,OCC(O)CO,glycerol,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,,,,
PLcrf,0.25,333.2,100,1.4749,Jibril et al. (2014),Refractive index,Liquid,AARkmK,OCC(O)CO,glycerol,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,,,,
PLcrf,0.25,343,100,1.472,Jibril et al. (2014),Refractive index,Liquid,AARkmK,OCC(O)CO,glycerol,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,,,,
PLcrf,0.25,353.4,100,1.469,Jibril et al. (2014),Refractive index,Liquid,AARkmK,OCC(O)CO,glycerol,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,,,,
PLcrf,0.3333,293.4,100,1.4889,Jibril et al. (2014),Refractive index,Liquid,AARkmK,OCC(O)CO,glycerol,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,,,,
PLcrf,0.3333,303,100,1.4861,Jibril et al. (2014),Refractive index,Liquid,AARkmK,OCC(O)CO,glycerol,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,,,,
PLcrf,0.3333,312.9,100,1.4832,Jibril et al. (2014),Refractive index,Liquid,AARkmK,OCC(O)CO,glycerol,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,,,,
PLcrf,0.3333,323.1,100,1.4802,Jibril et al. (2014),Refractive index,Liquid,AARkmK,OCC(O)CO,glycerol,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,,,,
PLcrf,0.3333,333.5,100,1.4773,Jibril et al. (2014),Refractive index,Liquid,AARkmK,OCC(O)CO,glycerol,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,,,,
PLcrf,0.3333,343.7,100,1.4744,Jibril et al. (2014),Refractive index,Liquid,AARkmK,OCC(O)CO,glycerol,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,,,,
PLcrf,0.3333,353.2,100,1.4714,Jibril et al. (2014),Refractive index,Liquid,AARkmK,OCC(O)CO,glycerol,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,,,,
PLcrf,0.5,293.2,100,1.491,Jibril et al. (2014),Refractive index,Liquid,AARkmK,OCC(O)CO,glycerol,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,,,,
PLcrf,0.5,303.2,100,1.4891,Jibril et al. (2014),Refractive index,Liquid,AARkmK,OCC(O)CO,glycerol,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,,,,
PLcrf,0.5,313.6,100,1.4864,Jibril et al. (2014),Refractive index,Liquid,AARkmK,OCC(O)CO,glycerol,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,,,,
PLcrf,0.5,323.1,100,1.4839,Jibril et al. (2014),Refractive index,Liquid,AARkmK,OCC(O)CO,glycerol,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,,,,
PLcrf,0.5,333.3,100,1.4809,Jibril et al. (2014),Refractive index,Liquid,AARkmK,OCC(O)CO,glycerol,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,,,,
PLcrf,0.5,343,100,1.4783,Jibril et al. (2014),Refractive index,Liquid,AARkmK,OCC(O)CO,glycerol,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,,,,
PLcrf,0.5,353,100,1.4752,Jibril et al. (2014),Refractive index,Liquid,AARkmK,OCC(O)CO,glycerol,AAzKlv,CCC[N+](CCC)(CCC)CCC.[Br-],tetrapropylammonium bromide,,,,
