setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium ethyl sulfate,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
XSeOL,288.15,0,100,1.41986,Zivkovic et al. (2018),Refractive index,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAThYT,CCCCCCO,hexan-1-ol,,,,
XSeOL,288.15,0.1016,100,1.42855,Zivkovic et al. (2018),Refractive index,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAThYT,CCCCCCO,hexan-1-ol,,,,
XSeOL,288.15,0.2016,100,1.43639,Zivkovic et al. (2018),Refractive index,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAThYT,CCCCCCO,hexan-1-ol,,,,
XSeOL,288.15,0.3005,100,1.44364,Zivkovic et al. (2018),Refractive index,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAThYT,CCCCCCO,hexan-1-ol,,,,
XSeOL,288.15,0.3989,100,1.45017,Zivkovic et al. (2018),Refractive index,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAThYT,CCCCCCO,hexan-1-ol,,,,
XSeOL,288.15,0.4975,100,1.45653,Zivkovic et al. (2018),Refractive index,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAThYT,CCCCCCO,hexan-1-ol,,,,
XSeOL,288.15,0.5956,100,1.46223,Zivkovic et al. (2018),Refractive index,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAThYT,CCCCCCO,hexan-1-ol,,,,
XSeOL,288.15,0.6647,100,1.46592,Zivkovic et al. (2018),Refractive index,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAThYT,CCCCCCO,hexan-1-ol,,,,
XSeOL,288.15,0.7947,100,1.47274,Zivkovic et al. (2018),Refractive index,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAThYT,CCCCCCO,hexan-1-ol,,,,
XSeOL,288.15,0.897,100,1.47731,Zivkovic et al. (2018),Refractive index,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAThYT,CCCCCCO,hexan-1-ol,,,,
XSeOL,288.15,1,100,1.48155,Zivkovic et al. (2018),Refractive index,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAThYT,CCCCCCO,hexan-1-ol,,,,
XSeOL,293.15,0,100,1.4179,Zivkovic et al. (2018),Refractive index,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAThYT,CCCCCCO,hexan-1-ol,,,,
XSeOL,293.15,0.1016,100,1.42666,Zivkovic et al. (2018),Refractive index,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAThYT,CCCCCCO,hexan-1-ol,,,,
XSeOL,293.15,0.2016,100,1.4346,Zivkovic et al. (2018),Refractive index,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAThYT,CCCCCCO,hexan-1-ol,,,,
XSeOL,293.15,0.3005,100,1.44194,Zivkovic et al. (2018),Refractive index,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAThYT,CCCCCCO,hexan-1-ol,,,,
XSeOL,293.15,0.3989,100,1.44856,Zivkovic et al. (2018),Refractive index,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAThYT,CCCCCCO,hexan-1-ol,,,,
XSeOL,293.15,0.4975,100,1.45499,Zivkovic et al. (2018),Refractive index,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAThYT,CCCCCCO,hexan-1-ol,,,,
XSeOL,293.15,0.5956,100,1.46075,Zivkovic et al. (2018),Refractive index,Liquid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,AAThYT,CCCCCCO,hexan-1-ol,,,,
