setid,Mole fraction of 1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,"Temperature, K","Pressure, kPa","Wavelength, A",Refractive index,reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
ZFoyC,0.011,282.074,100,632.8,1.6159,Tao et al. (2017c),Refractive index,Liquid,AAnMwO,Ic1ccccc1,iodobenzene,ABsrrg,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,,,,
ZFoyC,0.012,283.461,100,632.8,1.6145,Tao et al. (2017c),Refractive index,Liquid,AAnMwO,Ic1ccccc1,iodobenzene,ABsrrg,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,,,,
ZFoyC,0.013,284.79,100,632.8,1.6131,Tao et al. (2017c),Refractive index,Liquid,AAnMwO,Ic1ccccc1,iodobenzene,ABsrrg,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,,,,
ZFoyC,0.014,285.716,100,632.8,1.6118,Tao et al. (2017c),Refractive index,Liquid,AAnMwO,Ic1ccccc1,iodobenzene,ABsrrg,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,,,,
ZFoyC,0.015,286.525,100,632.8,1.611,Tao et al. (2017c),Refractive index,Liquid,AAnMwO,Ic1ccccc1,iodobenzene,ABsrrg,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,,,,
ZFoyC,0.017,287.713,100,632.8,1.6091,Tao et al. (2017c),Refractive index,Liquid,AAnMwO,Ic1ccccc1,iodobenzene,ABsrrg,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,,,,
ZFoyC,0.018,288.485,100,632.8,1.6076,Tao et al. (2017c),Refractive index,Liquid,AAnMwO,Ic1ccccc1,iodobenzene,ABsrrg,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,,,,
ZFoyC,0.02,289.118,100,632.8,1.6063,Tao et al. (2017c),Refractive index,Liquid,AAnMwO,Ic1ccccc1,iodobenzene,ABsrrg,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,,,,
ZFoyC,0.022,289.594,100,632.8,1.6051,Tao et al. (2017c),Refractive index,Liquid,AAnMwO,Ic1ccccc1,iodobenzene,ABsrrg,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,,,,
ZFoyC,0.023,289.959,100,632.8,1.6039,Tao et al. (2017c),Refractive index,Liquid,AAnMwO,Ic1ccccc1,iodobenzene,ABsrrg,CCCCCCCCCC[n+]1ccn(C)c1.O=S(=O)([N-]S(=O)(=O)C(F)(F)F)C(F)(F)F,1-decyl-3-methylimidazolium bis(trifluoromethylsulfonyl)amide,,,,
