setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium acetate,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
LZfRR,298.15,0,100,1.48455,Nduli and Deenadayalu (2017),Refractive index,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAStGU,OCc1ccco1,2-hydroxymethylfuran,,,,
LZfRR,298.15,0.0973,100,1.48755,Nduli and Deenadayalu (2017),Refractive index,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAStGU,OCc1ccco1,2-hydroxymethylfuran,,,,
LZfRR,298.15,0.1738,100,1.48962,Nduli and Deenadayalu (2017),Refractive index,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAStGU,OCc1ccco1,2-hydroxymethylfuran,,,,
LZfRR,298.15,0.2436,100,1.49097,Nduli and Deenadayalu (2017),Refractive index,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAStGU,OCc1ccco1,2-hydroxymethylfuran,,,,
LZfRR,298.15,0.3191,100,1.49238,Nduli and Deenadayalu (2017),Refractive index,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAStGU,OCc1ccco1,2-hydroxymethylfuran,,,,
LZfRR,298.15,0.4402,100,1.49445,Nduli and Deenadayalu (2017),Refractive index,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAStGU,OCc1ccco1,2-hydroxymethylfuran,,,,
LZfRR,298.15,0.5505,100,1.49604,Nduli and Deenadayalu (2017),Refractive index,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAStGU,OCc1ccco1,2-hydroxymethylfuran,,,,
LZfRR,298.15,0.6456,100,1.49719,Nduli and Deenadayalu (2017),Refractive index,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAStGU,OCc1ccco1,2-hydroxymethylfuran,,,,
LZfRR,298.15,0.6858,100,1.49759,Nduli and Deenadayalu (2017),Refractive index,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAStGU,OCc1ccco1,2-hydroxymethylfuran,,,,
LZfRR,298.15,0.7297,100,1.49799,Nduli and Deenadayalu (2017),Refractive index,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AAStGU,OCc1ccco1,2-hydroxymethylfuran,,,,
