setid,"Temperature, K",Weight fraction of water,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
htVWy,298.15,0,101,1.4829,Ma et al. (2013b),Refractive index,Liquid,AADYJk,O,water,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,,,,
htVWy,303.15,0,101,1.4816,Ma et al. (2013b),Refractive index,Liquid,AADYJk,O,water,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,,,,
htVWy,303.15,0.00655,101,1.4804,Ma et al. (2013b),Refractive index,Liquid,AADYJk,O,water,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,,,,
htVWy,303.15,0.00828,101,1.4801,Ma et al. (2013b),Refractive index,Liquid,AADYJk,O,water,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,,,,
htVWy,303.15,0.00968,101,1.4799,Ma et al. (2013b),Refractive index,Liquid,AADYJk,O,water,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,,,,
htVWy,303.15,0.01122,101,1.4796,Ma et al. (2013b),Refractive index,Liquid,AADYJk,O,water,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,,,,
htVWy,303.15,0.01273,101,1.4793,Ma et al. (2013b),Refractive index,Liquid,AADYJk,O,water,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,,,,
htVWy,308.15,0,101,1.4802,Ma et al. (2013b),Refractive index,Liquid,AADYJk,O,water,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,,,,
htVWy,308.15,0.00655,101,1.4789,Ma et al. (2013b),Refractive index,Liquid,AADYJk,O,water,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,,,,
htVWy,308.15,0.00828,101,1.4787,Ma et al. (2013b),Refractive index,Liquid,AADYJk,O,water,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,,,,
htVWy,308.15,0.00968,101,1.4783,Ma et al. (2013b),Refractive index,Liquid,AADYJk,O,water,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,,,,
htVWy,308.15,0.01122,101,1.478,Ma et al. (2013b),Refractive index,Liquid,AADYJk,O,water,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,,,,
htVWy,308.15,0.01273,101,1.4778,Ma et al. (2013b),Refractive index,Liquid,AADYJk,O,water,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,,,,
htVWy,313.15,0,101,1.4789,Ma et al. (2013b),Refractive index,Liquid,AADYJk,O,water,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,,,,
htVWy,313.15,0.00655,101,1.4777,Ma et al. (2013b),Refractive index,Liquid,AADYJk,O,water,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,,,,
htVWy,313.15,0.00828,101,1.4774,Ma et al. (2013b),Refractive index,Liquid,AADYJk,O,water,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,,,,
htVWy,313.15,0.00968,101,1.4772,Ma et al. (2013b),Refractive index,Liquid,AADYJk,O,water,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,,,,
htVWy,313.15,0.01122,101,1.4769,Ma et al. (2013b),Refractive index,Liquid,AADYJk,O,water,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,,,,
htVWy,313.15,0.01273,101,1.4766,Ma et al. (2013b),Refractive index,Liquid,AADYJk,O,water,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,,,,
htVWy,318.15,0,101,1.4776,Ma et al. (2013b),Refractive index,Liquid,AADYJk,O,water,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,,,,
htVWy,318.15,0.00655,101,1.4765,Ma et al. (2013b),Refractive index,Liquid,AADYJk,O,water,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,,,,
htVWy,318.15,0.00828,101,1.4763,Ma et al. (2013b),Refractive index,Liquid,AADYJk,O,water,AArbij,CC(=O)[O-].CCCCCCn1cc[n+](C)c1,3-hexyl-1-methylimidazolium acetate,,,,
