setid,"Temperature, K","Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
OpwER,293.15,101.325,1.5679,Yan et al. (2021a),Refractive index,Liquid,AAqxqp,CC(=O)[O-].CCCCCC[n+]1ccccc1,1-hexylpyridinium acetate,,,,,,,
OpwER,298.15,101.325,1.5679,Yan et al. (2021a),Refractive index,Liquid,AAqxqp,CC(=O)[O-].CCCCCC[n+]1ccccc1,1-hexylpyridinium acetate,,,,,,,
OpwER,303.15,101.325,1.5679,Yan et al. (2021a),Refractive index,Liquid,AAqxqp,CC(=O)[O-].CCCCCC[n+]1ccccc1,1-hexylpyridinium acetate,,,,,,,
OpwER,308.15,101.325,1.5679,Yan et al. (2021a),Refractive index,Liquid,AAqxqp,CC(=O)[O-].CCCCCC[n+]1ccccc1,1-hexylpyridinium acetate,,,,,,,
OpwER,313.15,101.325,1.5679,Yan et al. (2021a),Refractive index,Liquid,AAqxqp,CC(=O)[O-].CCCCCC[n+]1ccccc1,1-hexylpyridinium acetate,,,,,,,
OpwER,318.15,101.325,1.5679,Yan et al. (2021a),Refractive index,Liquid,AAqxqp,CC(=O)[O-].CCCCCC[n+]1ccccc1,1-hexylpyridinium acetate,,,,,,,
OpwER,323.15,101.325,1.5679,Yan et al. (2021a),Refractive index,Liquid,AAqxqp,CC(=O)[O-].CCCCCC[n+]1ccccc1,1-hexylpyridinium acetate,,,,,,,
OpwER,328.15,101.325,1.5679,Yan et al. (2021a),Refractive index,Liquid,AAqxqp,CC(=O)[O-].CCCCCC[n+]1ccccc1,1-hexylpyridinium acetate,,,,,,,
OpwER,333.15,101.325,1.5679,Yan et al. (2021a),Refractive index,Liquid,AAqxqp,CC(=O)[O-].CCCCCC[n+]1ccccc1,1-hexylpyridinium acetate,,,,,,,
OpwER,338.15,101.325,1.5679,Yan et al. (2021a),Refractive index,Liquid,AAqxqp,CC(=O)[O-].CCCCCC[n+]1ccccc1,1-hexylpyridinium acetate,,,,,,,
OpwER,343.15,101.325,1.5679,Yan et al. (2021a),Refractive index,Liquid,AAqxqp,CC(=O)[O-].CCCCCC[n+]1ccccc1,1-hexylpyridinium acetate,,,,,,,
