setid,"Temperature, K","Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
FyrFR,298.15,101.325,1.50252,Gonzalez et al. (2009a),Refractive index,Liquid,AAssoQ,CCOS(=O)(=O)[O-].CC[n+]1ccccc1,1-ethylpyridinium ethyl sulfate,,,,,,,
FyrFR,298.15,101.325,1.50525,Gonzalez et al. (2009a),Refractive index,Liquid,AAssoQ,CCOS(=O)(=O)[O-].CC[n+]1ccccc1,1-ethylpyridinium ethyl sulfate,,,,,,,
FyrFR,303.15,101.325,1.50394,Gonzalez et al. (2009a),Refractive index,Liquid,AAssoQ,CCOS(=O)(=O)[O-].CC[n+]1ccccc1,1-ethylpyridinium ethyl sulfate,,,,,,,
FyrFR,308.15,101.325,1.50258,Gonzalez et al. (2009a),Refractive index,Liquid,AAssoQ,CCOS(=O)(=O)[O-].CC[n+]1ccccc1,1-ethylpyridinium ethyl sulfate,,,,,,,
FyrFR,313.15,101.325,1.5012,Gonzalez et al. (2009a),Refractive index,Liquid,AAssoQ,CCOS(=O)(=O)[O-].CC[n+]1ccccc1,1-ethylpyridinium ethyl sulfate,,,,,,,
FyrFR,318.15,101.325,1.49976,Gonzalez et al. (2009a),Refractive index,Liquid,AAssoQ,CCOS(=O)(=O)[O-].CC[n+]1ccccc1,1-ethylpyridinium ethyl sulfate,,,,,,,
FyrFR,323.15,101.325,1.4985,Gonzalez et al. (2009a),Refractive index,Liquid,AAssoQ,CCOS(=O)(=O)[O-].CC[n+]1ccccc1,1-ethylpyridinium ethyl sulfate,,,,,,,
FyrFR,328.15,101.325,1.4972,Gonzalez et al. (2009a),Refractive index,Liquid,AAssoQ,CCOS(=O)(=O)[O-].CC[n+]1ccccc1,1-ethylpyridinium ethyl sulfate,,,,,,,
FyrFR,333.15,101.325,1.49587,Gonzalez et al. (2009a),Refractive index,Liquid,AAssoQ,CCOS(=O)(=O)[O-].CC[n+]1ccccc1,1-ethylpyridinium ethyl sulfate,,,,,,,
FyrFR,338.15,101.325,1.49454,Gonzalez et al. (2009a),Refractive index,Liquid,AAssoQ,CCOS(=O)(=O)[O-].CC[n+]1ccccc1,1-ethylpyridinium ethyl sulfate,,,,,,,
FyrFR,343.15,101.325,1.49309,Gonzalez et al. (2009a),Refractive index,Liquid,AAssoQ,CCOS(=O)(=O)[O-].CC[n+]1ccccc1,1-ethylpyridinium ethyl sulfate,,,,,,,
