setid,"Solvent: MolaLity of N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine, mol/kg","MolaLity of 1-hexyl-3-methyl-1H-imidazolium bromide, mol/kg","Pressure, kPa","Temperature, K",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
etrsG,0.0402,0.0204,101,298.15,1.4316,Shekaari et al. (2012b),Refractive index,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,
etrsG,0.0402,0.0428,101,298.15,1.4325,Shekaari et al. (2012b),Refractive index,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,
etrsG,0.0402,0.064,101,298.15,1.4329,Shekaari et al. (2012b),Refractive index,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,
etrsG,0.0402,0.0817,101,298.15,1.4335,Shekaari et al. (2012b),Refractive index,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,
etrsG,0.0402,0.1034,101,298.15,1.4342,Shekaari et al. (2012b),Refractive index,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,
etrsG,0.0402,0.1199,101,298.15,1.4344,Shekaari et al. (2012b),Refractive index,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,
etrsG,0.0402,0.147,101,298.15,1.4346,Shekaari et al. (2012b),Refractive index,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,
etrsG,0.0402,0.1614,101,298.15,1.4354,Shekaari et al. (2012b),Refractive index,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,
etrsG,0.0402,0.1828,101,298.15,1.4357,Shekaari et al. (2012b),Refractive index,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,
etrsG,0.0402,0.2011,101,298.15,1.4361,Shekaari et al. (2012b),Refractive index,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,
etrsG,0.0764,0.0242,101,298.15,1.4329,Shekaari et al. (2012b),Refractive index,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,
etrsG,0.0764,0.0429,101,298.15,1.4333,Shekaari et al. (2012b),Refractive index,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,
etrsG,0.0764,0.0601,101,298.15,1.4345,Shekaari et al. (2012b),Refractive index,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,
etrsG,0.0764,0.0818,101,298.15,1.4348,Shekaari et al. (2012b),Refractive index,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,
etrsG,0.0764,0.1015,101,298.15,1.4352,Shekaari et al. (2012b),Refractive index,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,
etrsG,0.0764,0.1208,101,298.15,1.4356,Shekaari et al. (2012b),Refractive index,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,
etrsG,0.0764,0.1419,101,298.15,1.4363,Shekaari et al. (2012b),Refractive index,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,
etrsG,0.0764,0.1634,101,298.15,1.4366,Shekaari et al. (2012b),Refractive index,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,
etrsG,0.0764,0.1809,101,298.15,1.4368,Shekaari et al. (2012b),Refractive index,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,
etrsG,0.0764,0.2013,101,298.15,1.4371,Shekaari et al. (2012b),Refractive index,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,
etrsG,0.12,0.0205,101,298.15,1.4347,Shekaari et al. (2012b),Refractive index,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,
etrsG,0.12,0.0439,101,298.15,1.435,Shekaari et al. (2012b),Refractive index,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,
etrsG,0.12,0.0629,101,298.15,1.4362,Shekaari et al. (2012b),Refractive index,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,
etrsG,0.12,0.0843,101,298.15,1.4365,Shekaari et al. (2012b),Refractive index,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,
etrsG,0.12,0.1029,101,298.15,1.4374,Shekaari et al. (2012b),Refractive index,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,
etrsG,0.12,0.1183,101,298.15,1.4376,Shekaari et al. (2012b),Refractive index,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,
etrsG,0.12,0.1437,101,298.15,1.4379,Shekaari et al. (2012b),Refractive index,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,
etrsG,0.12,0.1606,101,298.15,1.4385,Shekaari et al. (2012b),Refractive index,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,
etrsG,0.12,0.1806,101,298.15,1.4388,Shekaari et al. (2012b),Refractive index,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,
etrsG,0.12,0.205,101,298.15,1.4392,Shekaari et al. (2012b),Refractive index,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,
etrsG,0.1644,0.0259,101,298.15,1.4352,Shekaari et al. (2012b),Refractive index,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,
etrsG,0.1644,0.0413,101,298.15,1.4359,Shekaari et al. (2012b),Refractive index,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,
etrsG,0.1644,0.0654,101,298.15,1.4366,Shekaari et al. (2012b),Refractive index,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,
etrsG,0.1644,0.0813,101,298.15,1.437,Shekaari et al. (2012b),Refractive index,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,
etrsG,0.1644,0.1019,101,298.15,1.4376,Shekaari et al. (2012b),Refractive index,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,
etrsG,0.1644,0.1214,101,298.15,1.4383,Shekaari et al. (2012b),Refractive index,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,
etrsG,0.1644,0.1416,101,298.15,1.4389,Shekaari et al. (2012b),Refractive index,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,
etrsG,0.1644,0.1618,101,298.15,1.4394,Shekaari et al. (2012b),Refractive index,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,
etrsG,0.1644,0.1776,101,298.15,1.4403,Shekaari et al. (2012b),Refractive index,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,
etrsG,0.1644,0.2054,101,298.15,1.441,Shekaari et al. (2012b),Refractive index,Liquid,AAOCWD,CN(C)C=O,dimethylformamide,AAtqtv,C(=NCCN=Cc1ccccn1)c1ccccn1,"N,N'-bis(2-pyridinylmethylene)-1,2-ethanediamine",AAvbcc,CCCCCC[n+]1ccn(C)c1.[Br-],1-hexyl-3-methyl-1H-imidazolium bromide,
