setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium acetate,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
rdxnE,298.15,0,100,1.52311,Nduli and Deenadayalu (2017),Refractive index,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,,
rdxnE,298.15,0.0925,100,1.52707,Nduli and Deenadayalu (2017),Refractive index,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,,
rdxnE,298.15,0.1724,100,1.53221,Nduli and Deenadayalu (2017),Refractive index,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,,
rdxnE,298.15,0.2486,100,1.53812,Nduli and Deenadayalu (2017),Refractive index,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,,
rdxnE,298.15,0.5006,100,1.54083,Nduli and Deenadayalu (2017),Refractive index,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,,
rdxnE,298.15,0.599,100,1.53551,Nduli and Deenadayalu (2017),Refractive index,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,,
rdxnE,298.15,0.6954,100,1.5279,Nduli and Deenadayalu (2017),Refractive index,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,,
rdxnE,298.15,0.7763,100,1.52088,Nduli and Deenadayalu (2017),Refractive index,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,,
rdxnE,298.15,0.8488,100,1.51288,Nduli and Deenadayalu (2017),Refractive index,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,,
rdxnE,298.15,0.9135,100,1.50712,Nduli and Deenadayalu (2017),Refractive index,Liquid,AAgmaR,CC(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium acetate,AASYDH,O=Cc1ccco1,2-furaldehyde,,,,
