setid,"Temperature, K",Mole fraction of 1-methyl-3-octylimidazolium tetrafluoroborate,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
wRsai,293.15,0,101.3,1.572,Master and Malek (2020),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AAUfPO,CNc1ccccc1,N-methylaniline,,,,
wRsai,293.15,0.1032,101.3,1.54427,Master and Malek (2020),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AAUfPO,CNc1ccccc1,N-methylaniline,,,,
wRsai,293.15,0.2037,101.3,1.52075,Master and Malek (2020),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AAUfPO,CNc1ccccc1,N-methylaniline,,,,
wRsai,293.15,0.285,101.3,1.50532,Master and Malek (2020),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AAUfPO,CNc1ccccc1,N-methylaniline,,,,
wRsai,293.15,0.383,101.3,1.48888,Master and Malek (2020),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AAUfPO,CNc1ccccc1,N-methylaniline,,,,
wRsai,293.15,0.4978,101.3,1.47405,Master and Malek (2020),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AAUfPO,CNc1ccccc1,N-methylaniline,,,,
wRsai,293.15,0.5939,101.3,1.46354,Master and Malek (2020),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AAUfPO,CNc1ccccc1,N-methylaniline,,,,
wRsai,293.15,0.7016,101.3,1.45365,Master and Malek (2020),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AAUfPO,CNc1ccccc1,N-methylaniline,,,,
wRsai,293.15,0.7942,101.3,1.4459,Master and Malek (2020),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AAUfPO,CNc1ccccc1,N-methylaniline,,,,
wRsai,293.15,0.9002,101.3,1.43815,Master and Malek (2020),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AAUfPO,CNc1ccccc1,N-methylaniline,,,,
wRsai,293.15,1,101.3,1.43387,Master and Malek (2020),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AAUfPO,CNc1ccccc1,N-methylaniline,,,,
wRsai,298.15,0,101.3,1.5695,Master and Malek (2020),Refractive index,Liquid,ABCNhW,CCCCCCCCn1cc[n+](C)c1.F[B-](F)(F)F,1-methyl-3-octylimidazolium tetrafluoroborate,AAUfPO,CNc1ccccc1,N-methylaniline,,,,
