setid,"Temperature, K","Pressure, kPa","Wavelength, A",Refractive index,reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
mNnJF,353.15,101,450,1.4761,Chiappe et al. (2017),Refractive index,Liquid,AAnhZu,CN1C=C[N+](=C1)C.COP(=O)(C)[O-],"1,3-dimethylimidazolium methyl methylphosphonate",,,,,,,
mNnJF,353.15,101,532,1.4663,Chiappe et al. (2017),Refractive index,Liquid,AAnhZu,CN1C=C[N+](=C1)C.COP(=O)(C)[O-],"1,3-dimethylimidazolium methyl methylphosphonate",,,,,,,
mNnJF,353.15,101,632.8,1.4627,Chiappe et al. (2017),Refractive index,Liquid,AAnhZu,CN1C=C[N+](=C1)C.COP(=O)(C)[O-],"1,3-dimethylimidazolium methyl methylphosphonate",,,,,,,
mNnJF,353.15,101,964,1.4589,Chiappe et al. (2017),Refractive index,Liquid,AAnhZu,CN1C=C[N+](=C1)C.COP(=O)(C)[O-],"1,3-dimethylimidazolium methyl methylphosphonate",,,,,,,
mNnJF,353.15,101,1551,1.4551,Chiappe et al. (2017),Refractive index,Liquid,AAnhZu,CN1C=C[N+](=C1)C.COP(=O)(C)[O-],"1,3-dimethylimidazolium methyl methylphosphonate",,,,,,,
mNnJF,363.15,101,450,1.4782,Chiappe et al. (2017),Refractive index,Liquid,AAnhZu,CN1C=C[N+](=C1)C.COP(=O)(C)[O-],"1,3-dimethylimidazolium methyl methylphosphonate",,,,,,,
mNnJF,363.15,101,532,1.4699,Chiappe et al. (2017),Refractive index,Liquid,AAnhZu,CN1C=C[N+](=C1)C.COP(=O)(C)[O-],"1,3-dimethylimidazolium methyl methylphosphonate",,,,,,,
mNnJF,363.15,101,632.8,1.4649,Chiappe et al. (2017),Refractive index,Liquid,AAnhZu,CN1C=C[N+](=C1)C.COP(=O)(C)[O-],"1,3-dimethylimidazolium methyl methylphosphonate",,,,,,,
mNnJF,363.15,101,964,1.4607,Chiappe et al. (2017),Refractive index,Liquid,AAnhZu,CN1C=C[N+](=C1)C.COP(=O)(C)[O-],"1,3-dimethylimidazolium methyl methylphosphonate",,,,,,,
mNnJF,363.15,101,1551,1.4572,Chiappe et al. (2017),Refractive index,Liquid,AAnhZu,CN1C=C[N+](=C1)C.COP(=O)(C)[O-],"1,3-dimethylimidazolium methyl methylphosphonate",,,,,,,
mNnJF,373.15,101,450,1.4796,Chiappe et al. (2017),Refractive index,Liquid,AAnhZu,CN1C=C[N+](=C1)C.COP(=O)(C)[O-],"1,3-dimethylimidazolium methyl methylphosphonate",,,,,,,
mNnJF,373.15,101,532,1.471,Chiappe et al. (2017),Refractive index,Liquid,AAnhZu,CN1C=C[N+](=C1)C.COP(=O)(C)[O-],"1,3-dimethylimidazolium methyl methylphosphonate",,,,,,,
mNnJF,373.15,101,632.8,1.4665,Chiappe et al. (2017),Refractive index,Liquid,AAnhZu,CN1C=C[N+](=C1)C.COP(=O)(C)[O-],"1,3-dimethylimidazolium methyl methylphosphonate",,,,,,,
mNnJF,373.15,101,964,1.4626,Chiappe et al. (2017),Refractive index,Liquid,AAnhZu,CN1C=C[N+](=C1)C.COP(=O)(C)[O-],"1,3-dimethylimidazolium methyl methylphosphonate",,,,,,,
mNnJF,373.15,101,1551,1.4586,Chiappe et al. (2017),Refractive index,Liquid,AAnhZu,CN1C=C[N+](=C1)C.COP(=O)(C)[O-],"1,3-dimethylimidazolium methyl methylphosphonate",,,,,,,
mNnJF,383.15,101,450,1.4815,Chiappe et al. (2017),Refractive index,Liquid,AAnhZu,CN1C=C[N+](=C1)C.COP(=O)(C)[O-],"1,3-dimethylimidazolium methyl methylphosphonate",,,,,,,
mNnJF,383.15,101,532,1.4741,Chiappe et al. (2017),Refractive index,Liquid,AAnhZu,CN1C=C[N+](=C1)C.COP(=O)(C)[O-],"1,3-dimethylimidazolium methyl methylphosphonate",,,,,,,
mNnJF,383.15,101,632.8,1.4693,Chiappe et al. (2017),Refractive index,Liquid,AAnhZu,CN1C=C[N+](=C1)C.COP(=O)(C)[O-],"1,3-dimethylimidazolium methyl methylphosphonate",,,,,,,
mNnJF,383.15,101,964,1.4643,Chiappe et al. (2017),Refractive index,Liquid,AAnhZu,CN1C=C[N+](=C1)C.COP(=O)(C)[O-],"1,3-dimethylimidazolium methyl methylphosphonate",,,,,,,
mNnJF,383.15,101,1551,1.4603,Chiappe et al. (2017),Refractive index,Liquid,AAnhZu,CN1C=C[N+](=C1)C.COP(=O)(C)[O-],"1,3-dimethylimidazolium methyl methylphosphonate",,,,,,,
mNnJF,393.15,101,450,1.4834,Chiappe et al. (2017),Refractive index,Liquid,AAnhZu,CN1C=C[N+](=C1)C.COP(=O)(C)[O-],"1,3-dimethylimidazolium methyl methylphosphonate",,,,,,,
mNnJF,393.15,101,532,1.4746,Chiappe et al. (2017),Refractive index,Liquid,AAnhZu,CN1C=C[N+](=C1)C.COP(=O)(C)[O-],"1,3-dimethylimidazolium methyl methylphosphonate",,,,,,,
mNnJF,393.15,101,632.8,1.4706,Chiappe et al. (2017),Refractive index,Liquid,AAnhZu,CN1C=C[N+](=C1)C.COP(=O)(C)[O-],"1,3-dimethylimidazolium methyl methylphosphonate",,,,,,,
mNnJF,393.15,101,964,1.4661,Chiappe et al. (2017),Refractive index,Liquid,AAnhZu,CN1C=C[N+](=C1)C.COP(=O)(C)[O-],"1,3-dimethylimidazolium methyl methylphosphonate",,,,,,,
mNnJF,393.15,101,1551,1.4623,Chiappe et al. (2017),Refractive index,Liquid,AAnhZu,CN1C=C[N+](=C1)C.COP(=O)(C)[O-],"1,3-dimethylimidazolium methyl methylphosphonate",,,,,,,
mNnJF,403.15,101,450,1.4854,Chiappe et al. (2017),Refractive index,Liquid,AAnhZu,CN1C=C[N+](=C1)C.COP(=O)(C)[O-],"1,3-dimethylimidazolium methyl methylphosphonate",,,,,,,
mNnJF,403.15,101,532,1.478,Chiappe et al. (2017),Refractive index,Liquid,AAnhZu,CN1C=C[N+](=C1)C.COP(=O)(C)[O-],"1,3-dimethylimidazolium methyl methylphosphonate",,,,,,,
mNnJF,403.15,101,632.8,1.4732,Chiappe et al. (2017),Refractive index,Liquid,AAnhZu,CN1C=C[N+](=C1)C.COP(=O)(C)[O-],"1,3-dimethylimidazolium methyl methylphosphonate",,,,,,,
mNnJF,403.15,101,964,1.4678,Chiappe et al. (2017),Refractive index,Liquid,AAnhZu,CN1C=C[N+](=C1)C.COP(=O)(C)[O-],"1,3-dimethylimidazolium methyl methylphosphonate",,,,,,,
mNnJF,403.15,101,1551,1.464,Chiappe et al. (2017),Refractive index,Liquid,AAnhZu,CN1C=C[N+](=C1)C.COP(=O)(C)[O-],"1,3-dimethylimidazolium methyl methylphosphonate",,,,,,,
mNnJF,413.15,101,450,1.487,Chiappe et al. (2017),Refractive index,Liquid,AAnhZu,CN1C=C[N+](=C1)C.COP(=O)(C)[O-],"1,3-dimethylimidazolium methyl methylphosphonate",,,,,,,
