setid,"Pressure, kPa","Temperature, K",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
WneDi,100,288.15,1.4959,Lee et al. (2016),Refractive index,Liquid,ABpADF,CCCC[P+](CCCC)(CCCC)CCCC.O=S(=O)([O-])CC(O)CN1CCOCC1,tetrabutylphosphonium 2-hydroxy-3-morpholinopropanesulfonate,,,,,,,
WneDi,100,293.15,1.49447,Lee et al. (2016),Refractive index,Liquid,ABpADF,CCCC[P+](CCCC)(CCCC)CCCC.O=S(=O)([O-])CC(O)CN1CCOCC1,tetrabutylphosphonium 2-hydroxy-3-morpholinopropanesulfonate,,,,,,,
WneDi,100,298.15,1.49299,Lee et al. (2016),Refractive index,Liquid,ABpADF,CCCC[P+](CCCC)(CCCC)CCCC.O=S(=O)([O-])CC(O)CN1CCOCC1,tetrabutylphosphonium 2-hydroxy-3-morpholinopropanesulfonate,,,,,,,
WneDi,100,303.15,1.49152,Lee et al. (2016),Refractive index,Liquid,ABpADF,CCCC[P+](CCCC)(CCCC)CCCC.O=S(=O)([O-])CC(O)CN1CCOCC1,tetrabutylphosphonium 2-hydroxy-3-morpholinopropanesulfonate,,,,,,,
WneDi,100,308.15,1.48999,Lee et al. (2016),Refractive index,Liquid,ABpADF,CCCC[P+](CCCC)(CCCC)CCCC.O=S(=O)([O-])CC(O)CN1CCOCC1,tetrabutylphosphonium 2-hydroxy-3-morpholinopropanesulfonate,,,,,,,
WneDi,100,313.15,1.48836,Lee et al. (2016),Refractive index,Liquid,ABpADF,CCCC[P+](CCCC)(CCCC)CCCC.O=S(=O)([O-])CC(O)CN1CCOCC1,tetrabutylphosphonium 2-hydroxy-3-morpholinopropanesulfonate,,,,,,,
WneDi,100,318.15,1.4866,Lee et al. (2016),Refractive index,Liquid,ABpADF,CCCC[P+](CCCC)(CCCC)CCCC.O=S(=O)([O-])CC(O)CN1CCOCC1,tetrabutylphosphonium 2-hydroxy-3-morpholinopropanesulfonate,,,,,,,
WneDi,100,323.15,1.48573,Lee et al. (2016),Refractive index,Liquid,ABpADF,CCCC[P+](CCCC)(CCCC)CCCC.O=S(=O)([O-])CC(O)CN1CCOCC1,tetrabutylphosphonium 2-hydroxy-3-morpholinopropanesulfonate,,,,,,,
WneDi,100,328.15,1.4841,Lee et al. (2016),Refractive index,Liquid,ABpADF,CCCC[P+](CCCC)(CCCC)CCCC.O=S(=O)([O-])CC(O)CN1CCOCC1,tetrabutylphosphonium 2-hydroxy-3-morpholinopropanesulfonate,,,,,,,
WneDi,100,333.15,1.48239,Lee et al. (2016),Refractive index,Liquid,ABpADF,CCCC[P+](CCCC)(CCCC)CCCC.O=S(=O)([O-])CC(O)CN1CCOCC1,tetrabutylphosphonium 2-hydroxy-3-morpholinopropanesulfonate,,,,,,,
WneDi,100,338.15,1.48069,Lee et al. (2016),Refractive index,Liquid,ABpADF,CCCC[P+](CCCC)(CCCC)CCCC.O=S(=O)([O-])CC(O)CN1CCOCC1,tetrabutylphosphonium 2-hydroxy-3-morpholinopropanesulfonate,,,,,,,
WneDi,100,343.15,1.47908,Lee et al. (2016),Refractive index,Liquid,ABpADF,CCCC[P+](CCCC)(CCCC)CCCC.O=S(=O)([O-])CC(O)CN1CCOCC1,tetrabutylphosphonium 2-hydroxy-3-morpholinopropanesulfonate,,,,,,,
WneDi,100,348.15,1.47761,Lee et al. (2016),Refractive index,Liquid,ABpADF,CCCC[P+](CCCC)(CCCC)CCCC.O=S(=O)([O-])CC(O)CN1CCOCC1,tetrabutylphosphonium 2-hydroxy-3-morpholinopropanesulfonate,,,,,,,
WneDi,100,353.15,1.47622,Lee et al. (2016),Refractive index,Liquid,ABpADF,CCCC[P+](CCCC)(CCCC)CCCC.O=S(=O)([O-])CC(O)CN1CCOCC1,tetrabutylphosphonium 2-hydroxy-3-morpholinopropanesulfonate,,,,,,,
