setid,"Temperature, K","Pressure, kPa","Wavelength, A",Refractive index,reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
wAqFG,293,100,450,1.498,Mero et al. (2022),Refractive index,Liquid,AAsFoi,C(CCC(=O)C)(=O)[O-].C(C)[N+]1(CCCC1)C,1-ethyl-1-methylpyrrolidinium levulinate,,,,,,,
wAqFG,293,100,532,1.4913,Mero et al. (2022),Refractive index,Liquid,AAsFoi,C(CCC(=O)C)(=O)[O-].C(C)[N+]1(CCCC1)C,1-ethyl-1-methylpyrrolidinium levulinate,,,,,,,
wAqFG,293,100,633,1.4866,Mero et al. (2022),Refractive index,Liquid,AAsFoi,C(CCC(=O)C)(=O)[O-].C(C)[N+]1(CCCC1)C,1-ethyl-1-methylpyrrolidinium levulinate,,,,,,,
wAqFG,293,100,964,1.4803,Mero et al. (2022),Refractive index,Liquid,AAsFoi,C(CCC(=O)C)(=O)[O-].C(C)[N+]1(CCCC1)C,1-ethyl-1-methylpyrrolidinium levulinate,,,,,,,
wAqFG,293,100,1551,1.478,Mero et al. (2022),Refractive index,Liquid,AAsFoi,C(CCC(=O)C)(=O)[O-].C(C)[N+]1(CCCC1)C,1-ethyl-1-methylpyrrolidinium levulinate,,,,,,,
wAqFG,353,100,450,1.4816,Mero et al. (2022),Refractive index,Liquid,AAsFoi,C(CCC(=O)C)(=O)[O-].C(C)[N+]1(CCCC1)C,1-ethyl-1-methylpyrrolidinium levulinate,,,,,,,
wAqFG,353,100,532,1.4752,Mero et al. (2022),Refractive index,Liquid,AAsFoi,C(CCC(=O)C)(=O)[O-].C(C)[N+]1(CCCC1)C,1-ethyl-1-methylpyrrolidinium levulinate,,,,,,,
wAqFG,353,100,633,1.4705,Mero et al. (2022),Refractive index,Liquid,AAsFoi,C(CCC(=O)C)(=O)[O-].C(C)[N+]1(CCCC1)C,1-ethyl-1-methylpyrrolidinium levulinate,,,,,,,
wAqFG,353,100,964,1.4645,Mero et al. (2022),Refractive index,Liquid,AAsFoi,C(CCC(=O)C)(=O)[O-].C(C)[N+]1(CCCC1)C,1-ethyl-1-methylpyrrolidinium levulinate,,,,,,,
wAqFG,353,100,1551,1.4623,Mero et al. (2022),Refractive index,Liquid,AAsFoi,C(CCC(=O)C)(=O)[O-].C(C)[N+]1(CCCC1)C,1-ethyl-1-methylpyrrolidinium levulinate,,,,,,,
wAqFG,358.1,100,450,1.4802,Mero et al. (2022),Refractive index,Liquid,AAsFoi,C(CCC(=O)C)(=O)[O-].C(C)[N+]1(CCCC1)C,1-ethyl-1-methylpyrrolidinium levulinate,,,,,,,
wAqFG,358.1,100,532,1.4738,Mero et al. (2022),Refractive index,Liquid,AAsFoi,C(CCC(=O)C)(=O)[O-].C(C)[N+]1(CCCC1)C,1-ethyl-1-methylpyrrolidinium levulinate,,,,,,,
wAqFG,358.1,100,633,1.4692,Mero et al. (2022),Refractive index,Liquid,AAsFoi,C(CCC(=O)C)(=O)[O-].C(C)[N+]1(CCCC1)C,1-ethyl-1-methylpyrrolidinium levulinate,,,,,,,
wAqFG,358.1,100,964,1.4632,Mero et al. (2022),Refractive index,Liquid,AAsFoi,C(CCC(=O)C)(=O)[O-].C(C)[N+]1(CCCC1)C,1-ethyl-1-methylpyrrolidinium levulinate,,,,,,,
wAqFG,358.1,100,1551,1.4609,Mero et al. (2022),Refractive index,Liquid,AAsFoi,C(CCC(=O)C)(=O)[O-].C(C)[N+]1(CCCC1)C,1-ethyl-1-methylpyrrolidinium levulinate,,,,,,,
