setid,"Temperature, K",Mole fraction of 1-ethyl-3-methylimidazolium ethyl sulfate,"Pressure, kPa",Refractive index (Na D-line),reference,propertiy,phases,compound id 1,smile 1,compound name 1,compound id 2,smile 2,compound name 2,compound id 3,smile 3,compound name 3,Unnamed: 13
IOnlv,288.15,0,101.3,1.4106,Oriyomi et al. (2020),Refractive index,Liquid,AAThEN,CCCCC(=O)O,pentanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
IOnlv,288.15,0.0471,101.3,1.4175,Oriyomi et al. (2020),Refractive index,Liquid,AAThEN,CCCCC(=O)O,pentanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
IOnlv,288.15,0.074,101.3,1.4211,Oriyomi et al. (2020),Refractive index,Liquid,AAThEN,CCCCC(=O)O,pentanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
IOnlv,288.15,0.1035,101.3,1.4247,Oriyomi et al. (2020),Refractive index,Liquid,AAThEN,CCCCC(=O)O,pentanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
IOnlv,288.15,0.2095,101.3,1.4362,Oriyomi et al. (2020),Refractive index,Liquid,AAThEN,CCCCC(=O)O,pentanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
IOnlv,288.15,0.3059,101.3,1.4439,Oriyomi et al. (2020),Refractive index,Liquid,AAThEN,CCCCC(=O)O,pentanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
IOnlv,288.15,0.405,101.3,1.4502,Oriyomi et al. (2020),Refractive index,Liquid,AAThEN,CCCCC(=O)O,pentanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
IOnlv,288.15,0.505,101.3,1.4562,Oriyomi et al. (2020),Refractive index,Liquid,AAThEN,CCCCC(=O)O,pentanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
IOnlv,288.15,0.6053,101.3,1.4616,Oriyomi et al. (2020),Refractive index,Liquid,AAThEN,CCCCC(=O)O,pentanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
IOnlv,288.15,0.7025,101.3,1.4662,Oriyomi et al. (2020),Refractive index,Liquid,AAThEN,CCCCC(=O)O,pentanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
IOnlv,288.15,0.8051,101.3,1.4711,Oriyomi et al. (2020),Refractive index,Liquid,AAThEN,CCCCC(=O)O,pentanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
IOnlv,288.15,0.9026,101.3,1.4744,Oriyomi et al. (2020),Refractive index,Liquid,AAThEN,CCCCC(=O)O,pentanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
IOnlv,288.15,1,101.3,1.4767,Oriyomi et al. (2020),Refractive index,Liquid,AAThEN,CCCCC(=O)O,pentanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
IOnlv,293.15,0,101.3,1.4088,Oriyomi et al. (2020),Refractive index,Liquid,AAThEN,CCCCC(=O)O,pentanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
IOnlv,293.15,0.0471,101.3,1.4166,Oriyomi et al. (2020),Refractive index,Liquid,AAThEN,CCCCC(=O)O,pentanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
IOnlv,293.15,0.074,101.3,1.4194,Oriyomi et al. (2020),Refractive index,Liquid,AAThEN,CCCCC(=O)O,pentanoic acid,AAtWDT,CCOS(=O)(=O)[O-].CC[n+]1ccn(C)c1,1-ethyl-3-methylimidazolium ethyl sulfate,,,,
